site,plot_id,year,species_id,status,lifeform,layer_code,percent,notes
frenchmeadows,fm19-6,2019,abco,dead,TR,TOV,tr,
frenchmeadows,fm19-6,2019,abco,live,TR,TSE,tr,
frenchmeadows,fm19-8,2019,abco,live,TR,TOV,20,
frenchmeadows,fm19-8,2019,abco,live,TR,TSA,1,
frenchmeadows,fm19-8,2019,abco,live,TR,TSE,tr,
frenchmeadows,fm19-8,2019,abco,dead,TR,TOV,tr,
frenchmeadows,fm19-8,2019,abco,dead,TR,TSA,tr,
frenchmeadows,fm19-9,2019,abco,live,TR,TSE,tr,
frenchmeadows,fm19-9,2019,abco,dead,TR,TSA,tr,
frenchmeadows,fm19-10,2019,abco,dead,TR,TOV,1,
frenchmeadows,fm19-10,2019,abco,live,TR,TOV,12,
frenchmeadows,fm19-10,2019,abco,live,TR,TSA,tr,
frenchmeadows,fm19-10,2019,abco,live,TR,TSE,tr,
frenchmeadows,fm19-11,2019,abco,dead,TR,TOV,1,
frenchmeadows,fm19-11,2019,abco,live,TR,TOV,25,
frenchmeadows,fm19-11,2019,abco,live,TR,TSA,1,
frenchmeadows,fm19-11,2019,abco,live,TR,TSE,tr,
frenchmeadows,fm19-12,2019,abco,live,TR,TOV,12,
frenchmeadows,fm19-5,2019,riro,live,SH,SL,tr,
frenchmeadows,fm19-12,2019,abco,dead,TR,TOV,tr,
frenchmeadows,fm19-12,2019,abco,live,TR,TSA,tr,
frenchmeadows,fm19-12,2019,abco,live,TR,TSE,tr,
frenchmeadows,fm19-13,2019,abco,live,TR,TOV,15,
frenchmeadows,fm19-13,2019,abco,dead,TR,TOV,1,
frenchmeadows,fm19-13,2019,abco,live,TR,TSA,2,
frenchmeadows,fm19-13,2019,abco,live,TR,TSE,tr,
frenchmeadows,fm10-1,2019,abma,live,TR,TOV,10,
frenchmeadows,fm10-1,2019,abma,live,TR,TSA,tr,
frenchmeadows,fm10-1,2019,abma,live,TR,TSE,tr,
frenchmeadows,fm10-10,2019,abma,dead,TR,TOV,tr,
frenchmeadows,fm10-10,2019,abma,live,TR,TSE,tr,
frenchmeadows,fm10-10,2019,abma,live,TR,TSA,tr,
frenchmeadows,fm10-11,2019,abma,live,TR,TSE,tr,
frenchmeadows,fm10-11,2019,abma,live,TR,TSA,tr,
frenchmeadows,fm10-12,2019,abma,live,TR,TOV,2,
frenchmeadows,fm10-12,2019,abma,dead,TR,TOV,tr,
frenchmeadows,fm10-12,2019,abma,live,TR,TSA,tr,
frenchmeadows,fm10-12,2019,abma,live,TR,TSE,tr,
frenchmeadows,fm10-14,2019,abma,live,TR,TOV,25,
frenchmeadows,fm10-14,2019,abma,live,TR,TSA,tr,
frenchmeadows,fm10-14,2019,abma,live,TR,TSE,tr,
frenchmeadows,fm10-2,2019,abma,live,TR,TOV,50,
frenchmeadows,fm10-2,2019,abma,live,TR,TSA,0.5,
frenchmeadows,fm10-2,2019,abma,live,TR,TSE,tr,
frenchmeadows,fm10-3,2019,abma,live,TR,TOV,5,
frenchmeadows,fm10-3,2019,abma,live,TR,TSE,tr,
frenchmeadows,fm10-3,2019,abma,dead,TR,TSA,tr,
frenchmeadows,Fm10-4,2019,abma,live,TR,TSE,tr,
frenchmeadows,Fm10-5,2019,abma,live,TR,TOV,6,
frenchmeadows,Fm10-5,2019,abma,dead,TR,TOV,1,
frenchmeadows,Fm10-5,2019,abma,live,TR,TSA,tr,
frenchmeadows,Fm10-5,2019,abma,live,TR,TSE,tr,
frenchmeadows,fm10-6,2019,abma,live,TR,TOV,1,
frenchmeadows,fm10-6,2019,abma,live,TR,TSE,tr,
frenchmeadows,fm10-8,2019,abma,live,TR,TSA,tr,
frenchmeadows,fm10-8,2019,abma,live,TR,TSE,tr,
frenchmeadows,fm10-8,2019,abma,live,TR,TOV,tr,
frenchmeadows,fm10-9,2019,abma,live,TR,TSE,tr,
frenchmeadows,fm19-1,2019,abma,live,TR,TSA,tr,
frenchmeadows,fm19-1,2019,abma,live,TR,TSE,tr,
frenchmeadows,fm19-2,2019,abma,live,TR,TOV,10,
frenchmeadows,fm19-2,2019,abma,live,TR,TSE,tr,
frenchmeadows,fm19-3,2019,abma,live,TR,TOV,35,
frenchmeadows,fm19-3,2019,abma,live,TR,TSE,tr,
frenchmeadows,fm19-5,2019,abma,live,TR,TOV,10,
frenchmeadows,fm19-5,2019,abma,live,TR,TSA,tr,
frenchmeadows,fm19-5,2019,abma,live,TR,TSE,tr,
frenchmeadows,fm19-6,2019,abma,live,TR,TSE,tr,
frenchmeadows,fm19-7,2019,abma,live,TR,TOV,20,
frenchmeadows,fm19-7,2019,abma,dead,TR,TOV,tr,
frenchmeadows,fm19-7,2019,abma,live,TR,TSA,1,
frenchmeadows,fm19-7,2019,abma,live,TR,TSE,2,
frenchmeadows,fm19-10,2019,abma,live,TR,TOV,55,
frenchmeadows,fm19-10,2019,abma,live,TR,TSA,tr,
frenchmeadows,fm19-10,2019,abma,live,TR,TSE,tr,
frenchmeadows,fm19-11,2019,abma,live,TR,TSE,tr,
frenchmeadows,fm19-11,2019,abma,dead,TR,TSA,tr,
frenchmeadows,fm19-12,2019,abma,live,TR,TSE,tr,
frenchmeadows,fm19-13,2019,abma,live,TR,TOV,5,
frenchmeadows,fm19-13,2019,abma,live,TR,TSA,tr,
frenchmeadows,fm19-13,2019,abma,live,TR,TSE,tr,
frenchmeadows,fm10-12,2019,acgl,dead,TR,TSE,tr,
frenchmeadows,Fm10-4,2019,acgl,live,TR,TSE,tr,
frenchmeadows,fm10-8,2019,acgl,live,TR,TSE,tr,
frenchmeadows,fm19-1,2019,acgl,live,TR,TSE,tr,
frenchmeadows,fm19-2,2019,acgl,live,TR,TSE,tr,
frenchmeadows,fm19-3,2019,acgl,live,TR,TSE,tr,
frenchmeadows,fm19-6,2019,acgl,live,TR,TSE,tr,
frenchmeadows,fm19-11,2019,acgl,live,TR,TSE,tr,
frenchmeadows,fm19-11,2019,acgl,live,TR,TSA,tr,
frenchmeadows,fm19-12,2019,acgl,live,TR,TSE,tr,
frenchmeadows,fm19-13,2019,acgl,live,TR,TSA,tr,
frenchmeadows,fm19-13,2019,acgl,live,TR,TSE,tr,
frenchmeadows,fm10-1,2019,adbi,live,FB,,tr,
frenchmeadows,fm10-10,2019,adbi,live,FB,,tr,
frenchmeadows,fm10-11,2019,adbi,live,FB,,tr,
frenchmeadows,fm10-12,2019,adbi,live,FB,,,
frenchmeadows,fm10-15,2019,adbi,live,FB,,tr,
frenchmeadows,fm10-2,2019,adbi,live,FB,,tr,
frenchmeadows,fm10-3,2019,adbi,live,FB,,1,
frenchmeadows,Fm10-4,2019,adbi,live,FB,,tr,
frenchmeadows,Fm10-5,2019,adbi,live,FB,,tr,
frenchmeadows,fm10-6,2019,adbi,live,FB,,9,
frenchmeadows,fm10-7,2019,adbi,live,FB,,6,
frenchmeadows,fm10-8,2019,adbi,live,FB,,tr,
frenchmeadows,fm10-9,2019,adbi,live,FB,,tr,
frenchmeadows,fm19-12,2019,adbi,live,FB,,tr,
frenchmeadows,fm19-6,2019,allcam,live,FB,,tr,
frenchmeadows,fm19-8,2019,allcam,live,FB,,tr,
frenchmeadows,fm19-9,2019,allcam,live,FB,,tr,
frenchmeadows,fm19-11,2019,allcam,live,FB,,tr,
frenchmeadows,fm19-9,2019,amut,live,SH,,tr,
frenchmeadows,fm19-11,2019,amut,live,SH,SL,tr,
frenchmeadows,fm10-1,2019,apan,live,SH,SL,tr,
frenchmeadows,fm10-13,2019,apan,live,SH,SL,3,
frenchmeadows,fm10-2,2019,apan,live,FB,,tr,
frenchmeadows,fm19-2,2019,apan,live,SH,SL,tr,
frenchmeadows,fm19-8,2019,apan,live,SH,SL,tr,
frenchmeadows,fm19-12,2019,apan,live,FB,,tr,
frenchmeadows,fm10-9,2019,apca,live,FB,,tr,
frenchmeadows,fm19-9,2019,arahol,live,FB,,tr,
frenchmeadows,fm19-8,2019,arctospp,live,SH,SL,tr,too small to id
frenchmeadows,fm10-14,2019,arndea,live,FB,,tr,
frenchmeadows,fm19-1,2019,arndea,live,FB,,tr,
frenchmeadows,Fm19-4,2019,arne,live,SH,SL,tr,
frenchmeadows,fm19-6,2019,arne,live,SH,SL,tr,
frenchmeadows,fm19-7,2019,arne,live,SH,SL,15,
frenchmeadows,fm19-9,2019,arne,live,SH,SL,2,
frenchmeadows,fm19-11,2019,arne,live,SH,SL,1,
frenchmeadows,fm19-12,2019,aspr,live,FB,,tr,
frenchmeadows,fm10-1,2019,asterunk,live,FB,,tr,
frenchmeadows,fm10-2,2019,asterunk,live,FB,,tr,
frenchmeadows,fm10-3,2019,asterunk,live,FB,,1,
frenchmeadows,fm10-6,2019,asterunk,live,FB,,2,
frenchmeadows,fm10-7,2019,asterunk,live,FB,,5,
frenchmeadows,fm10-8,2019,asterunk,live,FB,,1,
frenchmeadows,fm10-9,2019,asterunk,live,FB,,1,
frenchmeadows,fm10-12,2019,asterunk ,live,FB,,2,
frenchmeadows,fm10-13,2019,asterunk ,live,FB,,3,
frenchmeadows,fm10-15,2019,asterunk ,live,FB,,tr,
frenchmeadows,fm19-9,2019,astocc,dead,FB,,tr,
frenchmeadows,fm19-11,2019,bedstraw,live,,,tr,haircap mosses=fb??
frenchmeadows,fm19-1,2019,Boragespecies,live,FB,SM,tr,
frenchmeadows,fm19-2,2019,Boragespecies,live,FB,,tr,
frenchmeadows,fm10-11,2019,brca,live,GR,,tr,
frenchmeadows,fm10-13,2019,brca,live,GR,,tr,
frenchmeadows,fm10-1,2019,cade,live,TR,TOV,7,
frenchmeadows,fm10-1,2019,cade,live,TR,TSA,tr,
frenchmeadows,fm10-1,2019,cade,live,TR,TSE,tr,
frenchmeadows,fm10-10,2019,cade,live,TR,TOV,10,
frenchmeadows,fm10-10,2019,cade,live,TR,TSE,tr,
frenchmeadows,fm10-10,2019,cade,live,TR,TSA,tr,
frenchmeadows,fm10-10,2019,cade,dead,TR,TSE,tr,
frenchmeadows,fm10-11,2019,cade,live,TR,TOV,40,
frenchmeadows,fm10-11,2019,cade,live,TR,TSE,tr,
frenchmeadows,fm10-12,2019,cade,live,TR,TOV,5,
frenchmeadows,fm10-12,2019,cade,live,TR,TSA,tr,
frenchmeadows,fm10-12,2019,cade,live,TR,TSE,tr,
frenchmeadows,fm10-13,2019,cade,live,TR,TOV,tr,
frenchmeadows,fm10-13,2019,cade,live,TR,TSA,2,
frenchmeadows,fm10-13,2019,cade,live,TR,TSE,tr,
frenchmeadows,fm10-14,2019,cade,live,TR,TOV,2,
frenchmeadows,fm10-14,2019,cade,live,TR,TSA,tr,
frenchmeadows,fm10-14,2019,cade,live,TR,TSE,tr,
frenchmeadows,fm10-15,2019,cade,live,TR,TSE,,
frenchmeadows,fm10-15,2019,cade,live,TR,TOV,15,
frenchmeadows,fm10-15,2019,cade,live,TR,TSA,tr,
frenchmeadows,fm10-2,2019,cade,live,TR,TOV,15,
frenchmeadows,fm10-2,2019,cade,live,TR,TSA,tr,
frenchmeadows,fm10-2,2019,cade,live,TR,TSE,tr,
frenchmeadows,fm10-3,2019,cade,live,TR,TOV,15,
frenchmeadows,fm10-3,2019,cade,live,TR,TSA,tr,
frenchmeadows,fm10-3,2019,cade,live,TR,TSE,tr,
frenchmeadows,Fm10-4,2019,cade,live,TR,TOV,2,
frenchmeadows,Fm10-4,2019,cade,live,TR,TSA,tr,
frenchmeadows,Fm10-4,2019,cade,live,TR,TSE,tr,
frenchmeadows,Fm10-5,2019,cade,live,TR,TOV,8,
frenchmeadows,Fm10-5,2019,cade,live,TR,TSA,tr,
frenchmeadows,Fm10-5,2019,cade,live,TR,TSE,tr,
frenchmeadows,fm10-6,2019,cade,live,TR,TOV,4,
frenchmeadows,fm10-6,2019,cade,live,TR,TSE,tr,
frenchmeadows,fm10-7,2019,cade,live,TR,TOV,3,
frenchmeadows,fm10-7,2019,cade,live,TR,TSA,tr,
frenchmeadows,fm10-7,2019,cade,live,TR,TSE,tr,
frenchmeadows,fm10-8,2019,cade,live,TR,TOV,tr,
frenchmeadows,fm10-8,2019,cade,live,TR,TSA,4,
frenchmeadows,fm10-8,2019,cade,live,TR,TSE,tr,
frenchmeadows,fm10-9,2019,cade,live,TR,TOV,2,
frenchmeadows,fm10-9,2019,cade,live,TR,TSA,tr,
frenchmeadows,fm10-9,2019,cade,live,TR,TSE,tr,
frenchmeadows,fm19-1,2019,cade,live,TR,TOV,5,
frenchmeadows,fm19-1,2019,cade,live,TR,TSA,tr,
frenchmeadows,fm19-1,2019,cade,live,TR,TSE,tr,
frenchmeadows,fm19-2,2019,cade,live,TR,TOV,7,
frenchmeadows,fm19-2,2019,cade,live,TR,TSE,tr,
frenchmeadows,fm19-3,2019,cade,live,TR,TOV,5,
frenchmeadows,fm19-3,2019,cade,live,TR,TSE,tr,
frenchmeadows,Fm19-4,2019,cade,live,TR,TOV,40,
frenchmeadows,Fm19-4,2019,cade,live,TR,TSE,tr,
frenchmeadows,fm19-5,2019,cade,live,TR,TOV,1,
frenchmeadows,fm19-5,2019,cade,live,TR,TSE,tr,
frenchmeadows,fm19-6,2019,cade,live,TR,TOV,tr,
frenchmeadows,fm19-8,2019,cade,live,TR,TSE,tr,
frenchmeadows,fm19-8,2019,cade,live,TR,TSA,tr,
frenchmeadows,fm19-8,2019,cade,live,TR,TOV,55,
frenchmeadows,fm19-9,2019,cade,live,TR,TOV,13,
frenchmeadows,fm19-9,2019,cade,live,TR,TSE,tr,
frenchmeadows,fm19-11,2019,cade,live,TR,TSE,tr,
frenchmeadows,fm19-11,2019,cade,live,TR,TSA,tr,
frenchmeadows,fm19-11,2019,cade,live,TR,TOV,tr,
frenchmeadows,fm19-12,2019,cade,live,TR,TOV,11,
frenchmeadows,fm19-12,2019,cade,live,TR,TSA,tr,
frenchmeadows,fm19-12,2019,cade,live,TR,TSE,tr,
frenchmeadows,fm19-13,2019,cade,live,TR,TSE,tr,
frenchmeadows,fm10-15,2019,calcoe,live,FB,,tr,
frenchmeadows,Fm10-4,2019,calcoe,live,FB,,tr,
frenchmeadows,fm19-6,2019,calumb,live,FB,,tr,
frenchmeadows,fm19-8,2019,calumb,live,FB,,tr,
frenchmeadows,fm10-10,2019,capr,live,FB,,tr,
frenchmeadows,fm10-11,2019,capr,live,FB,,tr,
frenchmeadows,fm10-12,2019,capr,live,FB,,tr,
frenchmeadows,fm10-8,2019,capr,live,FB,,tr,
frenchmeadows,fm10-9,2019,capr,live,FB,,tr,
frenchmeadows,fm19-9,2019,capu?,live,GR,,tr,
frenchmeadows,fm19-8,2019,casapp,live,FB,,tr,
frenchmeadows,fm19-9,2019,casapp,live,FB,,tr,
frenchmeadows,fm10-1,2019,ceco,live,SH,SL,1,0.4
frenchmeadows,fm10-1,2019,ceco,live,SH,SM,tr,0.7
frenchmeadows,fm10-1,2019,ceco,dead,SH,SL,tr,
frenchmeadows,fm10-1,2019,ceco,dead,SH,SM,tr,
frenchmeadows,fm10-12,2019,ceco,live,SH,SL,tr,
frenchmeadows,fm10-12,2019,ceco,live,SH,SM,tr,
frenchmeadows,fm10-13,2019,ceco,live,SH,SL,5,
frenchmeadows,fm10-13,2019,ceco,dead,SH,SL,tr,
frenchmeadows,fm10-13,2019,ceco,live,SH,SM,60,
frenchmeadows,fm10-13,2019,ceco,dead,SH,SM,tr,
frenchmeadows,fm10-3,2019,ceco,live,SH,SL,5.00,
frenchmeadows,fm10-3,2019,ceco,live,SH,SM,5,
frenchmeadows,Fm10-5,2019,ceco,live,SH,SL,3,
frenchmeadows,Fm10-5,2019,ceco,live,SH,SM,tr,
frenchmeadows,fm10-8,2019,ceco,live,SH,SL,tr,
frenchmeadows,fm10-8,2019,ceco,live,SH,SM,tr,
frenchmeadows,fm19-6,2019,ceco,live,SH,SL,10,
frenchmeadows,fm19-6,2019,ceco,live,SH,SM,10,
frenchmeadows,fm19-7,2019,ceco,live,SH,SL,25,
frenchmeadows,fm19-7,2019,ceco,live,SH,SM,15,
frenchmeadows,fm19-8,2019,ceco,live,SH,SL,tr,
frenchmeadows,fm19-8,2019,ceco,live,SH,SM,tr,
frenchmeadows,fm19-13,2019,ceco,live,SH,SL,tr,
frenchmeadows,fm19-13,2019,ceco,live,SH,SM,1,
frenchmeadows,fm10-10,2019,cein,live,SH,SL,tr,
frenchmeadows,fm10-10,2019,cein,live,SH,SM,tr,
frenchmeadows,fm10-10,2019,cein,live,SH,ST,tr,
frenchmeadows,fm10-11,2019,cein,live,SH,SM,15,
frenchmeadows,fm10-11,2019,cein,live,SH,SL,15,
frenchmeadows,fm10-11,2019,cein,live,SH,ST,3,3m
frenchmeadows,fm10-12,2019,cein,live,SH,SL,tr,
frenchmeadows,fm10-12,2019,cein,live,SH,SM,tr,
frenchmeadows,fm10-12,2019,cein,live,SH,ST,tr,
frenchmeadows,fm10-13,2019,cein,dead,SH,ST,tr,
frenchmeadows,fm10-13,2019,cein,live,SH,SM,tr,
frenchmeadows,fm10-2,2019,cein,live,SH,SL,tr,
frenchmeadows,fm10-2,2019,cein,live,SH,SM,tr,
frenchmeadows,Fm10-4,2019,cein,live,SH,SL,tr,
frenchmeadows,Fm10-4,2019,cein,live,SH,SM,tr,
frenchmeadows,Fm10-4,2019,cein,live,SH,ST,tr,
frenchmeadows,Fm10-5,2019,cein,live,SH,SL,tr,
frenchmeadows,Fm10-5,2019,cein,live,SH,SM,tr,
frenchmeadows,fm10-8,2019,cein,live,SH,SL,1,
frenchmeadows,fm10-8,2019,cein,live,SH,SM,1,
frenchmeadows,fm10-8,2019,cein,live,SH,ST,tr,
frenchmeadows,fm10-9,2019,cein,live,SH,SL,30,
frenchmeadows,fm10-9,2019,cein,live,SH,SM,30,
frenchmeadows,fm10-9,2019,cein,live,SH,ST,10,
frenchmeadows,fm10-9,2019,cein,dead,SH,SL,1,
frenchmeadows,fm10-9,2019,cein,dead,SH,SM,0.5,
frenchmeadows,fm19-2,2019,cein,live,SH,SM,tr,
frenchmeadows,fm19-2,2019,cein,live,SH,SL,tr,
frenchmeadows,fm19-7,2019,cein,live,SH,SL,tr,
frenchmeadows,fm19-8,2019,cein,live,SH,SL,tr,
frenchmeadows,fm19-8,2019,cein,live,SH,SM,tr,
frenchmeadows,fm19-11,2019,cein,live,SH,SL,tr,
frenchmeadows,fm19-11,2019,cein,live,SH,SM,tr,
frenchmeadows,fm19-13,2019,cein,live,SH,SL,tr,
frenchmeadows,fm10-1,2019,chme,live,FB,,tr,
frenchmeadows,fm10-10,2019,chme,live,FB,,tr,
frenchmeadows,fm10-11,2019,chme,live,FB,,tr,
frenchmeadows,fm10-12,2019,chme,live,FB,,2,
frenchmeadows,fm10-14,2019,chme,live,FB,,1,
frenchmeadows,fm10-15,2019,chme,live,FB,,1,
frenchmeadows,fm10-2,2019,chme,live,FB,,tr,
frenchmeadows,fm10-3,2019,chme,live,FB,,tr,
frenchmeadows,Fm10-4,2019,chme,live,FB,,tr,
frenchmeadows,Fm10-5,2019,chme,live,FB,,tr,
frenchmeadows,fm10-7,2019,chme,live,FB,,tr,
frenchmeadows,fm10-8,2019,chme,live,FB,,tr,
frenchmeadows,fm10-9,2019,chme,live,FB,,2,
frenchmeadows,fm19-2,2019,chme,live,FB,,tr,
frenchmeadows,fm19-7,2019,chme,live,FB,,tr,
frenchmeadows,fm19-11,2019,chme,live,FB,,tr,
frenchmeadows,fm19-13,2019,chme,live,FB,,tr,
frenchmeadows,fm10-1,2019,chrsem,live,SH,SL,tr,
frenchmeadows,fm10-2,2019,chrsem,live,SH,SL,1,
frenchmeadows,fm10-2,2019,chrsem,live,SH,SM,0.5,
frenchmeadows,fm10-3,2019,chrsem,live,SH,SL,tr,
frenchmeadows,fm10-8,2019,chrsem,live,SH,SL,1,
frenchmeadows,fm10-8,2019,chrsem,live,SH,SM,tr,
frenchmeadows,fm10-14,2019,chrsem,live,SH,SL,1,
frenchmeadows,fm10-14,2019,chrsem,live,SH,SM,2,
frenchmeadows,fm10-15,2019,chrsem,live,SH,SL,1,
frenchmeadows,fm10-15,2019,chrsem,live,SH,SM,1,
frenchmeadows,fm10-1,2019,chum,live,FB,,tr,
frenchmeadows,fm10-10,2019,chum,live,FB,,tr,
frenchmeadows,fm10-12,2019,chum,live,FB,,3,
frenchmeadows,fm10-14,2019,chum,live,FB,,1,
frenchmeadows,fm10-15,2019,chum,live,FB,,1,
frenchmeadows,fm10-2,2019,chum,live,FB,,tr,
frenchmeadows,fm10-2,2019,chum,live,FB,,tr,
frenchmeadows,fm10-3,2019,chum,live,FB,,tr,
frenchmeadows,Fm10-5,2019,chum,live,FB,,tr,
frenchmeadows,fm10-6,2019,chum,live,FB,,tr,
frenchmeadows,fm10-7,2019,chum,live,FB,,tr,
frenchmeadows,fm10-9,2019,chum,live,FB,,tr,
frenchmeadows,fm19-7,2019,clalan,live,FB,,tr,
frenchmeadows,fm19-6,2019,coltin,live,FB,,tr,
frenchmeadows,fm19-6,2019,coltor,live,FB,,tr,
frenchmeadows,fm19-7,2019,coltor,live,FB,,tr,
frenchmeadows,fm19-8,2019,coltor,live,FB,,tr,
frenchmeadows,fm19-9,2019,coltor,live,FB,,tr,
frenchmeadows,fm19-11,2019,coltor,live,FB,,tr,
frenchmeadows,fm10-1,2019,conu,live,TR,TSE,tr,1.3
frenchmeadows,fm10-10,2019,conu,live,TR,TSE,tr,
frenchmeadows,fm10-11,2019,conu,live,TR,TSA,30,
frenchmeadows,fm10-11,2019,conu,live,TR,TSE,5,
frenchmeadows,fm10-12,2019,conu,live,TR,TSE,6,
frenchmeadows,fm10-12,2019,conu,live,TR,TSA,8,
frenchmeadows,fm10-14,2019,conu,live,TR,TSE,tr,
frenchmeadows,fm10-15,2019,conu,live,TR,TSA,1,
frenchmeadows,fm10-15,2019,conu,live,TR,TSE,tr,
frenchmeadows,fm10-2,2019,conu,live,TR,TSA,1,
frenchmeadows,fm10-2,2019,conu,live,TR,TSE,3,
frenchmeadows,fm10-3,2019,conu,live,TR,TSA,0.5,
frenchmeadows,fm10-3,2019,conu,live,TR,TSE,tr,
frenchmeadows,Fm10-4,2019,conu,live,TR,TSA,2,
frenchmeadows,Fm10-4,2019,conu,live,TR,TSE,tr,
frenchmeadows,Fm10-5,2019,conu,live,TR,TSA,5,
frenchmeadows,Fm10-5,2019,conu,live,TR,TSE,3,
frenchmeadows,fm10-6,2019,conu,live,TR,TSA,3,
frenchmeadows,fm10-6,2019,conu,live,TR,TSE,2,
frenchmeadows,fm10-7,2019,conu,live,TR,TSA,7,
frenchmeadows,fm10-7,2019,conu,live,TR,TSE,3,
frenchmeadows,fm10-8,2019,conu,live,TR,TSE,5,
frenchmeadows,fm10-8,2019,conu,live,TR,TSA,20,
frenchmeadows,fm10-9,2019,conu,live,TR,TSA,30,
frenchmeadows,fm10-9,2019,conu,live,TR,TSE,1,
frenchmeadows,fm10-11,2019,crypantha,live,FB,,tr,
frenchmeadows,fm19-9,2019,cymter,live,FB,,tr,
frenchmeadows,fm19-6,2019,cyoc,live,FB,,tr,
frenchmeadows,fm19-7,2019,cyoc,live,FB,,tr,
frenchmeadows,fm19-7,2019,deldep,live,FB,,tr,
frenchmeadows,fm19-11,2019,deldep,live,FB,,tr,
