site,year,plotid,pre_post_fire,obs,species,status,lifeform,layer_code,percent,notes,collected,pic,
shaverlake,2021,SHAVER001,prefire,km,symmol,dead,sh,,0.25,,,,
shaverlake,2021,SHAVER001,prefire,km,ribroe,dead,sh,,0.25,,,,
shaverlake,2021,SHAVER001,prefire,km,ribmon,dead,sh,,0.25,,,,
shaverlake,2021,SHAVER001,prefire,km,abco,dead,tr,TSA,1.75,,,,
shaverlake,2021,SHAVER001,prefire,km,cade,dead,tr,TSA,tr,,,,
shaverlake,2021,SHAVER001,prefire,km,salsco,dead,tr,TSA,0.25,,,,
shaverlake,2021,SHAVER001,prefire,km,abco,dead,tr,TSE,0.75,,,,
shaverlake,2021,SHAVER001,prefire,km,cade,dead,tr,TSE,tr,,,,
shaverlake,2021,SHAVER001,prefire,km,pila,dead,tr,TSE,tr,,,,
shaverlake,2021,SHAVER001,prefire,km,colpar,live,fb,,tr,,,,
shaverlake,2021,SHAVER001,prefire,km,erycap,live,fb,,tr,,,,
shaverlake,2021,SHAVER001,prefire,km,boerep,live,fb,,tr,,,,
shaverlake,2021,SHAVER001,prefire,km,pteaqu,live,fern,,0.25,,,,
shaverlake,2021,SHAVER001,prefire,km,brocar,live,gr,,tr,,,,
shaverlake,2021,SHAVER001,prefire,km,stipa,live,gr,,tr,,,,
shaverlake,2021,SHAVER001,prefire,km,carmul,live,gr,,tr,carex multicaulis,,,
shaverlake,2021,SHAVER001,prefire,km,ribmon,live,sh,,tr,,,,
shaverlake,2021,SHAVER001,prefire,km,ceacor,live,sh,,0.25,,,,
shaverlake,2021,SHAVER001,prefire,km,ribroe,live,sh,,0.25,,,,
shaverlake,2021,SHAVER001,prefire,km,symmol,live,sh,,0.25,,,,
shaverlake,2021,SHAVER001,prefire,km,rosspi,live,sh,,tr,rosa spithamea,,,
shaverlake,2021,SHAVER001,prefire,km,abco,live,tr,TOV,10,,,,
shaverlake,2021,SHAVER001,prefire,km,cade,live,tr,TOV,22,,,,
shaverlake,2021,SHAVER001,prefire,km,pije,live,tr,TOV,1,overhanging,,,
shaverlake,2021,SHAVER001,prefire,km,cade,live,tr,TSA,0.25,,,,
shaverlake,2021,SHAVER001,prefire,km,abco,live,tr,TSA,2.5,,,,
shaverlake,2021,SHAVER001,prefire,km,cade,live,tr,TSE,0.25,,,,
shaverlake,2021,SHAVER001,prefire,km,pije,live,tr,TSE,0.25,,,,
shaverlake,2021,SHAVER001,prefire,km,abco,live,tr,TSE,1.25,,,,
shaverlake,2021,SHAVER001,prefire,km,quke,live,tr,TSE,tr,,,,
shaverlake,2021,SHAVER001,prefire,km,pila,live,tr,TSE,tr,,,,
shaverlake,2021,SHAVER002,prefire,km,cade,dead,tr,TOV,0.5,,,,
shaverlake,2021,SHAVER002,prefire,km,yp,dead,tr,TOV,tr,,,,
shaverlake,2021,SHAVER002,prefire,km,abco,dead,tr,TSE,0.25,,,,
shaverlake,2021,SHAVER002,prefire,km,yp,dead,tr,TSE,tr,,,,
shaverlake,2021,SHAVER002,prefire,km,eriogonum,live,fb,,tr,,,,x
shaverlake,2021,SHAVER002,prefire,km,gayeri,live,fb,,tr,gayophytum eriospermum,,,x
shaverlake,2021,SHAVER002,prefire,km,fb1,live,fb,,tr,,,,
shaverlake,2021,SHAVER002,prefire,km,erycap,live,fb,,tr,,,,
shaverlake,2021,SHAVER002,prefire,km,kelgal,live,fb,,tr,,,,
shaverlake,2021,SHAVER002,prefire,km,hortri,live,fb,,tr,horkelia fusca,,,
shaverlake,2021,SHAVER002,prefire,km,lepcil sm,live,fb,,tr,linchi,,,
shaverlake,2021,SHAVER002,prefire,km,sillem,live,fb,,tr,silene lemmonii,,,
shaverlake,2021,SHAVER002,prefire,km,iris,live,fb,,0.25,,,,
shaverlake,2021,SHAVER002,prefire,km,pteaqu,live,fern,,1,,,,
shaverlake,2021,SHAVER002,prefire,km,curly carex,live,gr,,0.25,,,,
shaverlake,2021,SHAVER002,prefire,km,carmul,live,gr,,tr,,,,
shaverlake,2021,SHAVER002,prefire,km,elygla,live,gr,,tr,,,,
shaverlake,2021,SHAVER002,prefire,km,brocar,live,gr,,tr,,,,
shaverlake,2021,SHAVER002,prefire,km,carex1,live,gr,,tr,,,,
shaverlake,2021,SHAVER002,prefire,km,ribmon,live,sh,,0.25,,,,
shaverlake,2021,SHAVER002,prefire,km,arcpat,live,sh,,1.5,,,,
shaverlake,2021,SHAVER002,prefire,km,ribroe,live,sh,,0.25,,,,
shaverlake,2021,SHAVER002,prefire,km,ceapar,live,sh,,0.75,small lvs,,,x
shaverlake,2021,SHAVER002,prefire,km,cade,live,tr,TOV,28,,,,
shaverlake,2021,SHAVER002,prefire,km,abco,live,tr,TOV,23,,,,
shaverlake,2021,SHAVER002,prefire,km,cade,live,tr,TSA,0.5,,,,
shaverlake,2021,SHAVER002,prefire,km,abco,live,tr,TSA,2.5,,,,
shaverlake,2021,SHAVER002,prefire,km,pila,live,tr,TSA,0.25,,,,
shaverlake,2021,SHAVER002,prefire,km,cade,live,tr,TSE,1,,,,
shaverlake,2021,SHAVER002,prefire,km,abco,live,tr,TSE,4.25,,,,
shaverlake,2021,SHAVER002,prefire,km,quke,live,tr,TSE,tr,,,,
shaverlake,2021,SHAVER002,prefire,km,pije,live,tr,TSE,0.25,,,,
shaverlake,2021,SHAVER002,prefire,km,pila,live,tr,TSE,0.25,,,,
shaverlake,2021,SHAVER003,prefire,km,abco,dead,tr,TSA,0.75,,,,
shaverlake,2021,SHAVER003,prefire,km,cade,dead,tr,TSE,0.5,,,,
shaverlake,2021,SHAVER003,prefire,km,abco,dead,tr,TSE,1.25,,,,
shaverlake,2021,SHAVER003,prefire,km,lepcil sm,live,fb,,4,,,,
shaverlake,2021,SHAVER003,prefire,km,gayeri,live,fb,,tr,,,,
shaverlake,2021,SHAVER003,prefire,km,fb1,live,fb,,tr,,,,
shaverlake,2021,SHAVER003,prefire,km,spurry,live,fb,,tr,,,,
shaverlake,2021,SHAVER003,prefire,km,elyely,live,gr,,tr,,,,
shaverlake,2021,SHAVER003,prefire,km,elygla,live,gr,,tr,,,,
shaverlake,2021,SHAVER003,prefire,km,poa,live,gr,,tr,,x,,
shaverlake,2021,SHAVER003,prefire,km,carmul,live,gr,,tr,,,,
shaverlake,2021,SHAVER003,prefire,km,arcpat,live,sh,,1.75,,,,
shaverlake,2021,SHAVER003,prefire,km,ribmon,live,sh,,0.5,,,,
shaverlake,2021,SHAVER003,prefire,km,ceacor,live,sh,,tr,,,,
shaverlake,2021,SHAVER003,prefire,km,cade,live,tr,TOV,24,,,,
shaverlake,2021,SHAVER003,prefire,km,cade,live,tr,TSA,0.25,,,,
shaverlake,2021,SHAVER003,prefire,km,quke,live,tr,TSE,tr,,,,
shaverlake,2021,SHAVER003,prefire,km,cade,live,tr,TSE,0.25,,,,
shaverlake,2021,SHAVER003,prefire,km,abco,live,tr,TSE,0.25,,,,
shaverlake,2021,SHAVER004,prefire,km,chafol,dead,sh,,tr,,,,
shaverlake,2021,SHAVER004,prefire,km,cade,dead,tr,TOV,2,,,,
shaverlake,2021,SHAVER004,prefire,km,abco,dead,tr,TOV,0.5,,,,
shaverlake,2021,SHAVER004,prefire,km,pila,dead,tr,TOV,0.25,,,,
shaverlake,2021,SHAVER004,prefire,km,pila,dead,tr,TSE,tr,,,,
shaverlake,2021,SHAVER004,prefire,km,cade,dead,tr,TSE,tr,,,,
shaverlake,2021,SHAVER004,prefire,km,quke,dead,tr,TSE,tr,,,,
shaverlake,2021,SHAVER004,prefire,km,fb1,live,fb,,tr,,,,
shaverlake,2021,SHAVER004,prefire,km,boechera,live,fb,,tr,"fuzzy but stiff lvs, seed pods descending, appressed to stem, 2mm W 60mm L",,,
shaverlake,2021,SHAVER004,prefire,km,carmul,live,gr,,tr,,,,
shaverlake,2021,SHAVER004,prefire,km,arcpat,live,sh,,tr,,,,
shaverlake,2021,SHAVER004,prefire,km,chafol,live,sh,,1,,,,
shaverlake,2021,SHAVER004,prefire,km,ribmon,live,sh,,tr,,,,
shaverlake,2021,SHAVER004,prefire,km,ribroe,live,sh,,tr,,,,
shaverlake,2021,SHAVER004,prefire,km,quke,live,tr,TOV,37,,,,
shaverlake,2021,SHAVER004,prefire,km,cade,live,tr,TOV,13,,,,
shaverlake,2021,SHAVER004,prefire,km,abco,live,tr,TOV,5,,,,
shaverlake,2021,SHAVER004,prefire,km,quke,live,tr,TSE,tr,,,,
shaverlake,2021,SHAVER004,prefire,km,cade,live,tr,TSE,tr,,,,
shaverlake,2021,SHAVER004,prefire,km,abco,live,tr,TSE,0.25,,,,
shaverlake,2021,SHAVER004,prefire,km,pila,live,tr,TSE,tr,,,,
shaverlake,2021,SHAVER005,prefire,sb,ceacor,dead,sh,,1,,,,
shaverlake,2021,SHAVER005,prefire,sb,arcpat,dead,sh,,1.5,,,,
shaverlake,2021,SHAVER005,prefire,sb,cade,dead,tr,TOV,7,,,,
shaverlake,2021,SHAVER005,prefire,sb,abco,dead,tr,TOV,,,,,
shaverlake,2021,SHAVER005,prefire,sb,quke,dead,tr,TOV,2,,,,
shaverlake,2021,SHAVER005,prefire,sb,cade,dead,tr,TSA,3.5,,,,
shaverlake,2021,SHAVER005,prefire,sb,cade,dead,tr,TSE,tr,,,,
shaverlake,2021,SHAVER005,prefire,sb,gooobl,live,fb,,tr,,,,
shaverlake,2021,SHAVER005,prefire,sb,maiste,live,fb,,tr,,,,
shaverlake,2021,SHAVER005,prefire,sb,pteaqu,live,fern,,tr,,,,
shaverlake,2021,SHAVER005,prefire,sb,symmol,live,sh,,0.5,,,,
shaverlake,2021,SHAVER005,prefire,sb,rosspi,live,sh,,0.5,,,,
shaverlake,2021,SHAVER005,prefire,sb,samnig,live,sh,,0.25,,,,
shaverlake,2021,SHAVER005,prefire,sb,fradip,live,sh,,tr,fraxinus dipetala,,,
shaverlake,2021,SHAVER005,prefire,sb,cade,live,tr,TOV,50,,,,
shaverlake,2021,SHAVER005,prefire,sb,abco,live,tr,TOV,15,,,,
shaverlake,2021,SHAVER005,prefire,sb,abco,live,tr,TSA,1.75,,,,
shaverlake,2021,SHAVER005,prefire,sb,cade,live,tr,TSA,0.75,,,,
shaverlake,2021,SHAVER005,prefire,sb,abco,live,tr,TSE,1.25,,,,
shaverlake,2021,SHAVER005,prefire,sb,cade,live,tr,TSE,0.25,,,,
shaverlake,2021,SHAVER005,prefire,sb,quke,live,tr,TSE,0.25,,,,
shaverlake,2021,SHAVER005,prefire,sb,quch,live,tr,TSE,0.25,,,,
shaverlake,2021,SHAVER006,prefire,km,arcpat,dead,sh,,tr,,,,
shaverlake,2021,SHAVER006,prefire,km,ceacor,dead,sh,,2,,,,
shaverlake,2021,SHAVER006,prefire,km,cade,dead,tr,TOV,,,,,
shaverlake,2021,SHAVER006,prefire,km,gayeri,live,fb,,1,,,,
shaverlake,2021,SHAVER006,prefire,km,lepcil sm,live,fb,,4,,,,
shaverlake,2021,SHAVER006,prefire,km,clarkia sp,live,fb,,tr,,,,
shaverlake,2021,SHAVER006,prefire,km,allophylum,live,fb,,tr,,,,
shaverlake,2021,SHAVER006,prefire,km,aster sp,live,fb,,tr,,,,
shaverlake,2021,SHAVER006,prefire,km,boechera,live,fb,,tr,,,,
shaverlake,2021,SHAVER006,prefire,km,phahas,live,fb,,tr,,,,
shaverlake,2021,SHAVER006,prefire,km,colpar,live,fb,,tr,,,,
shaverlake,2021,SHAVER006,prefire,km,eriogonum,live,fb,,tr,,x,,
shaverlake,2021,SHAVER006,prefire,km,colgra,live,fb,,tr,collomia grandiflora,,,
shaverlake,2021,SHAVER006,prefire,km,tall phacelia?,live,fb,,tr,x,,,
shaverlake,2021,SHAVER006,prefire,km,fb1,live,fb,,0.25,,,,
shaverlake,2021,SHAVER006,prefire,km,long tube fb,live,fb,,tr,x,,,
shaverlake,2021,SHAVER006,prefire,km,elygla,live,gr,,60,,,,
shaverlake,2021,SHAVER006,prefire,km,brotec,live,gr,,3,,,,
shaverlake,2021,SHAVER006,prefire,km,tall bent grass,live,gr,,3,x,,,
shaverlake,2021,SHAVER006,prefire,km,brocar,live,gr,,tr,,,,
shaverlake,2021,SHAVER006,prefire,km,ribmon,live,sh,,0.25,,,,
shaverlake,2021,SHAVER006,prefire,km,ceacor,live,sh,,6,,,,
shaverlake,2021,SHAVER006,prefire,km,arcpat,live,sh,,tr,,,,
shaverlake,2021,SHAVER006,prefire,km,pruema,live,sh,,0.25,,,,
shaverlake,2021,SHAVER006,prefire,km,rosspi,live,sh,,tr,,,,
shaverlake,2021,SHAVER006,prefire,km,ribroe,live,sh,,tr,,,,
shaverlake,2021,SHAVER006,prefire,km,cade,live,tr,TOV,5,,,,
shaverlake,2021,SHAVER006,prefire,km,pipo,live,tr,TOV,2.5,,,,
shaverlake,2021,SHAVER006,prefire,km,yp,live,tr,TOV,,,,,
shaverlake,2021,SHAVER006,prefire,km,pipo,live,tr,TSA,0.75,,,,
shaverlake,2021,SHAVER006,prefire,km,cade,live,tr,TSE,tr,,,,
shaverlake,2021,SHAVER006,prefire,km,quke,live,tr,TSE,tr,,,,
shaverlake,2021,SHAVER006,prefire,km,yp,live,tr,TSE,tr,yellow pine,,,
shaverlake,2021,SHAVER007,prefire,sb,elygla,dead,gr,,tr,,,,
shaverlake,2021,SHAVER007,prefire,sb,arcpat,dead,sh,,2,,,,
shaverlake,2021,SHAVER007,prefire,sb,chafol,dead,sh,,0.25,,,,
shaverlake,2021,SHAVER007,prefire,sb,pruema,dead,sh,,2,,,,
shaverlake,2021,SHAVER007,prefire,sb,cade,dead,tr,TOV,0.75,,,,
shaverlake,2021,SHAVER007,prefire,sb,abco,dead,tr,TSA,0.25,,,,
shaverlake,2021,SHAVER007,prefire,sb,cade,dead,tr,TSE,0.25,,,,
shaverlake,2021,SHAVER007,prefire,sb,tall phacelia?,live,fb,,tr,perennial,,,
shaverlake,2021,SHAVER007,prefire,sb,fb1,live,fb,,0.25,,,,
shaverlake,2021,SHAVER007,prefire,sb,clarkia sp,live,fb,,tr,,,,
shaverlake,2021,SHAVER007,prefire,sb,long tube fb,live,fb,,2,,,,
shaverlake,2021,SHAVER007,prefire,sb,phahas,live,fb,,tr,,,,
shaverlake,2021,SHAVER007,prefire,sb,galium sp,live,fb,,tr,cf glabrescens,,,
shaverlake,2021,SHAVER007,prefire,sb,phahet,live,fb,,tr,,,,
shaverlake,2021,SHAVER007,prefire,sb,boechera spreading,live,fb,,tr,"less than 4 mm wide fruits, ",,,
shaverlake,2021,SHAVER007,prefire,sb,leptosiphon,live,fb,,tr,,,,
shaverlake,2021,SHAVER007,prefire,sb,calumb,live,fb,,tr,,,,
shaverlake,2021,SHAVER007,prefire,sb,allophyllum,live,fb,,7,,,,
shaverlake,2021,SHAVER007,prefire,sb,gayeri,live,fb,,5,,,,
shaverlake,2021,SHAVER007,prefire,sb,allophyllum,live,fb,,,,,,
shaverlake,2021,SHAVER007,prefire,sb,elygla,live,gr,,3.5,,,,
shaverlake,2021,SHAVER007,prefire,sb,arcpat,live,sh,,8,,,,
shaverlake,2021,SHAVER007,prefire,sb,chafol,live,sh,,4,,,,
shaverlake,2021,SHAVER007,prefire,sb,symmol,live,sh,,4.25,,,,
shaverlake,2021,SHAVER007,prefire,sb,ceacor,live,sh,,6,,,,
shaverlake,2021,SHAVER007,prefire,sb,pruema,live,sh,,11,,,,
shaverlake,2021,SHAVER007,prefire,sb,ribmon,live,sh,,1,,,,
shaverlake,2021,SHAVER007,prefire,sb,cade,live,tr,TOV,21,,,,
shaverlake,2021,SHAVER007,prefire,sb,abco,live,tr,TSE,0.5,,,,
shaverlake,2021,SHAVER007,prefire,sb,cade,live,tr,TSE,0.25,,,,
shaverlake,2021,SHAVER007,prefire,sb,quke,live,tr,TSE,0.25,,,,
shaverlake,2021,SHAVER008,prefire,sb,salix,dead,sh,,1,,,,
shaverlake,2021,SHAVER008,prefire,sb,cade,dead,tr,TOV,2.25,,,,
shaverlake,2021,SHAVER008,prefire,sb,abco,dead,tr,TOV,1.75,,,,
shaverlake,2021,SHAVER008,prefire,sb,abco,dead,tr,TSA,0.25,,,,
shaverlake,2021,SHAVER008,prefire,sb,abco,dead,tr,TSE,tr,,,,
shaverlake,2021,SHAVER008,prefire,sb,cade,dead,tr,TSE,0.25,,,,
shaverlake,2021,SHAVER008,prefire,sb,galium big,live,fb,,tr,"different than the galium at shaver007, i think. think it could be the same as galium at valentine",,,
shaverlake,2021,SHAVER008,prefire,sb,gooobl,live,fb,,tr,,,,
shaverlake,2021,SHAVER008,prefire,sb,pyrpic,live,fb,,tr,,,,
shaverlake,2021,SHAVER008,prefire,sb,pteaqu,live,fb,,8,,,,
shaverlake,2021,SHAVER008,prefire,sb,potgla,live,fb,,0.25,,,,
shaverlake,2021,SHAVER008,prefire,sb,fluffy,live,fb,,tr,,,,
shaverlake,2021,SHAVER008,prefire,sb,hiealb,live,fb,,tr,,,,
shaverlake,2021,SHAVER008,prefire,sb,boechera sp,live,fb,,tr,,,,
shaverlake,2021,SHAVER008,prefire,sb,lotpur,live,fb,,tr,was trefoil,,,
shaverlake,2021,SHAVER008,prefire,sb,purplefuzzy,live,fb,,tr,,,,
shaverlake,2021,SHAVER008,prefire,sb,achmil,live,fb,,tr,,,,
shaverlake,2021,SHAVER008,prefire,sb,salcan,live,fb,,tr,,,,
shaverlake,2021,SHAVER008,prefire,sb,adebic,live,fb,,tr,,,,
shaverlake,2021,SHAVER008,prefire,sb,carex,live,gr,,2.25,probably munilum,,,
shaverlake,2021,SHAVER008,prefire,sb,big grass,live,gr,,0.25,very similar to grass but bigger. likely same. ,,,
shaverlake,2021,SHAVER008,prefire,sb,grass,live,gr,,tr,small,,,
shaverlake,2021,SHAVER008,prefire,sb,juncus,live,gr,,0.25,balticus?,,,
shaverlake,2021,SHAVER008,prefire,sb,agrida,live,gr,,tr,agrosis idahoensis,,,
shaverlake,2021,SHAVER008,prefire,sb,moss,live,moss,,1,,,,
shaverlake,2021,SHAVER008,prefire,sb,ribmon,live,sh,,0.5,,,,
shaverlake,2021,SHAVER008,prefire,sb,ribroe,live,sh,,0.25,,,,
shaverlake,2021,SHAVER008,prefire,sb,salix,live,sh,,0.25,,,,
shaverlake,2021,SHAVER008,prefire,sb,cade,live,tr,TOV,48,,,,
shaverlake,2021,SHAVER008,prefire,sb,abco,live,tr,TOV,15,,,,
shaverlake,2021,SHAVER008,prefire,sb,pila,live,tr,TOV,8,,,,
