site,year,pre_post_fire,plot_id,observer,species,status,lifeform,layerCode,percent,notes
Independence,2020,prefire,Indy31,VS,ABCO,dead,TR,TSA,4,
Independence,2020,prefire,Indy31,VS,ABCO,dead,TR,TOV,3,
Independence,2020,prefire,Indy37,VS,ABCO,live,TR,TSE,tr,
Independence,2020,prefire,Indy37,VS,ABCO,live,TR,TSA,1,
Independence,2020,prefire,Indy37,VS,ABCO,dead,TR,TSA,tr,
Independence,2020,prefire,Indy37,VS,ABCO,live,TR,TOV,10,
Independence,2020,prefire,Indy25,ag,ABCO,live,TR,TOV,30,
Independence,2020,prefire,Indy25,ag,ABCO,live,TR,TSE,4,
Independence,2020,prefire,Indy39,km,ABCO,live,TR,TSE,2,
Independence,2020,prefire,Indy39,km,ABCO,live,TR,TSA,2,
Independence,2020,prefire,Indy39,km,ABCO,live,TR,TOV,35,
Independence,2020,prefire,Indy34,km,ABCO,live,TR,TSE,tr,
Independence,2020,prefire,Indy34,km,ABCO,live,TR,TOV,12,
Independence,2020,prefire,Indy32,km,ABCO,live,TR,TSE,1,
Independence,2020,prefire,Indy32,km,ABCO,dead,TR,TSE,tr,
Independence,2020,prefire,Indy32,km,ABCO,live,TR,TSA,5,
Independence,2020,prefire,Indy32,km,ABCO,live,TR,TOV,62,
Independence,2020,prefire,Indy32,km,ABCO,dead,TR,TOV,0.5,
Independence,2020,prefire,Indy33,ag,ABCO,live,TR,TOV,22,
Independence,2020,prefire,Indy33,ag,ABCO,live,TR,TSA,2,
Independence,2020,prefire,Indy33,ag,ABCO,live,TR,TSE,tr,
Independence,2020,prefire,Indy23,km,ABCO,live,TR,TSE,tr,
Independence,2020,prefire,Indy23,km,ABCO,live,TR,TSA,1,
Independence,2020,prefire,Indy23,km,ABCO,live,TR,TOV,11,
Independence,2020,prefire,Indy18,km,ABCO,live,TR,TSE,0.5,
Independence,2020,prefire,Indy18,km,ABCO,live,TR,TSA,1,
Independence,2020,prefire,Indy18,km,ABCO,dead,TR,TSA,0.5,
Independence,2020,prefire,Indy18,km,ABCO,live,TR,TOV,20,
Independence,2020,prefire,Indy18,km,ABCO,dead,TR,TOV,2,
Independence,2020,prefire,Indy22 ,km,ABCO,live,TR,TSE,1,
Independence,2020,prefire,Indy22 ,km,ABCO,live,TR,TSA,1,
Independence,2020,prefire,Indy22 ,km,ABCO,live,TR,TOV,10,
Independence,2020,prefire,Indy27,km,ABCO,live,TR,TSE,0.25,
Independence,2020,prefire,Indy27,km,ABCO,dead,TR,TSE,tr,
Independence,2020,prefire,Indy27,km,ABCO,live,TR,TSA,1,
Independence,2020,prefire,Indy27,km,ABCO,dead,TR,TSA,1,
Independence,2020,prefire,Indy27,km,ABCO,live,TR,TOV,20,
Independence,2020,prefire,Indy35,km,ABCO,live,TR,TSE,tr,
Independence,2020,prefire,Indy35,km,ABCO,live,TR,TSA,0.5,
Independence,2020,prefire,Indy35,km,ABCO,live,TR,TOV,17,
Independence,2020,prefire,Indy01,km,ABCO,live,TR,TSE,0.25,
Independence,2020,prefire,Indy01,km,ABCO,dead,TR,TSE,tr,
Independence,2020,prefire,Indy12,km,ABCO,live,TR,TSE,0.75,
Independence,2020,prefire,Indy12,km,ABCO,live,TR,TSA,1.75,
Independence,2020,prefire,Indy12,km,ABCO,live,TR,TOV,3,
Independence,2020,prefire,Indy13,km,ABCO,live,TR,TSE,0.25,
Independence,2020,prefire,Indy13,km,ABCO,live,TR,TSA,0.25,
Independence,2020,prefire,Indy13,km,ABCO,live,TR,TOV,40,
Independence,2020,prefire,Indy19,km,ABCO,live,TR,TSE,1,
Independence,2020,prefire,Indy19,km,ABCO,dead,TR,TSE,tr,no needles so not 100% sure if ABMA or ABCO
Independence,2020,prefire,Indy19,km,ABCO,live,TR,TSA,0.5,
Independence,2020,prefire,Indy19,km,ABCO,live,TR,TOV,14,
Independence,2020,prefire,Indy40,VS,ABMA,live,TR,TOV,3,
Independence,2020,prefire,Indy38,VS,ABMA,live,TR,TSE,tr,
Independence,2020,prefire,Indy38,VS,ABMA,live,TR,TSA,tr,
Independence,2020,prefire,Indy38,VS,ABMA,live,TR,TOV,2,
Independence,2020,prefire,Indy05,VS,ABMA,live,TR,TSE,tr,
Independence,2020,prefire,Indy05,VS,ABMA,live,TR,TSA,1,
Independence,2020,prefire,Indy05,VS,ABMA,live,TR,TOV,7,
Independence,2020,prefire,Indy03,VS,ABMA,live,TR,TSE,1,
Independence,2020,prefire,Indy03,VS,ABMA,live,TR,TSA,1,
Independence,2020,prefire,Indy03,VS,ABMA,dead,TR,TSA,tr,
Independence,2020,prefire,Indy03,VS,ABMA,live,TR,TOV,7,
Independence,2020,prefire,Indy11,VS,ABMA,live,TR,TOV,7,
Independence,2020,prefire,Indy20,VS,ABMA,live,TR,TOV,tr,
Independence,2020,prefire,Indy21,VS,ABMA,live,TR,TOV,1,
Independence,2020,prefire,Indy28,VS,ABMA,live,TR,TSE,tr,
Independence,2020,prefire,Indy28,VS,ABMA,live,TR,TOV,10,
Independence,2020,prefire,Indy31,VS,ABMA,live,TR,TSE,tr,
Independence,2020,prefire,Indy31,VS,ABMA,live,TR,TOV,6,
Independence,2020,prefire,Indy37,VS,ABMA,live,TR,TSE,tr,
Independence,2020,prefire,Indy37,VS,ABMA,live,TR,TSA,2,
Independence,2020,prefire,Indy37,VS,ABMA,live,TR,TOV,45,
Independence,2020,prefire,Indy37,VS,ABMA,dead,TR,TSA,tr,
Independence,2020,prefire,Indy37,VS,ABMA,dead,TR,TOV,1,
Independence,2020,prefire,Indy25,ag,ABMA,live,TR,TSE,tr,
Independence,2020,prefire,Indy39,km,ABMA,live,TR,TSE,tr,
Independence,2020,prefire,Indy39,km,ABMA,live,TR,TSA,3,
Independence,2020,prefire,Indy39,km,ABMA,live,TR,TOV,20,
Independence,2020,prefire,Indy34,km,ABMA,live,TR,TOV,2,
Independence,2020,prefire,Indy32,km,ABMA,live,TR,TSA,1,
Independence,2020,prefire,Indy32,km,ABMA,dead,TR,TSA,tr,
Independence,2020,prefire,Indy32,km,ABMA,live,TR,TOV,4,
Independence,2020,prefire,Indy33,ag,ABMA,live,TR,TOV,3,
Independence,2020,prefire,Indy33,ag,ABMA,live,TR,TSA,tr,
Independence,2020,prefire,Indy33,ag,ABMA,dead,TR,TOV,1,
Independence,2020,prefire,Indy23,km,ABMA,live,TR,TSE,tr,
Independence,2020,prefire,Indy23,km,ABMA,live,TR,TOV,7,
Independence,2020,prefire,Indy23,km,ABMA,dead,TR,TOV,1,
Independence,2020,prefire,Indy18,km,ABMA,live,TR,TSA,1,
Independence,2020,prefire,Indy22 ,km,ABMA,live,TR,TOV,15,
Independence,2020,prefire,Indy22 ,km,ABMA,dead,TR,TOV,0.5,
Independence,2020,prefire,Indy22 ,km,ABMA,live,TR,TSE,tr,
Independence,2020,prefire,Indy27,km,ABMA,live,TR,TSE,0.5,
Independence,2020,prefire,Indy27,km,ABMA,live,TR,TOV,1,
Independence,2020,prefire,Indy35,km,ABMA,live,TR,TSE,tr,
Independence,2020,prefire,Indy12,km,ABMA,live,TR,TSE,0.75,
Independence,2020,prefire,Indy12,km,ABMA,live,TR,TSA,1,
Independence,2020,prefire,Indy12,km,ABMA,dead,TR,TSA,0.5,
Independence,2020,prefire,Indy12,km,ABMA,live,TR,TOV,5,
Independence,2020,prefire,Indy13,km,ABMA,live,TR,TSE,tr,
Independence,2020,prefire,Indy13,km,ABMA,live,TR,TOV,3,
Independence,2020,prefire,Indy13,km,ABMA,dead,TR,TOV,tr,
Independence,2020,prefire,Indy19,km,ABMA,live,TR,TSE,0.25,
Independence,2020,prefire,Indy19,km,ABMA,live,TR,TSA,0.25,
Independence,2020,prefire,Indy19,km,ABMA,live,TR,TOV,8,
Independence,2020,prefire,Indy25,ag,ACHMIL,live,FB,na,1,
Independence,2020,prefire,Indy09,VS,ACHMIL,live,FB,na,tr,
Independence,2020,prefire,Indy24,VS,ACHMIL,live,FB,na,tr,
Independence,2020,prefire,Indy01,km,ACHMIL,live,FB,na,0.25,achillea millefolium
Independence,2020,prefire,Indy09,VS,ACOCOL,live,,na,tr,columbianum
Independence,2020,prefire,Indy09,VS,agoseris,live,FB,na,tr,
Independence,2020,prefire,Indy08,VS,ALLCAM,live,FB,na,tr,
Independence,2020,prefire,Indy16,VS,ALLCAM,live,FB,na,tr,
Independence,2020,prefire,Indy06,VS,ALLCAM,live,FB,na,tr,
Independence,2020,prefire,Indy40,VS,ALLCAM,live,FB,na,tr,
Independence,2020,prefire,Indy14,VS,ALLCAM,live,FB,na,tr,
Independence,2020,prefire,Indy36,VS,ALLCAM,live,FB,na,tr,
Independence,2020,prefire,Indy33,ag,ALLCAM,live,FB,na,tr,
Independence,2020,prefire,Indy09,VS,ALNINC,live,TR,TSE,18,
Independence,2020,prefire,Indy09,VS,ALNINC,live,TR,TSA,6,
Independence,2020,prefire,Indy09,VS,ALNINC,live,TR,TOV,6,
Independence,2020,prefire,Indy16,VS,AMEALN,live,SH,na,tr,
Independence,2020,prefire,Indy01,km,AMEALN,live,FB,na,tr,"amelanchiar alnifolia, tiny seedling with glab leaves"
Independence,2020,prefire,Indy26,VS,annfb1,live,FB,na,tr,
Independence,2020,prefire,Indy36,VS,apiaceae,live,FB,na,tr,
Independence,2020,prefire,Indy40,VS,APOAND,live,FB,na,tr,
Independence,2020,prefire,Indy38,VS,APOAND,live,FB,na,tr,
Independence,2020,prefire,Indy29,VS,APOAND,live,FB,na,tr,
Independence,2020,prefire,Indy28,VS,APOAND,live,FB,na,tr,
Independence,2020,prefire,Indy31,VS,APOAND,live,FB,na,1,
Independence,2020,prefire,Indy37,VS,APOAND,live,FB,na,tr,
Independence,2020,prefire,Indy22 ,km,APOAND,live,FB,na,tr,
Independence,2020,prefire,Indy27,km,APOAND,live,FB,na,tr,
Independence,2020,prefire,Indy35,km,APOAND,live,FB,na,tr,
Independence,2020,prefire,Indy26,VS,TURGLA,live,FB,na,tr,
Independence,2020,prefire,Indy28,VS,ARCCAM,live,,na,tr,
Independence,2020,prefire,Indy11,VS,ARCCEM,live,,na,tr,
Independence,2020,prefire,Indy03,VS,ARCCEN,live,,na,tr,
Independence,2020,prefire,Indy26,VS,ARNE,live,SH,na,1,
Independence,2020,prefire,Indy08,VS,ARNE,live,SH,na,tr,
Independence,2020,prefire,Indy14,VS,ARNE,live,SH,na,13,
Independence,2020,prefire,Indy29,VS,ARNE,live,SH,na,tr,
Independence,2020,prefire,Indy39,km,ARNE,live,SH,na,tr,
Independence,2020,prefire,Indy34,km,ARNE,live,SH,na,1,
Independence,2020,prefire,Indy23,km,ARNE,live,SH,na,1,
Independence,2020,prefire,Indy18,km,ARNE,live,SH,na,11,
Independence,2020,prefire,Indy22 ,km,ARNE,live,SH,na,1,
Independence,2020,prefire,Indy26,VS,arnica,live,FB,na,tr,
Independence,2020,prefire,Indy07,VS,arnica,live,FB,na,1,
Independence,2020,prefire,Indy08,VS,arnica,live,FB,na,1,
Independence,2020,prefire,Indy09,VS,arnica,live,FB,na,tr,
Independence,2020,prefire,Indy09,VS,arnica,live,FB,na,tr,
Independence,2020,prefire,Indy09,VS,arnica,live,FB,na,tr,
Independence,2020,prefire,Indy17,VS,arnica,live,FB,na,3,
Independence,2020,prefire,Indy16,VS,arnica,live,FB,na,12,
Independence,2020,prefire,Indy06,VS,arnica,live,FB,na,8,
Independence,2020,prefire,Indy40,VS,arnica,live,FB,na,tr,
Independence,2020,prefire,Indy11,VS,arnica,live,FB,na,25,
Independence,2020,prefire,Indy14,VS,arnica,live,FB,na,2,
Independence,2020,prefire,Indy36,VS,arnica,live,FB,na,5,
Independence,2020,prefire,Indy01,km,arnica,live,FB,na,tr,
Independence,2020,prefire,Indy38,VS,ARPA,live,SH,na,tr?,Ltr Mtr
Independence,2020,prefire,Indy21,VS,ARPA,live,SH,na,tr,
Independence,2020,prefire,Indy30,VS,ARPA,live,SH,na,1,L1 M1 Htr
Independence,2020,prefire,Indy37,VS,ARPA,live,SH,na,tr,
Independence,2020,prefire,Indy39,km,ARPA,live,SH,na,7,
Independence,2020,prefire,Indy39,km,ARPA,dead,SH,na,1,
Independence,2020,prefire,Indy33,ag,ARPA,live,SH,na,tr,
Independence,2020,prefire,Indy35,km,ARPA,live,SH,na,1,
Independence,2020,prefire,Indy12,km,ARPA,live,SH,na,0.5,
Independence,2020,prefire,Indy09,VS,SYMEAT,live,FB,na,1,
Independence,2020,prefire,Indy24,VS,SYMEAT,live,FB,na,4,
Independence,2020,prefire,Indy05,VS,asterrb,live,FB,na,tr,
Independence,2020,prefire,Indy37,VS,asterrb,live,FB,na,tr,
Independence,2020,prefire,Indy25,ag,aster1,live,FB,na,5,
Independence,2020,prefire,Indy34,km,aster1,live,FB,na,tr,"perennial, large clumps"
Independence,2020,prefire,Indy32,km,aster2 ,live,FB,na,0.5,
Independence,2020,prefire,Indy01,km,aster4,live,FB,na,5,
Independence,2020,prefire,Indy01,km,aster5,live,FB,na,1,
Independence,2020,prefire,Indy33,ag,bigaster,live,FB,na,4,
Independence,2020,prefire,Indy23,km,bigaster,live,FB,na,2,
Independence,2020,prefire,Indy18,km,bigaster,live,FB,na,1.5,
Independence,2020,prefire,Indy22 ,km,bigaster,live,FB,na,4,
Independence,2020,prefire,Indy27,km,bigaster,live,FB,na,10,
Independence,2020,prefire,Indy13,km,bigaster,live,FB,na,tr,
Independence,2020,prefire,Indy19,km,bigaster,live,FB,na,0.25,
Independence,2020,prefire,Indy25,ag,boechera,live,FB,na,tr,narrow leaf
Independence,2020,prefire,Indy34,km,boechera,live,FB,na,tr,
Independence,2020,prefire,Indy33,ag,boechera,live,FB,na,tr,
Independence,2020,prefire,Indy18,km,boechera glab,live,FB,na,tr,
Independence,2020,prefire,Indy22 ,km,boechera glab,live,FB,na,tr,
Independence,2020,prefire,Indy12,km,boechera glab,live,FB,na,tr,
Independence,2020,prefire,Indy19,km,boechera glab,live,TR,na,tr,
Independence,2020,prefire,Indy12,km,boechera hairy,live,FB,na,tr,hairy leaves
Independence,2020,prefire,Indy17,VS,boechera,live,FB,na,2,
Independence,2020,prefire,Indy28,VS,boechera,live,FB,na,tr,
Independence,2020,prefire,Indy06,VS,boechera wide leaf,live,FB,na,tr,
Independence,2020,prefire,Indy07,VS,boechera wl,live,FB,na,tr,
Independence,2020,prefire,Indy11,VS,boechera wl,live,FB,na,tr,
Independence,2020,prefire,Indy08,VS,boechera2,live,FB,na,tr,
Independence,2020,prefire,Indy16,VS,boechera2,live,FB,na,tr,
Independence,2020,prefire,Indy16,VS,BROCAR,live,GR,na,tr,
Independence,2020,prefire,Indy03,VS,BROCAR,live,GR,na,tr,
Independence,2020,prefire,Indy25,ag,BROCAR,live,GR,na,tr,
Independence,2020,prefire,Indy07,VS,calochortus,live,FB,na,tr,
Independence,2020,prefire,Indy17,VS,calochortus,live,FB,na,tr,
Independence,2020,prefire,Indy30,VS,CALUMB,live,FB,na,tr,
Independence,2020,prefire,Indy23,km,CALUMB,live,FB,na,tr,
Independence,2020,prefire,Indy25,ag,carros,live,GR,na,tr,rossi
Independence,2020,prefire,Indy34,km,carros,live,GR,na,7,rossi
Independence,2020,prefire,Indy32,km,carros,live,GR,na,2,rossi
Independence,2020,prefire,Indy33,ag,carros,live,GR,na,tr,rossi
Independence,2020,prefire,Indy23,km,carros,live,GR,na,1,prob rossi
Independence,2020,prefire,Indy18,km,carros,live,GR,na,1.5,prob rossi
Independence,2020,prefire,Indy27,km,carros,live,GR,na,tr,prob rossi
Independence,2020,prefire,Indy35,km,carex,live,GR,na,tr,not rossi
Independence,2020,prefire,Indy12,km,carex,live,GR,na,3,
Independence,2020,prefire,Indy13,km,carex,live,GR,na,tr,
Independence,2020,prefire,Indy19,km,carex,live,GR,na,tr,
Independence,2020,prefire,Indy26,VS,carex1 ,live,GR,na,tr,
Independence,2020,prefire,Indy07,VS,carex1 ,live,GR,na,tr,
Independence,2020,prefire,Indy08,VS,carex1 ,live,GR,na,tr,
Independence,2020,prefire,Indy17,VS,carex1 ,live,GR,na,tr,
Independence,2020,prefire,Indy16,VS,carex1 ,live,GR,na,tr,
Independence,2020,prefire,Indy03,VS,carex1 ,live,GR,na,tr,
Independence,2020,prefire,Indy11,VS,carex1 ,live,GR,na,tr,
Independence,2020,prefire,Indy14,VS,carex1 ,live,GR,na,tr,
Independence,2020,prefire,Indy36,VS,carex1 ,live,GR,na,tr,
Independence,2020,prefire,Indy09,VS,carex2,live,GR,na,tr,
Independence,2020,prefire,Indy24,VS,carex2,live,GR,na,1,
Independence,2020,prefire,Indy16,VS,carex2,live,GR,na,tr,
Independence,2020,prefire,Indy38,VS,carex2,live,GR,na,tr,
Independence,2020,prefire,Indy25,ag,carex2,live,GR,na,tr,
Independence,2020,prefire,Indy23,km,carex2,live,GR,na,tr,
Independence,2020,prefire,Indy24,VS,carex4,live,GR,na,tr,
Independence,2020,prefire,Indy24,VS,carex5,live,GR,na,5,
Independence,2020,prefire,Indy24,VS,carex6,live,GR,na,1,
Independence,2020,prefire,Indy24,VS,carex7,live,GR,na,tr,
Independence,2020,prefire,Indy01,km,carexA,live,GR,na,12,pressed and photo
Independence,2020,prefire,Indy01,km,carexB,live,GR,na,8,pressed and photo
Independence,2020,prefire,Indy01,km,caryphyllaceae spp,live,FB,na,tr,
Independence,2020,prefire,Indy26,VS,castilleja,live,FB,na,tr,
Independence,2020,prefire,Indy07,VS,castilleja,live,FB,na,tr,
Independence,2020,prefire,Indy08,VS,castilleja,live,FB,na,tr,
Independence,2020,prefire,Indy16,VS,castilleja,live,FB,na,tr,
Independence,2020,prefire,Indy30,VS,castilleja,live,FB,na,tr,
Independence,2020,prefire,Indy34,km,castilleja,live,FB,na,tr,
Independence,2020,prefire,Indy33,ag,castilleja,live,FB,na,tr,
Independence,2020,prefire,Indy23,km,castilleja,live,FB,na,tr,
Independence,2020,prefire,Indy22 ,km,castilleja,live,FB,na,tr,
Independence,2020,prefire,Indy06,VS,CEPR,live,SH,na,12,
Independence,2020,prefire,Indy40,VS,CEPR,live,SH,na,2,
Independence,2020,prefire,Indy29,VS,CEPR,live,SH,na,tr,
Independence,2020,prefire,Indy36,VS,CEPR,live,SH,na,9,
Independence,2020,prefire,Indy30,VS,CEPR,live,SH,na,5,
Independence,2020,prefire,Indy31,VS,CEPR,live,SH,na,1,
Independence,2020,prefire,Indy03,VS,ceve,live,SH,na,5?,L5 M5
Independence,2020,prefire,Indy23,km,cepr,live,SH,na,6,
Independence,2020,prefire,Indy22 ,km,cepr,live,SH,na,5,
Independence,2020,prefire,Indy24,VS,CERFON,live,FB,na,tr,
Independence,2020,prefire,Indy01,km,CERFON,live,FB,na,1,cerastium fontanum ssp vulgare
Independence,2020,prefire,Indy26,VS,CEVE,live,SH,na,7,
Independence,2020,prefire,Indy08,VS,CEVE,live,SH,na,tr,
Independence,2020,prefire,Indy06,VS,CEVE,live,SH,na,9,L2 M9 H3
Independence,2020,prefire,Indy40,VS,CEVE,live,SH,na,4,L4 M4
Independence,2020,prefire,Indy38,VS,CEVE,live,SH,na,tr,Ltr Mtr
Independence,2020,prefire,Indy05,VS,CEVE,live,SH,na,13,L12 M13 Htr
Independence,2020,prefire,Indy05,VS,CEVE,dead,SH,na,tr,Ltr Mtr
Independence,2020,prefire,Indy11,VS,CEVE,live,SH,na,9,L8 M9 Htr
Independence,2020,prefire,Indy14,VS,CEVE,live,SH,na,1,L1 M1
Independence,2020,prefire,Indy20,VS,CEVE,live,SH,na,22,L20 M22 H14
Independence,2020,prefire,Indy20,VS,CEVE,dead,SH,na,2,L2 Mtr
Independence,2020,prefire,Indy21,VS,CEVE,live,SH,na,7,L1 M7 H3
Independence,2020,prefire,Indy21,VS,CEVE,dead,SH,na,tr,Ltr Mtr
Independence,2020,prefire,Indy29,VS,CEVE,live,SH,na,10,L8 M10
Independence,2020,prefire,Indy30,VS,CEVE,live,SH,na,39,L30 M39 Htr
Independence,2020,prefire,Indy30,VS,CEVE,dead,SH,na,2,
Independence,2020,prefire,Indy28,VS,CEVE,live,SH,na,12,L12 M11
Independence,2020,prefire,Indy28,VS,CEVE,dead,SH,na,tr,Ltr Mtr
Independence,2020,prefire,Indy31,VS,CEVE,live,SH,na,11,L9 M11 H1
Independence,2020,prefire,Indy31,VS,CEVE,dead,SH,na,tr,Ltr Mtr
Independence,2020,prefire,Indy37,VS,CEVE,live,SH,na,1,L1 M1
Independence,2020,prefire,Indy37,VS,CEVE,dead,SH,na,tr,LtrMtr
Independence,2020,prefire,Indy39,km,CEVE,live,SH,na,70,
Independence,2020,prefire,Indy34,km,CEVE,live,SH,na,0.5,
Independence,2020,prefire,Indy32,km,CEVE,live,SH,na,35,
Independence,2020,prefire,Indy32,km,CEVE,dead,SH,na,2,
Independence,2020,prefire,Indy33,ag,CEVE,live,SH,na,1,
Independence,2020,prefire,Indy23,km,CEVE,live,SH,na,1,
Independence,2020,prefire,Indy18,km,CEVE,live,SH,na,4,
Independence,2020,prefire,Indy22 ,km,CEVE,live,SH,na,45,
Independence,2020,prefire,Indy22 ,km,CEVE,dead,SH,na,tr,
Independence,2020,prefire,Indy27,km,CEVE,live,SH,na,38,
Independence,2020,prefire,Indy35,km,CEVE,live,SH,na,66,
Independence,2020,prefire,Indy35,km,CEVE,dead,SH,na,0.5,
Independence,2020,prefire,Indy12,km,CEVE,live,SH,na,2,
Independence,2020,prefire,Indy13,km,CEVE,live,SH,na,tr,
Independence,2020,prefire,Indy19,km,CEVE,live,SH,na,15,
Independence,2020,prefire,Indy05,VS,CHEDOU,live,FB,na,tr,
Independence,2020,prefire,Indy36,VS,CHIMEN,live,FB,na,tr,"Originally recorded as CHINEN, assumed typo for CHIMEN"
Independence,2020,prefire,Indy32,km,CHIMEN,live,FB,na,tr,
Independence,2020,prefire,Indy17,VS,CIRAND,live,FB,na,tr,
Independence,2020,prefire,Indy36,VS,CIRAND,live,FB,na,tr,
Independence,2020,prefire,Indy09,VS,COLLIN,live,FB,na,tr,
Independence,2020,prefire,Indy01,km,COLLIN,live,FB,na,tr,collomia linearis
Independence,2020,prefire,Indy25,ag,COLTOR,live,FB,na,tr,
Independence,2020,prefire,Indy33,ag,COLTOR,live,FB,na,tr,
Independence,2020,prefire,Indy13,km,COLTOR,live,FB,na,tr,
Independence,2020,prefire,Indy30,VS,COREDU,live,FB,na,tr,
Independence,2020,prefire,Indy05,VS,cryptanthaTALL,live,FB,na,tr,
Independence,2020,prefire,Indy01,km,dandylion leaves,live,FB,na,tr,
Independence,2020,prefire,Indy35,km,deadfb1,live,FB,na,tr,"fried , pics in Indy album"
Independence,2020,prefire,Indy36,VS,DELDEP,live,FB,na,tr,
Independence,2020,prefire,Indy24,VS,delphinium,live,FB,na,1,
Independence,2020,prefire,Indy09,VS,Deschampsia,live,GR,na,1,
Independence,2020,prefire,Indy24,VS,Deschampsia,live,GR,na,2,
Independence,2020,prefire,Indy34,km,DICUNI,live,FB,na,tr,
Independence,2020,prefire,Indy32,km,DICUNI,live,FB,na,tr,
Independence,2020,prefire,Indy22 ,km,DICUNI,live,FB,na,tr,
Independence,2020,prefire,Indy27,km,DICUNI,live,FB,na,tr,
Independence,2020,prefire,Indy35,km,DICUNI,live,FB,na,tr,
Independence,2020,prefire,Indy12,km,DICUNI,live,FB,na,tr,
Independence,2020,prefire,Indy16,VS,DICUNI,live,FB,na,tr,
Independence,2020,prefire,Indy38,VS,DICUNI,live,FB,na,tr,
Independence,2020,prefire,Indy03,VS,DICUNI,live,FB,na,tr,
