site,year,pre_post_fire,plot_id,observer,species,status,lifeform,layerCode,percent,notes,,,
downieville,2020,prefire,RedAnt28,km,RIRO,live,SH,na,1,,,,
downieville,2020,prefire,RedAnt51,km,SYMO,live,SH,na,1,,,,
downieville,2020,prefire,RedAnt62,km,SYMO,live,SH,na,1,,,,
downieville,2020,prefire,RedAnt55,vs,SYMROT ,live,SH,na,1,,,,
downieville,2020,prefire,RedAnt30b,vs,SYMROT ,live,SH,na,1,L,,,
downieville,2020,prefire,RedAnt37,vs,SYMROT ,live,SH,na,1,L,,,
downieville,2020,prefire,RedAnt54,vs,SYMROT ,live,SH,na,1,,,,
downieville,2020,prefire,RedAnt38,km,ARPA,live,SH,na,2,,,,
downieville,2020,prefire,RedAnt32,vs,ceanothus,live,SH,na,2,H,,,
downieville,2020,prefire,RedAnt30b,vs,PRUEMA,live,SH,na,2,M,,,
downieville,2020,prefire,RedAnt35,vs,PRUEMA,live,SH,na,2,M,,,
downieville,2020,prefire,RedAnt38,km,PRVI,live,SH,na,2,,,,
downieville,2020,prefire,RedAnt55,vs,QUEVAC,live,SH,na,2,M,,,
downieville,2020,prefire,RedAnt35,vs,ARPA,live,SH,na,3,M,,,
downieville,2020,prefire,RedAnt32,vs,ceanothus,live,SH,na,3,M,,,
downieville,2020,prefire,RedAnt32,vs,ceanothus,dead,SH,na,3,M,,,
downieville,2020,prefire,RedAnt37,vs,CECO,live,SH,na,3,H,,,
downieville,2020,prefire,RedAnt53,vs,QUEVAC,live,SH,na,3,L,,,
downieville,2020,prefire,RedAnt53,vs,QUEVAC,live,SH,na,3,M,,,
downieville,2020,prefire,RedAnt28,km,RUBUS,live,SH,na,4,,,,
downieville,2020,prefire,RedAnt37,vs,CECO,dead,SH,na,4,L,,,
downieville,2020,prefire,RedAnt58,vs,CHRSEM,live,SH,na,4,,,,
downieville,2020,prefire,RedAnt55,vs,QUEVAC,live,SH,na,4,L,,,
downieville,2020,prefire,RedAnt37,vs,CECO,live,SH,na,5,M,,,
downieville,2020,prefire,RedAnt37,vs,CECO,dead,SH,na,5,M,,,
downieville,2020,prefire,RedAnt30a,km,CEIN,live,SH,na,5,,,,
downieville,2020,prefire,RedAnt38,km,SYMO,live,SH,na,5,,,,
downieville,2020,prefire,RedAnt46,vs,SYMROT ,live,SH,na,5,,,,
downieville,2020,prefire,RedAnt35,vs,CECO,live,SH,na,7,M,,,
downieville,2020,prefire,RedAnt29,km,CEIN,dead,SH,na,7,,,,
downieville,2020,prefire,RedAnt35,vs,CECO,live,SH,na,9,L,,,
downieville,2020,prefire,RedAnt50,km,SYMO,live,SH,na,12,,,,
downieville,2020,prefire,RedAnt30a,km,CEIN,dead,SH,na,15,,,,
downieville,2020,prefire,RedAnt38,km,quevac,live,SH,na,15,,,,
downieville,2020,prefire,RedAnt28,km,CEIN,live,SH,na,20,ceanothus integerimus,,,
downieville,2020,prefire,RedAnt29,km,CEIN,live,SH,na,25,,,,
downieville,2020,prefire,RedAnt30a,km,SYMO,live,SH,na,25,,,,
downieville,2020,prefire,RedAnt62,km,AMEALN,live,SH,na,tr,glab both sides,,,
downieville,2020,prefire,RedAnt59,vs,AMEALN,live,SH,na,tr,L,,,
downieville,2020,prefire,RedAnt59,vs,AMEALN,live,SH,na,tr,M,,,
downieville,2020,prefire,RedAnt55,vs,AMEALN ,live,SH,na,tr,L,,,
downieville,2020,prefire,RedAnt55,vs,AMEALN ,live,SH,na,tr,M,,,
downieville,2020,prefire,RedAnt57,vs,AMEALN ,live,SH,na,tr,L,,,
downieville,2020,prefire,RedAnt57,vs,AMEALN ,dead,SH,na,tr,L,,,
downieville,2020,prefire,RedAnt30b,vs,ARPA,live,SH,na,tr,L,,,
downieville,2020,prefire,RedAnt30b,vs,ARPA,live,SH,na,tr,M,,,
downieville,2020,prefire,RedAnt51,km,ARPA,live,SH,na,tr,tiny 3 leaf seedling,,,
downieville,2020,prefire,RedAnt32,vs,ARPA,live,SH,na,tr,L,,,
downieville,2020,prefire,RedAnt32,vs,ARPA,dead,SH,na,tr,L,,,
downieville,2020,prefire,RedAnt30b,vs,ceanothus,live,SH,na,tr,L,,,
downieville,2020,prefire,RedAnt30b,vs,ceanothus,dead,SH,na,tr,M,,,
downieville,2020,prefire,RedAnt32,vs,ceanothus,live,SH,na,tr,L,,,
downieville,2020,prefire,RedAnt36,vs,CECO,live,SH,na,tr,L,,,
downieville,2020,prefire,RedAnt36,vs,CECO,dead,SH,na,tr,L,,,
downieville,2020,prefire,RedAnt62,km,CEACUN,live,SH,na,tr,small leaves fat stem,Ceanothus cuneatus,,
downieville,2020,prefire,RedAnt28,km,QUCH,live,SH,na,tr,laysr of orangish powder on  bottom of leaves,,,
downieville,2020,prefire,RedAnt55,vs,CHRSEM,live,SH,na,tr,L,,,
downieville,2020,prefire,RedAnt55,vs,CHRSEM,live,SH,na,tr,M,,,
downieville,2020,prefire,RedAnt32,vs,CHRSEM,live,SH,na,tr,,,,
downieville,2020,prefire,RedAnt60,vs,CHRSEM,live,SH,na,tr,,,,
downieville,2020,prefire,RedAnt54,vs,CONU,live,SH,na,tr,,,,
downieville,2020,prefire,RedAnt30b,vs,CONU,live,SH,na,tr,,,,
downieville,2020,prefire,RedAnt32,vs,CONU,live,SH,na,tr,L,,,
downieville,2020,prefire,RedAnt32,vs,CONU,live,SH,na,tr,M,,,
downieville,2020,prefire,RedAnt37,vs,CONU,live,SH,na,tr,,,,
downieville,2020,prefire,RedAnt62,km,pinkflowershrub,live,SH,na,tr,,,,
downieville,2020,prefire,RedAnt28,km,PRUEMA,live,SH,na,tr,,,,
downieville,2020,prefire,RedAnt46,vs,PRUEMA,live,SH,na,tr,,,,
downieville,2020,prefire,RedAnt30b,vs,PRUEMA,dead,SH,na,tr,L,,,
downieville,2020,prefire,RedAnt30b,vs,PRUEMA,dead,SH,na,tr,M,,,
downieville,2020,prefire,RedAnt35,vs,PRUEMA,live,SH,na,tr,H,,,
downieville,2020,prefire,RedAnt52,km,prunus,live,SH,na,tr,then entire lvs shrub tse,,,
downieville,2020,prefire,RedAnt29,km,prunus,live,SH,na,tr,thinentireshrub,,,
downieville,2020,prefire,RedAnt30a,km,prunus,live,SH,na,tr,,,,
downieville,2020,prefire,RedAnt45,km,prunus,live,SH,na,tr,(same as thinentireshrub),,,
downieville,2020,prefire,RedAnt62,km,prunus,live,SH,na,tr,,,,
downieville,2020,prefire,RedAnt29,km,quevac,live,SH,na,tr,toothedstiffshrub,Quercus berberdifolia,,
downieville,2020,prefire,RedAnt45,km,quevac,live,SH,na,tr,,,,
downieville,2020,prefire,RedAnt62,km,quevac,live,SH,na,tr,Quercus berberdifolia,,,
downieville,2020,prefire,RedAnt49,km,quevac,live,SH,na,tr,,,,
downieville,2020,prefire,RedAnt50,km,quevac,live,SH,na,tr,,,,
downieville,2020,prefire,RedAnt51,km,quevac,live,SH,na,tr,,,,
downieville,2020,prefire,RedAnt28,km,quevac,live,SH,na,tr,garrya ovata?,,,
downieville,2020,prefire,RedAnt30a,km,QUEVAC,live,SH,na,tr,tiny tse,,,
downieville,2020,prefire,RedAnt45,km,QUEVAC,live,SH,na,tr,square stem,,,
downieville,2020,prefire,RedAnt59,vs,QUEVAC,live,SH,na,tr,L,,,
downieville,2020,prefire,RedAnt59,vs,QUEVAC,live,SH,na,tr,M,,,
downieville,2020,prefire,RedAnt30b,vs,QUEVAC,live,SH,na,tr,L,,,
downieville,2020,prefire,RedAnt35,vs,QUEVAC,live,SH,na,tr,L,,,
downieville,2020,prefire,RedAnt60,vs,QUEVAC,live,SH,na,tr,L,,,
downieville,2020,prefire,RedAnt61,vs,QUEVAC,live,SH,na,tr,L,,,
downieville,2020,prefire,RedAnt58,vs,QUEVAC,live,SH,na,tr,,,,
downieville,2020,prefire,RedAnt54,vs,QUEVAC ,live,SH,na,tr,M,,,
downieville,2020,prefire,RedAnt46,vs,QUWI,live,SH,na,tr,L,,,
downieville,2020,prefire,RedAnt46,vs,QUWI,live,SH,na,tr,M,,,
downieville,2020,prefire,RedAnt40,vs,RIBES,live,SH,na,tr,L,,,
downieville,2020,prefire,RedAnt40,vs,RIBES,live,SH,na,tr,M,,,
downieville,2020,prefire,RedAnt30b,vs,RIBES,live,SH,na,tr,L,,,
downieville,2020,prefire,RedAnt32,vs,RIBES,live,SH,na,tr,L,,,
downieville,2020,prefire,RedAnt32,vs,RIBES,live,SH,na,tr,M,,,
downieville,2020,prefire,RedAnt35,vs,RIBES,live,SH,na,tr,M,,,
downieville,2020,prefire,RedAnt35,vs,RIBES,live,SH,na,tr,M,,,
downieville,2020,prefire,RedAnt46,vs,RIRO,live,SH,na,tr,,,,
downieville,2020,prefire,RedAnt41,vs,RIRO,live,SH,na,tr,L,,,
downieville,2020,prefire,RedAnt59,vs,RIRO,live,SH,na,tr,L,,,
downieville,2020,prefire,RedAnt59,vs,RIRO,live,SH,na,tr,M,,,
downieville,2020,prefire,RedAnt37,vs,RIRO,live,SH,na,tr,L,,,
downieville,2020,prefire,RedAnt58,vs,RIRO,live,SH,na,tr,L,,,
downieville,2020,prefire,RedAnt58,vs,RIRO,live,SH,na,tr,M,,,
downieville,2020,prefire,RedAnt62,km,RICE,live,SH,na,tr,"spineless, small lvs",,,
downieville,2020,prefire,RedAnt49,km,RIRO,live,SH,na,tr,"small lvs nodal spines, new branches pubescent lvs",,,
downieville,2020,prefire,RedAnt30a,km,RIRO,live,SH,na,tr,,,,
downieville,2020,prefire,RedAnt62,km,RIRO,dead,SH,na,tr,,,,
downieville,2020,prefire,RedAnt62,km,RIRO,live,SH,na,tr,,,,
downieville,2020,prefire,RedAnt60,vs,ROSGYM,live,SH,na,tr,,,,
downieville,2020,prefire,RedAnt58,vs,ROSGYM,live,SH,na,tr,L,,,
downieville,2020,prefire,RedAnt58,vs,ROSGYM,live,SH,na,tr,M,,,
downieville,2020,prefire,RedAnt35,vs,RUBURS,live,SH,na,tr,L,,,
downieville,2020,prefire,RedAnt35,vs,RUBURS,live,SH,na,tr,M,,,
downieville,2020,prefire,RedAnt60,vs,RUBURS,live,SH,na,tr,L,,,
downieville,2020,prefire,RedAnt49,km,SYMO,live,SH,na,tr,,,,
downieville,2020,prefire,RedAnt28,km,SYMO,live,SH,na,tr,,,,
downieville,2020,prefire,RedAnt52,km,SYMO,live,SH,na,tr,,,,
downieville,2020,prefire,RedAnt29,km,SYMO,live,SH,na,tr,,,,
downieville,2020,prefire,RedAnt59,vs,SYMROT ,live,SH,na,tr,L,,,
downieville,2020,prefire,RedAnt57,vs,SYMROT ,live,SH,na,tr,,,,
downieville,2020,prefire,RedAnt36,vs,SYMROT ,live,SH,na,tr,L,,,
downieville,2020,prefire,RedAnt60,vs,SYMROT ,live,SH,na,tr,L,,,
downieville,2020,prefire,RedAnt61,vs,SYMROT ,live,SH,na,tr,L,,,
downieville,2020,prefire,RedAnt53,vs,SYMROT ,live,SH,na,tr,L,,,
downieville,2020,prefire,RedAnt58,vs,SYMROT ,live,SH,na,tr,,,,
downieville,2020,prefire,RedAnt44,vs,QUWI,live,SH,TSE,tr,,,,
downieville,2020,prefire,RedAnt49,km,abco,dead,TR,TOV,0.25,,,,
downieville,2020,prefire,RedAnt51,km,abco,dead,TR,TOV,0.25,,,,
downieville,2020,prefire,RedAnt49,km,cade,dead,TR,TOV,0.25,,,,
downieville,2020,prefire,RedAnt45,km,CADE,dead,TR,TOV,0.25,,,,
downieville,2020,prefire,RedAnt51,km,pila,dead,TR,TOV,0.25,,,,
downieville,2020,prefire,RedAnt50,km,pinus,dead,TR,TOV,0.25,,,,
downieville,2020,prefire,RedAnt52,km,abco,dead,TR,TOV,0.5,,,,
downieville,2020,prefire,RedAnt43,km,CADE,dead,TR,TOV,0.5,,,,
downieville,2020,prefire,RedAnt52,km,quke,dead,TR,TOV,0.5,,,,
downieville,2020,prefire,RedAnt43,km,ABCO/PSME,dead,TR,TOV,0.75,cant tell which species,,,
downieville,2020,prefire,RedAnt57,vs,abco,dead,TR,TOV,1,,,,
downieville,2020,prefire,RedAnt53,vs,abco,live,TR,TOV,1,,,,
downieville,2020,prefire,RedAnt53,vs,abco,dead,TR,TOV,1,,,,
downieville,2020,prefire,RedAnt42,vs,CADE,dead,TR,TOV,1,,,,
downieville,2020,prefire,RedAnt55,vs,CADE,live,TR,TOV,1,,,,
downieville,2020,prefire,RedAnt32,vs,CADE,live,TR,TOV,1,,,,
downieville,2020,prefire,RedAnt44,vs,PIPO,dead,TR,TOV,1,,,,
downieville,2020,prefire,RedAnt42,vs,PIPO,dead,TR,TOV,1,,,,
downieville,2020,prefire,RedAnt37,vs,PIPO,live,TR,TOV,1,,,,
downieville,2020,prefire,RedAnt35,vs,PSME,live,TR,TOV,1,,,,
downieville,2020,prefire,RedAnt41,vs,QUKE,live,TR,TOV,1,,,,
downieville,2020,prefire,RedAnt41,vs,QUKE,dead,TR,TOV,1,,,,
downieville,2020,prefire,RedAnt60,vs,QUKE,dead,TR,TOV,1,,,,
downieville,2020,prefire,RedAnt59,vs,abco,dead,TR,TOV,2,,,,
downieville,2020,prefire,RedAnt35,vs,abco,live,TR,TOV,2,,,,
downieville,2020,prefire,RedAnt50,km,abma,live,TR,TOV,2,,,,
downieville,2020,prefire,RedAnt39,km,cade,live,TR,TOV,2,,,,
downieville,2020,prefire,RedAnt59,vs,CADE,live,TR,TOV,2,,,,
downieville,2020,prefire,RedAnt35,vs,CADE,live,TR,TOV,2,,,,
downieville,2020,prefire,RedAnt53,vs,CADE,live,TR,TOV,2,,,,
downieville,2020,prefire,RedAnt28,km,pila,live,TR,TOV,2,,,,
downieville,2020,prefire,RedAnt54,vs,PIPO,live,TR,TOV,2,,,,
downieville,2020,prefire,RedAnt51,km,psme,live,TR,TOV,2,,,,
downieville,2020,prefire,RedAnt59,vs,PSME,live,TR,TOV,2,,,,
downieville,2020,prefire,RedAnt57,vs,QUKE,live,TR,TOV,2,,,,
downieville,2020,prefire,RedAnt50,km,cade,live,TR,TOV,3,,,,
downieville,2020,prefire,RedAnt49,km,pila,live,TR,TOV,3,,,,
downieville,2020,prefire,RedAnt40,vs,PILA,live,TR,TOV,3,,,,
downieville,2020,prefire,RedAnt28,km,quke,dead,TR,TOV,3,,,,
downieville,2020,prefire,RedAnt41,vs,CADE,live,TR,TOV,4,,,,
downieville,2020,prefire,RedAnt57,vs,CADE,live,TR,TOV,4,,,,
downieville,2020,prefire,RedAnt54,vs,CADE,live,TR,TOV,4,,,,
downieville,2020,prefire,RedAnt44,vs,PILA,live,TR,TOV,4,,,,
downieville,2020,prefire,RedAnt57,vs,PILA,live,TR,TOV,4,,,,
downieville,2020,prefire,RedAnt32,vs,PSME,live,TR,TOV,4,,,,
downieville,2020,prefire,RedAnt60,vs,QUKE,live,TR,TOV,4,,,,
downieville,2020,prefire,RedAnt55,vs,abco,live,TR,TOV,5,,,,
downieville,2020,prefire,RedAnt57,vs,abco,live,TR,TOV,5,,,,
downieville,2020,prefire,RedAnt29,km,PSME,live,TR,TOV,5,,,,
downieville,2020,prefire,RedAnt36,vs,abco,live,TR,TOV,6,,,,
downieville,2020,prefire,RedAnt37,vs,abco,live,TR,TOV,6,,,,
downieville,2020,prefire,RedAnt37,vs,PILA,live,TR,TOV,6,,,,
downieville,2020,prefire,RedAnt60,vs,PILA,live,TR,TOV,6,,,,
downieville,2020,prefire,RedAnt53,vs,PSME,live,TR,TOV,6,,,,
downieville,2020,prefire,RedAnt38,km,abco,live,TR,TOV,7,,,,
downieville,2020,prefire,RedAnt54,vs,abco,live,TR,TOV,7,,,,
downieville,2020,prefire,RedAnt59,vs,PILA,live,TR,TOV,7,,,,
downieville,2020,prefire,RedAnt36,vs,PILA,live,TR,TOV,7,,,,
downieville,2020,prefire,RedAnt56,vs,PSME,live,TR,TOV,7,,,,
downieville,2020,prefire,RedAnt36,vs,PSME,live,TR,TOV,7,,,,
downieville,2020,prefire,RedAnt42,vs,abco,live,TR,TOV,8,,,,
downieville,2020,prefire,RedAnt51,km,cade,live,TR,TOV,8,,,,
downieville,2020,prefire,RedAnt37,vs,CADE,live,TR,TOV,8,,,,
downieville,2020,prefire,RedAnt56,vs,PIPO,live,TR,TOV,8,,,,
downieville,2020,prefire,RedAnt52,km,quke,live,TR,TOV,8,,,,
downieville,2020,prefire,RedAnt30a,km,QUKE,live,TR,TOV,8,,,,
downieville,2020,prefire,RedAnt58,vs,PSME,live,TR,TOV,10,,,,
downieville,2020,prefire,RedAnt49,km,cade,live,TR,TOV,11,,,,
downieville,2020,prefire,RedAnt56,vs,PILA,live,TR,TOV,11,,,,
downieville,2020,prefire,RedAnt52,km,PIJE,live,TR,TOV,12,may be pipo or hybrid,,,
downieville,2020,prefire,RedAnt53,vs,PIPO,live,TR,TOV,12,,,,
downieville,2020,prefire,RedAnt30b,vs,PILA,live,TR,TOV,13,,,,
downieville,2020,prefire,RedAnt62,km,CADE,live,TR,TOV,15,,,,
downieville,2020,prefire,RedAnt39,km,pila,live,TR,TOV,15,,,,
downieville,2020,prefire,RedAnt55,vs,PILA,live,TR,TOV,15,,,,
downieville,2020,prefire,RedAnt53,vs,PILA,live,TR,TOV,15,,,,
downieville,2020,prefire,RedAnt36,vs,PIPO,live,TR,TOV,15,,,,
downieville,2020,prefire,RedAnt30a,km,PSME,live,TR,TOV,15,,,,
downieville,2020,prefire,RedAnt40,vs,abco,live,TR,TOV,16,,,,
downieville,2020,prefire,RedAnt42,vs,CADE,live,TR,TOV,16,,,,
downieville,2020,prefire,RedAnt39,km,pinus,live,TR,TOV,17,,,,
downieville,2020,prefire,RedAnt41,vs,abco,live,TR,TOV,18,,,,
downieville,2020,prefire,RedAnt50,km,pila,live,TR,TOV,18,,,,
downieville,2020,prefire,RedAnt44,vs,PSME,live,TR,TOV,18,,,,
downieville,2020,prefire,RedAnt54,vs,PSME,live,TR,TOV,18,,,,
downieville,2020,prefire,RedAnt60,vs,PSME,live,TR,TOV,18,,,,
downieville,2020,prefire,RedAnt45,km,CADE,live,TR,TOV,20,,,,
downieville,2020,prefire,RedAnt45,km,PIJE,live,TR,TOV,20,,,,
downieville,2020,prefire,RedAnt45,km,PIPO,live,TR,TOV,20,,,,
downieville,2020,prefire,RedAnt57,vs,PIPO,live,TR,TOV,20,,,,
downieville,2020,prefire,RedAnt28,km,quke,live,TR,TOV,20,,,,
downieville,2020,prefire,RedAnt41,vs,PSME,live,TR,TOV,21,,,,
downieville,2020,prefire,RedAnt42,vs,PILA,live,TR,TOV,22,,,,
downieville,2020,prefire,RedAnt57,vs,PSME,live,TR,TOV,22,,,,
downieville,2020,prefire,RedAnt42,vs,PIPO,live,TR,TOV,24,,,,
downieville,2020,prefire,RedAnt42,vs,PSME,live,TR,TOV,24,,,,
downieville,2020,prefire,RedAnt52,km,cade,live,TR,TOV,25,,,,
downieville,2020,prefire,RedAnt43,km,PSME,live,TR,TOV,25,,,,
downieville,2020,prefire,RedAnt37,vs,PSME,live,TR,TOV,25,,,,
downieville,2020,prefire,RedAnt59,vs,abco,live,TR,TOV,26,,,,
downieville,2020,prefire,RedAnt39,km,abco,live,TR,TOV,27,,,,
downieville,2020,prefire,RedAnt51,km,abco,live,TR,TOV,27,,,,
downieville,2020,prefire,RedAnt51,km,pila,live,TR,TOV,27,,,,
downieville,2020,prefire,RedAnt61,vs,abco,live,TR,TOV,30,,,,
downieville,2020,prefire,RedAnt38,km,psme,live,TR,TOV,30,,,,
downieville,2020,prefire,RedAnt60,vs,abco,live,TR,TOV,33,,,,
downieville,2020,prefire,RedAnt40,vs,PSME,live,TR,TOV,35,,,,
downieville,2020,prefire,RedAnt55,vs,PSME,live,TR,TOV,35,,,,
downieville,2020,prefire,RedAnt44,vs,abco,live,TR,TOV,38,,,,
downieville,2020,prefire,RedAnt52,km,abco,live,TR,TOV,40,,,,
downieville,2020,prefire,RedAnt30b,vs,PIPO,live,TR,TOV,40,,,,
downieville,2020,prefire,RedAnt46,vs,PSME,live,TR,TOV,40,,,,
downieville,2020,prefire,RedAnt38,km,pipo,live,TR,TOV,42,,,,
downieville,2020,prefire,RedAnt61,vs,PSME,live,TR,TOV,42,,,,
downieville,2020,prefire,RedAnt56,vs,abco,live,TR,TOV,45,,,,
downieville,2020,prefire,RedAnt58,vs,abco,live,TR,TOV,45,,,,
downieville,2020,prefire,RedAnt52,km,pila,live,TR,TOV,45,,,,
downieville,2020,prefire,RedAnt35,vs,PIPO,live,TR,TOV,45,,,,
downieville,2020,prefire,RedAnt49,km,abco,live,TR,TOV,48,,,,
downieville,2020,prefire,RedAnt50,km,abco,live,TR,TOV,51,,,,
downieville,2020,prefire,RedAnt43,km,abco,live,TR,TOV,55,,,,
downieville,2020,prefire,RedAnt32,vs,PIPO,live,TR,TOV,60,,,,
downieville,2020,prefire,RedAnt29,km,PIPO,live,TR,TOV,63,,,,
downieville,2020,prefire,RedAnt62,km,PSME,live,TR,TOV,68,,,,
downieville,2020,prefire,RedAnt30a,km,PIPO,live,TR,TOV,72,,,,
downieville,2020,prefire,RedAnt28,km,pipo,live,TR,TOV,75,,,,
downieville,2020,prefire,RedAnt39,km,abco,dead,TR,TOV,tr,,,,
downieville,2020,prefire,RedAnt44,vs,abco,dead,TR,TOV,tr,,,,
downieville,2020,prefire,RedAnt42,vs,abco,dead,TR,TOV,tr,,,,
downieville,2020,prefire,RedAnt41,vs,abco,dead,TR,TOV,tr,,,,
downieville,2020,prefire,RedAnt40,vs,abco,dead,TR,TOV,tr,added during QAQC using tree tab data,,,
downieville,2020,prefire,RedAnt55,vs,abco,dead,TR,TOV,tr,,,,
downieville,2020,prefire,RedAnt54,vs,abco,dead,TR,TOV,tr,,,,
downieville,2020,prefire,RedAnt61,vs,abco,dead,TR,TOV,tr,,,,
downieville,2020,prefire,RedAnt58,vs,abco,dead,TR,TOV,tr,,,,
downieville,2020,prefire,RedAnt49,km,abma,dead,TR,TOV,tr,,,,
downieville,2020,prefire,RedAnt39,km,cade,dead,TR,TOV,tr,,,,
downieville,2020,prefire,RedAnt51,km,cade,dead,TR,TOV,tr,,,,
downieville,2020,prefire,RedAnt46,vs,CADE,live,TR,TOV,tr,,,,
downieville,2020,prefire,RedAnt57,vs,CADE,dead,TR,TOV,tr,,,,
downieville,2020,prefire,RedAnt54,vs,PILA,live,TR,TOV,tr,,,,
downieville,2020,prefire,RedAnt38,km,pipo,dead,TR,TOV,tr,,,,
downieville,2020,prefire,RedAnt57,vs,PIPO,dead,TR,TOV,tr,,,,
downieville,2020,prefire,RedAnt30b,vs,PIPO,dead,TR,TOV,tr,,,,
downieville,2020,prefire,RedAnt54,vs,PSME,dead,TR,TOV,tr,,,,
downieville,2020,prefire,RedAnt61,vs,PSME,dead,TR,TOV,tr,,,,
downieville,2020,prefire,RedAnt53,vs,PSME,dead,TR,TOV,tr,,,,
downieville,2020,prefire,RedAnt58,vs,PSME,dead,TR,TOV,tr,,,,
downieville,2020,prefire,RedAnt46,vs,QUKE,dead,TR,TOV,tr,,,,
downieville,2020,prefire,RedAnt53,vs,QUKE,dead,TR,TOV,tr,,,,
downieville,2020,prefire,RedAnt56,vs,abco,dead,TR,TOV,,added during QAQC using trees tab data,,,
downieville,2020,prefire,RedAnt46,vs,PSME,live,TR,TSA,0,,,,
downieville,2020,prefire,RedAnt30a,km,abco,live,TR,TSA,0.25,,,,
downieville,2020,prefire,RedAnt30a,km,PILA,live,TR,TSA,0.25,,,,
downieville,2020,prefire,RedAnt38,km,pipo,live,TR,TSA,0.25,,,,
downieville,2020,prefire,RedAnt38,km,pipo,live,TR,TSA,0.25,added during QAQC using regen data,,,
downieville,2020,prefire,RedAnt30a,km,PSME,dead,TR,TSA,0.25,,,,
downieville,2020,prefire,RedAnt39,km,abco,live,TR,TSA,0.5,,,,
downieville,2020,prefire,RedAnt50,km,cade,live,TR,TSA,0.5,,,,
downieville,2020,prefire,RedAnt28,km,cade,live,TR,TSA,0.5,,,,
downieville,2020,prefire,RedAnt29,km,CONU,live,TR,TSA,0.5,,,,
downieville,2020,prefire,RedAnt28,km,psme,live,TR,TSA,0.5,,,,
downieville,2020,prefire,RedAnt52,km,psme,live,TR,TSA,0.5,,,,
downieville,2020,prefire,RedAnt30a,km,PSME,live,TR,TSA,0.5,,,,
downieville,2020,prefire,RedAnt45,km,PSME,live,TR,TSA,0.5,,,,
downieville,2020,prefire,RedAnt50,km,abma,live,TR,TSA,0.75,,,,
downieville,2020,prefire,RedAnt38,km,pila,live,TR,TSA,0.75,,,,
downieville,2020,prefire,RedAnt38,km,psme,live,TR,TSA,0.75,,,,
downieville,2020,prefire,RedAnt38,km,abco,live,TR,TSA,1,,,,
downieville,2020,prefire,RedAnt62,km,abco,live,TR,TSA,1,,,,
downieville,2020,prefire,RedAnt42,vs,abco,live,TR,TSA,1,,,,
downieville,2020,prefire,RedAnt41,vs,abco,live,TR,TSA,1,,,,
downieville,2020,prefire,RedAnt55,vs,abco,live,TR,TSA,1,,,,
downieville,2020,prefire,RedAnt36,vs,PILA,live,TR,TSA,1,,,,
downieville,2020,prefire,RedAnt37,vs,PILA,live,TR,TSA,1,,,,
downieville,2020,prefire,RedAnt36,vs,PSME,live,TR,TSA,1,,,,
downieville,2020,prefire,RedAnt53,vs,PSME,live,TR,TSA,1,,,,
downieville,2020,prefire,RedAnt58,vs,PSME,live,TR,TSA,1,,,,
downieville,2020,prefire,RedAnt49,km,abco,live,TR,TSA,1.5,,,,
downieville,2020,prefire,RedAnt45,km,CADE,live,TR,TSA,1.5,,,,
downieville,2020,prefire,RedAnt43,km,abco,live,TR,TSA,2,,,,
downieville,2020,prefire,RedAnt54,vs,abco,live,TR,TSA,2,,,,
downieville,2020,prefire,RedAnt61,vs,abco,live,TR,TSA,2,,,,
downieville,2020,prefire,RedAnt59,vs,PSME,live,TR,TSA,2,,,,
downieville,2020,prefire,RedAnt55,vs,PSME,live,TR,TSA,2,,,,
downieville,2020,prefire,RedAnt54,vs,PSME,live,TR,TSA,2,,,,
downieville,2020,prefire,RedAnt30a,km,QUKE,live,TR,TSA,2,,,,
downieville,2020,prefire,RedAnt58,vs,abco,live,TR,TSA,3,,,,
downieville,2020,prefire,RedAnt36,vs,PIPO,live,TR,TSA,3,,,,
downieville,2020,prefire,RedAnt40,vs,PSME,live,TR,TSA,3,,,,
downieville,2020,prefire,RedAnt50,km,abco,live,TR,TSA,4,,,,
downieville,2020,prefire,RedAnt44,vs,abco,live,TR,TSA,4,,,,
downieville,2020,prefire,RedAnt57,vs,PSME,live,TR,TSA,4,,,,
downieville,2020,prefire,RedAnt32,vs,PSME,live,TR,TSA,4,,,,
downieville,2020,prefire,RedAnt59,vs,abco,live,TR,TSA,5,,,,
downieville,2020,prefire,RedAnt36,vs,abco,live,TR,TSA,5,,,,
downieville,2020,prefire,RedAnt30a,km,PIPO,live,TR,TSA,5,,,,
downieville,2020,prefire,RedAnt28,km,quke,live,TR,TSA,5,,,,
downieville,2020,prefire,RedAnt46,vs,abco,live,TR,TSA,7,,,,
downieville,2020,prefire,RedAnt41,vs,PSME,live,TR,TSA,7,,,,
downieville,2020,prefire,RedAnt37,vs,PSME,live,TR,TSA,7,,,,
downieville,2020,prefire,RedAnt51,km,abco,live,TR,TSA,10,,,,
downieville,2020,prefire,RedAnt52,km,abco,live,TR,TSA,15,,,,
downieville,2020,prefire,RedAnt50,km,abco,dead,TR,TSA,tr,,,,
downieville,2020,prefire,RedAnt28,km,abco,live,TR,TSA,tr,,,,
downieville,2020,prefire,RedAnt44,vs,abco,dead,TR,TSA,tr,,,,
downieville,2020,prefire,RedAnt42,vs,abco,dead,TR,TSA,tr,,,,
downieville,2020,prefire,RedAnt41,vs,abco,dead,TR,TSA,tr,,,,
