plotid,obs,species,status,lifeform,layer_code,percent,modal_ht_m,notes,site,pre_post_fire,postTime,year
Odell002,"TP, ZMZ",dichelostemma sp,live,FB,tr,tr,na,,odell,postfire,.25yr,2022
Odell002,"TP, ZMZ",odefabaceae2,live,FB,tr,tr,na,skinny leaf vetchy fab,odell,postfire,.25yr,2022
Odell002,"TP, ZMZ",odeasteraceae1,live,FB,tr,tr,na,small fake dandelion,odell,postfire,.25yr,2022
Odell002,"TP, ZMZ",odephlox1,live,FB,tr,tr,na,sticky phlox,odell,postfire,.25yr,2022
Odell002,"TP, ZMZ",odeasteraceae2,live,FB,tr,tr,na,potential knapweed,odell,postfire,.25yr,2022
Odell002,"TP, ZMZ",iris sp,live,FB,tr,tr,na,chunky,odell,postfire,.25yr,2022
Odell002,"TP, ZMZ",galpor,live,FB,tr,tr,na,,odell,postfire,.25yr,2022
Odell002,"TP, ZMZ",odeforb2,live,FB,tr,tr,na,hairy serrate little leaf,odell,postfire,.25yr,2022
Odell002,"TP, ZMZ",Platanthera sp ,live,FB,tr,tr,na,,odell,postfire,.25yr,2022
Odell002,"TP, ZMZ",calochortus sp,live,FB,tr,tr,na,,odell,postfire,.25yr,2022
Odell002,"TP, ZMZ",galpar,live,FB,tr,tr,na,,odell,postfire,.25yr,2022
Odell002,"TP, ZMZ",odeasteraceae3,live,FB,tr,tr,na,"thin serrated dandelion, in mol plots",odell,postfire,.25yr,2022
Odell002,"TP, ZMZ",tarweed,live,FB,tr,tr,na,non sticky,odell,postfire,.25yr,2022
Odell002,"TP, ZMZ",sanicula sp,live,FB,tr,tr,na,,odell,postfire,.25yr,2022
Odell002,"TP, ZMZ",hypper,live,FB,tr,tr,na,,odell,postfire,.25yr,2022
Odell002,"TP, ZMZ",iris sp,live,FB,tr,tr,na,chunky,odell,postfire,.25yr,2022
Odell002,"TP, ZMZ",tarweed,live,FB,tr,tr,na,,odell,postfire,.25yr,2022
Odell002,"TP, ZMZ",daucus sp,live,FB,tr,tr,na,,odell,postfire,.25yr,2022
Odell002,"TP, ZMZ",bacpil,live,SH,tr,tr,,,odell,postfire,.25yr,2022
Odell002,"TP, ZMZ",frangula sp,live,SH,tr,tr,,,odell,postfire,.25yr,2022
Odell002,"TP, ZMZ",lonicera sp,live,SH,tr,tr,,,odell,postfire,.25yr,2022
Odell002,"TP, ZMZ",toxdiv,live,SH,tr,tr,,,odell,postfire,.25yr,2022
Odell002,"TP, ZMZ",archtostaphylos,live,SH,tr,2,7,,odell,postfire,.25yr,2022
Odell002,"TP, ZMZ",cynech,live,GR,tr,2,na,,odell,postfire,.25yr,2022
Odell002,"TP, ZMZ",elygla,live,GR,tr,1,na,,odell,postfire,.25yr,2022
Odell002,"TP, ZMZ",odegrass1,live,GR,tr,tr,na,aira?,odell,postfire,.25yr,2022
Odell002,"TP, ZMZ",odegrass2,live,GR,tr,tr,na,,odell,postfire,.25yr,2022
Odell002,"TP, ZMZ",odegrass3,live,GR,tr,tr,na,tighter flowers smaller/shorter,odell,postfire,.25yr,2022
Odell002,"TP, ZMZ",odegrass4,live,GR,tr,tr,na,dainty w spaced flowers,odell,postfire,.25yr,2022
Odell002,"TP, ZMZ",odegrass5,live,GR,tr,25,na,short soft dead,odell,postfire,.25yr,2022
Odell002,"TP, ZMZ",pipo,live,TR,TOV,10,29,,odell,postfire,.25yr,2022
Odell002,"TP, ZMZ",cade,live,TR,TOV,tr,8,,odell,postfire,.25yr,2022
Odell002,"TP, ZMZ",quwi,live,TR,TSE,tr,0.2,,odell,postfire,.25yr,2022
Odell002,"TP, ZMZ",quwi,live,TR,other,tr,na,,odell,postfire,.25yr,2022
Odell002,"TP, ZMZ",quke,live,TR,TSE,tr,0.1,,odell,postfire,.25yr,2022
Odell002,"TP, ZMZ",quwi,live,TR,TOV,3,9.3,,odell,postfire,.25yr,2022
Odell002,"TP, ZMZ",pipo,live,TR,TSE,tr,0.1,,odell,postfire,.25yr,2022
Odell002,"TP, ZMZ",aescal,live,TR,other,1,1.5,resp,odell,postfire,.25yr,2022
Odell003,"TP, ZMZ",calochortus sp,live,FB,tr,tr,na,,odell,postfire,.25yr,2022
Odell003,"TP, ZMZ",odefabaceae2,live,FB,tr,tr,na,skinny leaf vetchy fab,odell,postfire,.25yr,2022
Odell003,"TP, ZMZ",odebrassicaceae1,live,FB,tr,tr,na,,odell,postfire,.25yr,2022
Odell003,"TP, ZMZ",odephlox1,live,FB,tr,tr,na,sticky phlox,odell,postfire,.25yr,2022
Odell003,"TP, ZMZ",daucus sp,live,FB,tr,tr,na,,odell,postfire,.25yr,2022
Odell003,"TP, ZMZ",GALPOR,live,FB,tr,tr,na,,odell,postfire,.25yr,2022
Odell003,"TP, ZMZ",lacser,live,FB,tr,tr,na,,odell,postfire,.25yr,2022
Odell003,"TP, ZMZ",sanicula sp,live,FB,tr,tr,na,,odell,postfire,.25yr,2022
Odell003,"TP, ZMZ",odeasteraceae4,live,FB,tr,tr,na,wavy leaf chicory tribe basal rosette,odell,postfire,.25yr,2022
Odell003,"TP, ZMZ",TORARV,live,FB,tr,tr,na,,odell,postfire,.25yr,2022
Odell003,"TP, ZMZ",iris sp,live,FB,tr,tr,na,,odell,postfire,.25yr,2022
Odell003,"TP, ZMZ",CHLPOM,live,FB,tr,tr,na,soap root lily,odell,postfire,.25yr,2022
Odell003,"TP, ZMZ",GALAPA,live,FB,tr,tr,na,,odell,postfire,.25yr,2022
Odell003,"TP, ZMZ",odeasteraceae5,live,FB,tr,tr,na,spiny fuzzy small astery rosette ,odell,postfire,.25yr,2022
Odell003,"TP, ZMZ",lathyrus,live,FB,tr,tr,na,"?medium pinnate leaf pea with tendril, cool red tuber looking things at root",odell,postfire,.25yr,2022
Odell003,"TP, ZMZ",ANAARV,live,FB,tr,tr,na,scarlet pimpernel ,odell,postfire,.25yr,2022
Odell003,"TP, ZMZ",osmber,live,FB,tr,tr,na,,odell,postfire,.25yr,2022
Odell003,"TP, ZMZ",odeasteraceae6,live,FB,tr,tr,na,asteraceae waxy alternate a little woody,odell,postfire,.25yr,2022
Odell003,"TP, ZMZ",TOXDIV,live,SH,tr,tr,na,,odell,postfire,.25yr,2022
Odell003,"TP, ZMZ",symphoricarpos sp,live,SH,tr,tr,na,,odell,postfire,.25yr,2022
Odell003,"TP, ZMZ",frangula sp,live,SH,tr,tr,na,,odell,postfire,.25yr,2022
Odell003,"TP, ZMZ",AESCAL,live,TR,other,12,na,resprout,odell,postfire,.25yr,2022
Odell003,"TP, ZMZ",AESCAL,live,TR,TSE,tr,na,,odell,postfire,.25yr,2022
Odell003,"TP, ZMZ",quch,live,TR,TOV,tr,na,,odell,postfire,.25yr,2022
Odell003,"TP, ZMZ",QUKE,live,TR,TOV,45,na,,odell,postfire,.25yr,2022
Odell003,"TP, ZMZ",QUKE,live,TR,TSE,tr,na,,odell,postfire,.25yr,2022
Odell003,"TP, ZMZ",QUWI,live,TR,TOV,20,na,,odell,postfire,.25yr,2022
Odell003,"TP, ZMZ",QUWI,live,TR,TSE,tr,na,,odell,postfire,.25yr,2022
Odell003,"TP, ZMZ",PIPO,live,TR,TSE,tr,0.1,,odell,postfire,.25yr,2022
