site,plotid,pre_post_fire,postTime,year,obs,species,status,lifeform,layer_code,percent,notes
bearmountain,BM17,postfire,2yr,2021,km,quke,live,TR,TSA,0.25,
bearmountain,BM17,postfire,2yr,2021,km,quke,dead,TR,TOV,8,
bearmountain,BM17,postfire,2yr,2021,km,quke,dead,TR,TSA,4,
bearmountain,BM17,postfire,2yr,2021,km,rumace,live,FB,,tr,
bearmountain,BM17,postfire,2yr,2021,km,scratchy fb,live,FB,,tr,
bearmountain,BM17,postfire,2yr,2021,km,tall dead fb,dead,FB,,10,
bearmountain,BM17,postfire,2yr,2021,km,tall lianthus,live,FB,,tr,this years!
bearmountain,BM17,postfire,2yr,2021,km,tall lianthus,dead,FB,,tr,
bearmountain,BM17,postfire,2yr,2021,km,tradub,live,FB,,tr,
bearmountain,BM17,postfire,2yr,2021,km,vulmyu,live,GR,,5,
bearmountain,BM18,postfire,2yr,2021,km,agogra,live,FB,,tr,
bearmountain,BM18,postfire,2yr,2021,km,apoand,live,SH,,tr,
bearmountain,BM18,postfire,2yr,2021,km,arcvis,live,SH,,9,
bearmountain,BM18,postfire,2yr,2021,km,arcvis,dead,SH,,0.25,
bearmountain,BM18,postfire,2yr,2021,km,brocar,live,GR,,13,
bearmountain,BM18,postfire,2yr,2021,km,brotec,live,GR,,1,
bearmountain,BM18,postfire,2yr,2021,km,cade,live,TR,TSE,0.25,
bearmountain,BM18,postfire,2yr,2021,mm,cade,dead,TR,TSE,tr,
bearmountain,BM18,postfire,2yr,2021,km,cade,live,TR,TOV,35,
bearmountain,BM18,postfire,2yr,2021,km,cade,dead,TR,TOV,2,
bearmountain,BM18,postfire,2yr,2021,km,carex2,live,GR,,0.5,
bearmountain,BM18,postfire,2yr,2021,km,chafol,live,SH,,44,
bearmountain,BM18,postfire,2yr,2021,km,cirsium ,dead,FB,,tr,
bearmountain,BM18,postfire,2yr,2021,km,clarho,live,FB,,tr,
bearmountain,BM18,postfire,2yr,2021,km,clarkia,dead,FB,,tr,
bearmountain,BM18,postfire,2yr,2021,km,comumb,live,FB,,tr,
bearmountain,BM18,postfire,2yr,2021,km,"dead fb, penst?",dead,FB,,tr,
bearmountain,BM18,postfire,2yr,2021,km,delphinium,live,FB,,tr,
bearmountain,BM18,postfire,2yr,2021,km,dicmul,live,FB,,tr,
bearmountain,BM18,postfire,2yr,2021,km,elygla,live,GR,,0.5,
bearmountain,BM18,postfire,2yr,2021,km,epilobium,live,FB,,tr,
bearmountain,BM18,postfire,2yr,2021,km,erilan,live,FB,,tr,
bearmountain,BM18,postfire,2yr,2021,km,fritillaria,dead,FB,,tr,
bearmountain,BM18,postfire,2yr,2021,km,funhyg,live,OTHER,,tr,
bearmountain,BM18,postfire,2yr,2021,km,galbol,live,FB,,3,
bearmountain,BM18,postfire,2yr,2021,km,hiealb,live,FB,,0.25,flowering
bearmountain,BM18,postfire,2yr,2021,km,irihar,live,FB,,0.75,
bearmountain,BM18,postfire,2yr,2021,km,latsul,live,FB,,0.5,
bearmountain,BM18,postfire,2yr,2021,km,madia small,live,FB,,tr,
bearmountain,BM18,postfire,2yr,2021,km,osmber,live,FB,,tr,
bearmountain,BM18,postfire,2yr,2021,km,pila,live,TR,TSE,tr,
bearmountain,BM18,postfire,2yr,2021,km,pipo,live,TR,TSE,0.5,
bearmountain,BM18,postfire,2yr,2021,km,pipo,live,TR,TOV,3,
bearmountain,BM18,postfire,2yr,2021,km,pipo,dead,TR,TOV,0.5,
bearmountain,BM18,postfire,2yr,2021,km,poa,live,GR,,tr,
bearmountain,BM18,postfire,2yr,2021,km,pseudognaphalium,live,FB,,0.25,
bearmountain,BM18,postfire,2yr,2021,km,psme,live,TR,TSE,tr,
bearmountain,BM18,postfire,2yr,2021,km,quechr,live,TR,TSE,1.5,
bearmountain,BM18,postfire,2yr,2021,km,quechr,dead,TR,TOV,2,not in tree data - cannot determine which tree was misidentified as another quercus
bearmountain,BM18,postfire,2yr,2021,km,quke,live,TR,TSE,tr,
bearmountain,BM18,postfire,2yr,2021,km,quke,live,TR,TSA,2.5,
bearmountain,BM18,postfire,2yr,2021,km,quke,live,TR,TOV,6,
bearmountain,BM18,postfire,2yr,2021,km,stiocc,live,GR,,1,
bearmountain,BM18,postfire,2yr,2021,km,vulmyu,live,GR,,17,
bearmountain,BM19,postfire,2yr,2021,km,acmgla,live,FB,,3,
bearmountain,BM19,postfire,2yr,2021,km,agogra,live,FB,,tr,
bearmountain,BM19,postfire,2yr,2021,km,arcvis,live,SH,,tr,
bearmountain,BM19,postfire,2yr,2021,km,arcvis,dead,SH,,1.5,
bearmountain,BM19,postfire,2yr,2021,km,brocar,live,GR,,10,
bearmountain,BM19,postfire,2yr,2021,km,brotec,live,GR,,65,
bearmountain,BM19,postfire,2yr,2021,km,cade,live,TR,TSE,tr,
bearmountain,BM19,postfire,2yr,2021,km,cade,live,TR,TOV,17,
bearmountain,BM19,postfire,2yr,2021,km,cade,dead,TR,TSE,tr,
bearmountain,BM19,postfire,2yr,2021,km,carex2,live,GR,,tr,
bearmountain,BM19,postfire,2yr,2021,km,chafol,live,SH,,38,
bearmountain,BM19,postfire,2yr,2021,km,clarkia,live,FB,,tr,
bearmountain,BM19,postfire,2yr,2021,km,elygla,live,GR,,4,
bearmountain,BM19,postfire,2yr,2021,km,epilobium,live,FB,,tr,
bearmountain,BM19,postfire,2yr,2021,km,erinau,live,SH,,tr,
bearmountain,BM19,postfire,2yr,2021,km,galbol,live,FB,,0.5,
bearmountain,BM19,postfire,2yr,2021,km,gaydif,live,FB,,tr,
bearmountain,BM19,postfire,2yr,2021,km,gilcap,live,FB,,7,
bearmountain,BM19,postfire,2yr,2021,km,irihar,live,FB,,1,
bearmountain,BM19,postfire,2yr,2021,km,lacser,live,FB,,tr,
bearmountain,BM19,postfire,2yr,2021,km,lupbre,live,FB,,tr,
bearmountain,BM19,postfire,2yr,2021,km,madia big,live,FB,,tr,
bearmountain,BM19,postfire,2yr,2021,km,madia small,live,FB,,tr,
bearmountain,BM19,postfire,2yr,2021,km,pipo,live,TR,TSE,tr,
bearmountain,BM19,postfire,2yr,2021,km,pipo,live,TR,TOV,3,
bearmountain,BM19,postfire,2yr,2021,km,pipo,dead,TR,TOV,tr,
bearmountain,BM19,postfire,2yr,2021,km,pipo,dead,TR,TSE,1.25,
bearmountain,BM19,postfire,2yr,2021,km,pipo,dead,TR,TSA,0.25,
bearmountain,BM19,postfire,2yr,2021,km,poa,live,GR,,12,
bearmountain,BM19,postfire,2yr,2021,km,pruvir,live,SH,,0.5,
bearmountain,BM19,postfire,2yr,2021,km,psecal,live,FB,,0.25,
bearmountain,BM19,postfire,2yr,2021,km,pseudognaphalium,live,FB,,tr,
bearmountain,BM19,postfire,2yr,2021,km,quke,live,TR,TSE,0.25,
bearmountain,BM19,postfire,2yr,2021,km,stephanomaria,live,FB,,tr,
bearmountain,BM19,postfire,2yr,2021,km,tradub,live,FB,,tr,
bearmountain,BM19,postfire,2yr,2021,km,vulmyu,live,GR,,25,
bearmountain,BM2,postfire,2yr,2021,km,arcvis,live,SH,,tr,
bearmountain,BM2,postfire,2yr,2021,km,arcvis,dead,SH,,tr,
bearmountain,BM2,postfire,2yr,2021,km,broorc,live,GR,,tr,
bearmountain,BM2,postfire,2yr,2021,km,brotec,live,GR,,0.5,
bearmountain,BM2,postfire,2yr,2021,km,cade,live,TR,TSE,tr,
bearmountain,BM2,postfire,2yr,2021,km,cade,live,TR,TOV,3,
bearmountain,BM2,postfire,2yr,2021,km,carex2,live,GR,,tr,
bearmountain,BM2,postfire,2yr,2021,km,chafol,live,SH,,70,
bearmountain,BM2,postfire,2yr,2021,km,chlpom,dead,FB,,tr,
bearmountain,BM2,postfire,2yr,2021,km,claung,live,FB,,tr,
bearmountain,BM2,postfire,2yr,2021,km,comumb,live,FB,,tr,
bearmountain,BM2,postfire,2yr,2021,km,elygla,live,GR,,tr,
bearmountain,BM2,postfire,2yr,2021,km,epilobium,live,FB,,tr,
bearmountain,BM2,postfire,2yr,2021,km,fat brome,live,GR,,tr,
bearmountain,BM2,postfire,2yr,2021,km,galbol,live,FB,,0.25,
bearmountain,BM2,postfire,2yr,2021,km,hiealb,live,FB,,tr,
bearmountain,BM2,postfire,2yr,2021,km,irihar,live,FB,,0.5,
bearmountain,BM2,postfire,2yr,2021,km,latnev,live,FB,,tr,
bearmountain,BM2,postfire,2yr,2021,km,lepcil,live,FB,,1,
bearmountain,BM2,postfire,2yr,2021,km,madia big,live,FB,,0.5,
bearmountain,BM2,postfire,2yr,2021,km,madia small,live,FB,,0.25,
bearmountain,BM2,postfire,2yr,2021,km,pila,live,TR,TSE,tr,
bearmountain,BM2,postfire,2yr,2021,km,pipo,live,TR,TSE,tr,
bearmountain,BM2,postfire,2yr,2021,km,pipo,live,TR,TOV,16,
bearmountain,BM2,postfire,2yr,2021,mm,pipo,dead,TR,TOV,0.25,
bearmountain,BM2,postfire,2yr,2021,km,pipo,dead,TR,TSE,tr,
bearmountain,BM2,postfire,2yr,2021,km,poa,live,GR,,2,
bearmountain,BM2,postfire,2yr,2021,km,pseudognaphalium ,live,FB,,tr,
bearmountain,BM2,postfire,2yr,2021,km,quke,live,TR,TSE,0.5,
bearmountain,BM2,postfire,2yr,2021,km,quke,live,TR,TSA,0.5,
bearmountain,BM2,postfire,2yr,2021,mm,quke,dead,TR,TSE,tr,
bearmountain,BM2,postfire,2yr,2021,km,quke,dead,TR,TSA,0.5,
bearmountain,BM2,postfire,2yr,2021,km,quke,dead,TR,TOV,0.25,
bearmountain,BM2,postfire,2yr,2021,km,senecio,live,FB,,0.25,
bearmountain,BM2,postfire,2yr,2021,km,tall lianthus,dead,FB,,tr,
bearmountain,BM2,postfire,2yr,2021,km,vulmyu,live,GR,,10,
bearmountain,BM20,postfire,2yr,2021,km,arcvis,live,SH,,1,
bearmountain,BM20,postfire,2yr,2021,km,arcvis,dead,SH,,tr,
bearmountain,BM20,postfire,2yr,2021,km,brocar,live,GR,,tr,
bearmountain,BM20,postfire,2yr,2021,km,brotec,live,GR,,1,
bearmountain,BM20,postfire,2yr,2021,km,cade,live,TR,TSE,tr,
bearmountain,BM20,postfire,2yr,2021,km,cade,live,TR,TOV,5,
bearmountain,BM20,postfire,2yr,2021,km,carex2,live,GR,,0.25,
bearmountain,BM20,postfire,2yr,2021,km,chafol,live,SH,,75,
bearmountain,BM20,postfire,2yr,2021,km,comumb,live,FB,,tr,
bearmountain,BM20,postfire,2yr,2021,km,delphinium,live,FB,,tr,
bearmountain,BM20,postfire,2yr,2021,km,dicmul,live,FB,,tr,
bearmountain,BM20,postfire,2yr,2021,km,elygla,live,GR,,2,
bearmountain,BM20,postfire,2yr,2021,km,epilobium,live,FB,,0.25,
bearmountain,BM20,postfire,2yr,2021,km,epilobium2,live,FB,,tr,"tiny flower tall stem. pic amd collectes, maybe same as epilobium"
bearmountain,BM20,postfire,2yr,2021,km,galbol,live,FB,,2,
bearmountain,BM20,postfire,2yr,2021,km,hiealb,live,FB,,tr,
bearmountain,BM20,postfire,2yr,2021,km,irihar,live,FB,,0.5,
bearmountain,BM20,postfire,2yr,2021,km,juneff,live,GR,,0.25,
bearmountain,BM20,postfire,2yr,2021,km,lathyrus,live,FB,,tr,skinny stipule
bearmountain,BM20,postfire,2yr,2021,km,latsul,live,FB,,0.25,
bearmountain,BM20,postfire,2yr,2021,km,lepcil,live,FB,,tr,
bearmountain,BM20,postfire,2yr,2021,km,madia small,live,FB,,tr,
bearmountain,BM20,postfire,2yr,2021,km,pipo,live,TR,TOV,8,
bearmountain,BM20,postfire,2yr,2021,km,poa,live,GR,,15,
bearmountain,BM20,postfire,2yr,2021,km,pruvir,live,SH,,tr,
bearmountain,BM20,postfire,2yr,2021,km,pseudognaphalium,live,FB,,tr,
bearmountain,BM20,postfire,2yr,2021,km,quke,live,TR,TSE,0.25,
bearmountain,BM20,postfire,2yr,2021,km,quke,dead,TR,TSA,0.5,
bearmountain,BM20,postfire,2yr,2021,km,rosgym,live,SH,,0.5,
bearmountain,BM20,postfire,2yr,2021,km,senecio,live,FB,,0.25,
bearmountain,BM20,postfire,2yr,2021,km,stiocc,live,GR,,4,
bearmountain,BM20,postfire,2yr,2021,km,tall dead fb,dead,FB,,1,
bearmountain,BM20,postfire,2yr,2021,km,triixi,live,FB,,tr,
bearmountain,BM20,postfire,2yr,2021,km,vulmyu,live,GR,,12,
bearmountain,BM21,postfire,2yr,2021,km,agogra,live,FB,,tr,
bearmountain,BM21,postfire,2yr,2021,km,arcvis,live,SH,,0.75,
bearmountain,BM21,postfire,2yr,2021,km,arcvis,dead,SH,,0.25,
bearmountain,BM21,postfire,2yr,2021,km,brocar,live,GR,,1.25,
bearmountain,BM21,postfire,2yr,2021,km,broorc,live,GR,,0.5,
bearmountain,BM21,postfire,2yr,2021,km,brotec,live,GR,,17,
bearmountain,BM21,postfire,2yr,2021,km,cade,live,TR,TSE,tr,
bearmountain,BM21,postfire,2yr,2021,km,cade,live,TR,TOV,2,
bearmountain,BM21,postfire,2yr,2021,km,cade,dead,TR,TOV,7,
bearmountain,BM21,postfire,2yr,2021,km,carex2,live,GR,,0.5,
bearmountain,BM21,postfire,2yr,2021,km,chafol,live,SH,,90,
bearmountain,BM21,postfire,2yr,2021,km,clarho,live,FB,,tr,
bearmountain,BM21,postfire,2yr,2021,km,clarho,dead,FB,,0.75,
bearmountain,BM21,postfire,2yr,2021,km,claung,live,FB,,tr,
bearmountain,BM21,postfire,2yr,2021,km,"dead fb, penst?",dead,FB,,tr,
bearmountain,BM21,postfire,2yr,2021,km,dicmul,live,FB,,tr,
bearmountain,BM21,postfire,2yr,2021,km,elygla,live,GR,,0.75,
bearmountain,BM21,postfire,2yr,2021,km,epilobium,live,FB,,tr,
bearmountain,BM21,postfire,2yr,2021,km,fat brome,live,GR,,0.25,"hairy nodes, ciliate lv margins, broad lvs"
bearmountain,BM21,postfire,2yr,2021,km,fritillaria,dead,FB,,tr,
bearmountain,BM21,postfire,2yr,2021,km,galbol,live,FB,,0.25,
bearmountain,BM21,postfire,2yr,2021,km,irihar,live,FB,,tr,
bearmountain,BM21,postfire,2yr,2021,km,juneff,live,GR,,tr,
bearmountain,BM21,postfire,2yr,2021,km,latnev,live,FB,,tr,
bearmountain,BM21,postfire,2yr,2021,km,latsul,live,FB,,0.25,
bearmountain,BM21,postfire,2yr,2021,km,lepcil,live,FB,,tr,
bearmountain,BM21,postfire,2yr,2021,km,madia big,live,FB,,tr,
bearmountain,BM21,postfire,2yr,2021,km,madia small,live,FB,,0.5,
bearmountain,BM21,postfire,2yr,2021,km,pipo,live,TR,TSE,tr,
bearmountain,BM21,postfire,2yr,2021,km,pipo,dead,TR,TOV,1,
bearmountain,BM21,postfire,2yr,2021,km,pipo,dead,TR,TSE,tr,
bearmountain,BM21,postfire,2yr,2021,km,poa,live,GR,,1,
bearmountain,BM21,postfire,2yr,2021,km,pseudognaphalium,live,FB,,tr,
bearmountain,BM21,postfire,2yr,2021,km,psme,dead,TR,TOV,4,
bearmountain,BM21,postfire,2yr,2021,km,quechr,live,TR,TSE,0.5,
bearmountain,BM21,postfire,2yr,2021,km,quechr,dead,TR,TSA,1.5,originally recorded as queche but assumed typo
bearmountain,BM21,postfire,2yr,2021,km,quke,live,TR,TSE,1.5,
bearmountain,BM21,postfire,2yr,2021,km,quke,dead,TR,TSA,3,
bearmountain,BM21,postfire,2yr,2021,km,riro,live,SH,,0.75,
bearmountain,BM21,postfire,2yr,2021,km,senecio,live,FB,,0.25,p
bearmountain,BM21,postfire,2yr,2021,km,sticky fb,live,FB,,tr,
bearmountain,BM21,postfire,2yr,2021,km,stiocc,live,GR,,1,
bearmountain,BM21,postfire,2yr,2021,km,tall dead fb,dead,FB,,0.25,
bearmountain,BM21,postfire,2yr,2021,km,tall lianthus,dead,FB,,tr,
bearmountain,BM21,postfire,2yr,2021,km,vulmyu,live,GR,,23,
bearmountain,BM22,postfire,2yr,2021,km,acmgla,live,FB,,0.25,
bearmountain,BM22,postfire,2yr,2021,km,arcvis,dead,SH,,4,
bearmountain,BM22,postfire,2yr,2021,km,arcvis,live,SH,,0.75,
bearmountain,BM22,postfire,2yr,2021,km,big aster,dead,FB,,1,
bearmountain,BM22,postfire,2yr,2021,km,brotec,live,GR,,23,
bearmountain,BM22,postfire,2yr,2021,km,chafol,live,SH,,37,
bearmountain,BM22,postfire,2yr,2021,km,clarho,dead,FB,,tr,
bearmountain,BM22,postfire,2yr,2021,km,comumb,live,FB,,0.25,
bearmountain,BM22,postfire,2yr,2021,km,epilobium,live,FB,,0.25,
bearmountain,BM22,postfire,2yr,2021,km,erilan,live,FB,,tr,
bearmountain,BM22,postfire,2yr,2021,km,galbol,live,FB,,0.5,
bearmountain,BM22,postfire,2yr,2021,km,gaydif,live,FB,,tr,
bearmountain,BM22,postfire,2yr,2021,km,gilcap,live,FB,,0.5,
bearmountain,BM22,postfire,2yr,2021,km,latnev,live,FB,,tr,
bearmountain,BM22,postfire,2yr,2021,km,lotus2,live,FB,,tr,"tiny, glab leaves, red glab stem, fruit 1-1.5 cm"
bearmountain,BM22,postfire,2yr,2021,km,madia big,live,FB,,0.25,
bearmountain,BM22,postfire,2yr,2021,mm,mistletoe (pipo),live,OTHER,,tr,Arceuthobium campylopodum (usda)
bearmountain,BM22,postfire,2yr,2021,km,pipo,live,TR,TOV,20,
bearmountain,BM22,postfire,2yr,2021,km,poa,live,GR,,3,
bearmountain,BM22,postfire,2yr,2021,km,psecal,live,FB,,0.25,
bearmountain,BM22,postfire,2yr,2021,km,quechr,live,TR,TSE,2,
bearmountain,BM22,postfire,2yr,2021,km,quechr,dead,TR,TOV,25,
bearmountain,BM22,postfire,2yr,2021,km,quke,live,TR,TSE,2,
bearmountain,BM22,postfire,2yr,2021,km,quke,live,TR,TSA,2.5,
bearmountain,BM22,postfire,2yr,2021,km,scratchy fb,live,FB,,tr,
bearmountain,BM22,postfire,2yr,2021,km,tall dead fb,dead,FB,,10,
bearmountain,BM22,postfire,2yr,2021,km,vulmyu,live,GR,,45,
bearmountain,BM22,postfire,2yr,2021,km,yellow wooly aster,live,FB,,0.25,
bearmountain,BM23,postfire,2yr,2021,"km, ag",agogra,live,FB,,tr,
bearmountain,BM23,postfire,2yr,2021,"km, ag",arcvis,dead,SH,,5,
bearmountain,BM23,postfire,2yr,2021,"km, ag",arcvis,live,SH,,1,
bearmountain,BM23,postfire,2yr,2021,"km, ag",brocar,live,GR,,tr,
bearmountain,BM23,postfire,2yr,2021,"km, ag",broorc,live,GR,,0.25,
bearmountain,BM23,postfire,2yr,2021,"km, ag",brotec,live,GR,,80,
bearmountain,BM23,postfire,2yr,2021,"km, ag",cade,live,TR,TSE,0.25,
bearmountain,BM23,postfire,2yr,2021,"km, ag",carex2,live,GR,,0.25,
bearmountain,BM23,postfire,2yr,2021,"km, ag",cerbet,live,SH,,0.25,
bearmountain,BM23,postfire,2yr,2021,"km, ag",chafol,live,SH,,25,
bearmountain,BM23,postfire,2yr,2021,"km, ag",cirsium,live,FB,,tr,
bearmountain,BM23,postfire,2yr,2021,"km, ag",clarho,live,FB,,tr,
bearmountain,BM23,postfire,2yr,2021,"km, ag",elygla,live,GR,,0.5,
bearmountain,BM23,postfire,2yr,2021,"km, ag",epilobium,live,FB,,tr,
bearmountain,BM23,postfire,2yr,2021,"km, ag",erinau,live,SH,,tr,
bearmountain,BM23,postfire,2yr,2021,"km, ag",irihar,live,FB,,0.25,
bearmountain,BM23,postfire,2yr,2021,"km, ag",latnev,live,FB,,tr,
bearmountain,BM23,postfire,2yr,2021,"km, ag",latsul,live,FB,,tr,
bearmountain,BM23,postfire,2yr,2021,"km, ag",madia big,live,FB,,17,
bearmountain,BM23,postfire,2yr,2021,"km, ag",madia small,live,FB,,2,
bearmountain,BM23,postfire,2yr,2021,"km, ag",pila,live,TR,TSE,0.25,
bearmountain,BM23,postfire,2yr,2021,"km, ag",pipo,live,TR,TSA,2,
bearmountain,BM23,postfire,2yr,2021,"km, ag",pipo,live,TR,TSE,0.25,
bearmountain,BM23,postfire,2yr,2021,"km, ag",pipo,dead,TR,TSE,1.5,
bearmountain,BM23,postfire,2yr,2021,"km, ag",pipo,dead,TR,TSA,0.5,
bearmountain,BM23,postfire,2yr,2021,"km, ag",riro,live,SH,,0.5,
bearmountain,BM23,postfire,2yr,2021,"km, ag",senecio,live,FB,,tr,
bearmountain,BM23,postfire,2yr,2021,"km, ag",stephanomeria,live,FB,,tr,
bearmountain,BM23,postfire,2yr,2021,"km, ag",tall dead fb,live,FB,,4,
bearmountain,BM23,postfire,2yr,2021,"km, ag",tradub,live,FB,,tr,tragopogon dubius
bearmountain,BM23,postfire,2yr,2021,"km, ag",vulmyu,live,GR,,75,
bearmountain,BM24,postfire,2yr,2021,km,acmgla,live,FB,,tr,
bearmountain,BM24,postfire,2yr,2021,km,agogra,live,FB,,tr,
bearmountain,BM24,postfire,2yr,2021,km,aircar,live,GR,,2,
bearmountain,BM24,postfire,2yr,2021,km,arcvis,dead,SH,,1,
bearmountain,BM24,postfire,2yr,2021,km,arcvis,live,SH,,tr,
bearmountain,BM24,postfire,2yr,2021,km,big aster,live,FB,,0.5,
bearmountain,BM24,postfire,2yr,2021,km,brotec,live,GR,,42,
bearmountain,BM24,postfire,2yr,2021,km,cade,live,TR,TSE,tr,
bearmountain,BM24,postfire,2yr,2021,km,cade,live,TR,TOV,1,
bearmountain,BM24,postfire,2yr,2021,km,cade,dead,TR,TOV,1,
bearmountain,BM24,postfire,2yr,2021,km,calcol,live,FB,,0.75,
bearmountain,BM24,postfire,2yr,2021,km,carex2,live,GR,,0.25,
bearmountain,BM24,postfire,2yr,2021,km,chafol,live,SH,,55,
bearmountain,BM24,postfire,2yr,2021,km,cirsium,live,FB,,tr,
bearmountain,BM24,postfire,2yr,2021,km,clarho,live,FB,,tr,
bearmountain,BM24,postfire,2yr,2021,km,elygla,live,GR,,tr,
bearmountain,BM24,postfire,2yr,2021,km,epilobium,live,FB,,tr,
bearmountain,BM24,postfire,2yr,2021,km,erinau,live,SH,,tr,
bearmountain,BM24,postfire,2yr,2021,km,galbol,live,FB,,0.25,
bearmountain,BM24,postfire,2yr,2021,km,gilcap,live,FB,,tr,gilia capit?
bearmountain,BM24,postfire,2yr,2021,km,irihar,live,FB,,0.25,
bearmountain,BM24,postfire,2yr,2021,km,juneff ,live,GR,,tr,
bearmountain,BM24,postfire,2yr,2021,km,latnev,live,FB,,0.25,
bearmountain,BM24,postfire,2yr,2021,km,latsul,live,FB,,0.25,
bearmountain,BM24,postfire,2yr,2021,km,lepcil,live,FB,,tr,
bearmountain,BM24,postfire,2yr,2021,km,lupalf,live,FB,,0.25,
bearmountain,BM24,postfire,2yr,2021,km,madia big,live,FB,,1,
bearmountain,BM24,postfire,2yr,2021,km,madia small,live,FB,,0.5,
bearmountain,BM24,postfire,2yr,2021,km,pipo,live,TR,TSE,tr,
bearmountain,BM24,postfire,2yr,2021,km,pipo,live,TR,TOV,11,
bearmountain,BM24,postfire,2yr,2021,km,poa,live,GR,,5,
bearmountain,BM24,postfire,2yr,2021,km,pseudognaphalium,live,FB,,tr,
bearmountain,BM24,postfire,2yr,2021,km,quke,live,TR,TSE,1,
bearmountain,BM24,postfire,2yr,2021,mm,quke,dead,TR,TSE,tr,
bearmountain,BM24,postfire,2yr,2021,km,stelac,live,FB,,tr,lactucina
bearmountain,BM24,postfire,2yr,2021,km,stephanomeria,live,FB,,tr,virgata?
bearmountain,BM24,postfire,2yr,2021,km,stiocc,live,GR,,0.25,
bearmountain,BM24,postfire,2yr,2021,km,tall dead fb,dead,FB,,tr,
bearmountain,BM24,postfire,2yr,2021,km,tall lianthus,live,FB,,tr,
bearmountain,BM24,postfire,2yr,2021,km,vulmyu,live,GR,,65,
bearmountain,BM25,postfire,2yr,2021,km,agogra,live,FB,,tr,
bearmountain,BM25,postfire,2yr,2021,km,aircar,live,GR,,1,
bearmountain,BM25,postfire,2yr,2021,km,apoand,live,SH,,tr,
bearmountain,BM25,postfire,2yr,2021,km,arcvis,dead,SH,,1.25,
bearmountain,BM25,postfire,2yr,2021,km,brocar,live,GR,,0.25,
bearmountain,BM25,postfire,2yr,2021,km,broorc,live,GR,,0.5,
bearmountain,BM25,postfire,2yr,2021,km,brotec,live,GR,,25,
bearmountain,BM25,postfire,2yr,2021,km,cade,live,TR,TSE,tr,
bearmountain,BM25,postfire,2yr,2021,km,cade,dead,TR,TSE,0.75,
bearmountain,BM25,postfire,2yr,2021,km,cade,dead,TR,TSA,0.75,
bearmountain,BM25,postfire,2yr,2021,km,ceaint,live,SH,,tr,
bearmountain,BM25,postfire,2yr,2021,km,chafol,live,SH,,48,
bearmountain,BM25,postfire,2yr,2021,km,cirsium,live,FB,,0.25,
bearmountain,BM25,postfire,2yr,2021,km,cirsium,dead,FB,,0.25,
bearmountain,BM25,postfire,2yr,2021,km,clarho,live,FB,,tr,
bearmountain,BM25,postfire,2yr,2021,km,comumb,live,FB,,tr,
bearmountain,BM25,postfire,2yr,2021,km,elygla,live,GR,,1,
bearmountain,BM25,postfire,2yr,2021,km,epilobium,live,FB,,3,
bearmountain,BM25,postfire,2yr,2021,km,erilan,live,FB,,tr,
bearmountain,BM25,postfire,2yr,2021,km,erinau,live,SH,,tr,
bearmountain,BM25,postfire,2yr,2021,km,fuzzy fb,live,FB,,tr,"very soft fuzzy lvs, gently serrated, oblong to elleptic"
bearmountain,BM25,postfire,2yr,2021,km,galbol,live,FB,,tr,
bearmountain,BM25,postfire,2yr,2021,km,irihar,live,FB,,tr,
bearmountain,BM25,postfire,2yr,2021,km,juneff,live,GR,,tr,
bearmountain,BM25,postfire,2yr,2021,km,lacser,live,FB,,tr,
bearmountain,BM25,postfire,2yr,2021,km,madia big,live,FB,,3,
bearmountain,BM25,postfire,2yr,2021,km,madia small,live,FB,,3,
bearmountain,BM25,postfire,2yr,2021,km,opposite fb,live,FB,,tr,"red lvs, opposjte,ntiny picks on lv margin"
bearmountain,BM25,postfire,2yr,2021,km,pipo,live,TR,TOV,5,
bearmountain,BM25,postfire,2yr,2021,km,pipo,dead,TR,TSE,6,
bearmountain,BM25,postfire,2yr,2021,km,pipo,dead,TR,TSA,5,
bearmountain,BM25,postfire,2yr,2021,km,pipo,dead,TR,TOV,1.5,
bearmountain,BM25,postfire,2yr,2021,km,poa,live,GR,,0.25,
bearmountain,BM25,postfire,2yr,2021,km,poa2,live,GR,,0.5,
bearmountain,BM25,postfire,2yr,2021,km,pruvir,live,SH,,0.25,
bearmountain,BM25,postfire,2yr,2021,km,pseudognaphalium,live,FB,,0.25,
bearmountain,BM25,postfire,2yr,2021,km,psme,dead,TR,TSE,1.5,
bearmountain,BM25,postfire,2yr,2021,km,quke,live,TR,TSE,0.75,
bearmountain,BM25,postfire,2yr,2021,km,quke,dead,TR,TSA,3,
bearmountain,BM25,postfire,2yr,2021,km,quke,dead,TR,TOV,11,
bearmountain,BM25,postfire,2yr,2021,km,scratchy fb,live,FB,,tr,
bearmountain,BM25,postfire,2yr,2021,km,stephanomeria,live,FB,,0.5,
bearmountain,BM25,postfire,2yr,2021,km,tall dead fb,dead,FB,,5,
bearmountain,BM25,postfire,2yr,2021,km,vulmyu,live,GR,,15,
bearmountain,BM26,postfire,2yr,2021,km,abco,dead,TR,TSE,0.25,
bearmountain,BM26,postfire,2yr,2021,km,agogra,live,FB,,tr,
bearmountain,BM26,postfire,2yr,2021,km,arcvis,dead,SH,,4,
bearmountain,BM26,postfire,2yr,2021,km,brocar,live,GR,,0.5,
bearmountain,BM26,postfire,2yr,2021,km,broorc,live,GR,,1,
bearmountain,BM26,postfire,2yr,2021,km,brotec,live,GR,,80,
