year,pre_post_fire,site,plot_id,observer,species,status,lifeform,layerCode,percent,notes
2019,prefire,frenchmeadows,fm10-1,ag,ceco,dead,SH,SL,tr,
2019,prefire,frenchmeadows,fm10-1,ag,ceco,dead,SH,SM,tr,
2019,prefire,frenchmeadows,fm10-12,ms,ceco,live,SH,SL,tr,
2019,prefire,frenchmeadows,fm10-12,ms,ceco,live,SH,SM,tr,
2019,prefire,frenchmeadows,fm10-13,ms,ceco,live,SH,SL,5,
2019,prefire,frenchmeadows,fm10-13,ms,ceco,dead,SH,SL,tr,
2019,prefire,frenchmeadows,fm10-13,ms,ceco,live,SH,SM,60,
2019,prefire,frenchmeadows,fm10-13,ms,ceco,dead,SH,SM,tr,
2019,prefire,frenchmeadows,fm10-3,ag,ceco,live,SH,SL,5,
2019,prefire,frenchmeadows,fm10-3,ag,ceco,live,SH,SM,5,
2019,prefire,frenchmeadows,Fm10-5,ms,ceco,live,SH,SL,3,
2019,prefire,frenchmeadows,Fm10-5,ms,ceco,live,SH,SM,tr,
2019,prefire,frenchmeadows,fm10-8,ag,ceco,live,SH,SL,tr,
2019,prefire,frenchmeadows,fm10-8,ag,ceco,live,SH,SM,tr,
2019,prefire,frenchmeadows,fm19-6,ag.ms.,ceco,live,SH,SL,10,
2019,prefire,frenchmeadows,fm19-6,ag.ms.,ceco,live,SH,SM,10,
2019,prefire,frenchmeadows,fm19-7,ag.ms.,ceco,live,SH,SL,25,
2019,prefire,frenchmeadows,fm19-7,ag.ms.,ceco,live,SH,SM,15,
2019,prefire,frenchmeadows,fm19-8,ag,ceco,live,SH,SL,tr,
2019,prefire,frenchmeadows,fm19-8,ag,ceco,live,SH,SM,tr,
2019,prefire,frenchmeadows,fm19-13,ms,ceco,live,SH,SL,tr,
2019,prefire,frenchmeadows,fm19-13,ms,ceco,live,SH,SM,1,
2019,prefire,frenchmeadows ,fm19-15,nr,ceco,live,SH,SL,tr,
2019,prefire,frenchmeadows ,fm19-15,nr,ceco,live,SH,SM,tr,
2019,prefire,frenchmeadows ,fm19-16,nr,ceco,live,SH,SL,1,
2019,prefire,frenchmeadows ,fm19-16,nr,ceco,live,SH,SM,1,
2019,prefire,frenchmeadows ,fm19-16,nr,ceco,dead,SH,SL,tr,
2019,prefire,frenchmeadows ,fm19-16,nr,ceco,dead,SH,SM,tr,
2019,prefire,frenchmeadows ,fm19-17,nr,ceco,live,SH,SM,10,
2019,prefire,frenchmeadows ,fm19-17,nr,ceco,live,SH,SL,10,
2019,prefire,frenchmeadows ,fm19-21,nr,ceco,live,SH,SL,15,
2019,prefire,frenchmeadows ,fm19-21,nr,ceco,live,SH,SM,15,
2019,prefire,frenchmeadows,fm10-10,ag,cein,live,SH,SL,tr,
2019,prefire,frenchmeadows,fm10-10,ag,cein,live,SH,SM,tr,
2019,prefire,frenchmeadows,fm10-10,ag,cein,live,SH,ST,tr,
2019,prefire,frenchmeadows,fm10-11,ag,cein,live,SH,SM,15,
2019,prefire,frenchmeadows,fm10-11,ag,cein,live,SH,SL,15,
2019,prefire,frenchmeadows,fm10-11,ag,cein,live,SH,ST,3,3m
2019,prefire,frenchmeadows,fm10-12,ms,cein,live,SH,SL,tr,
2019,prefire,frenchmeadows,fm10-12,ms,cein,live,SH,SM,tr,
2019,prefire,frenchmeadows,fm10-12,ms,cein,live,SH,ST,tr,
2019,prefire,frenchmeadows,fm10-13,ms,cein,dead,SH,ST,tr,
2019,prefire,frenchmeadows,fm10-13,ms,cein,live,SH,SM,tr,
2019,prefire,frenchmeadows,fm10-2,ag,cein,live,SH,SL,tr,
2019,prefire,frenchmeadows,fm10-2,ag,cein,live,SH,SM,tr,
2019,prefire,frenchmeadows,Fm10-4,ms,cein,live,SH,SL,tr,
2019,prefire,frenchmeadows,Fm10-4,ms,cein,live,SH,SM,tr,
2019,prefire,frenchmeadows,Fm10-4,ms,cein,live,SH,ST,tr,
2019,prefire,frenchmeadows,Fm10-5,ms,cein,live,SH,SL,tr,
2019,prefire,frenchmeadows,Fm10-5,ms,cein,live,SH,SM,tr,
2019,prefire,frenchmeadows,fm10-8,ag,cein,live,SH,SL,1,
2019,prefire,frenchmeadows,fm10-8,ag,cein,live,SH,SM,1,
2019,prefire,frenchmeadows,fm10-8,ag,cein,live,SH,ST,tr,
2019,prefire,frenchmeadows,fm10-9,ag,cein,live,SH,SL,30,
2019,prefire,frenchmeadows,fm10-9,ag,cein,live,SH,SM,30,
2019,prefire,frenchmeadows,fm10-9,ag,cein,live,SH,ST,10,
2019,prefire,frenchmeadows,fm10-9,ag,cein,dead,SH,SL,1,
2019,prefire,frenchmeadows,fm10-9,ag,cein,dead,SH,SM,0.5,
2019,prefire,frenchmeadows,fm19-2,ag.ms.,cein,live,SH,SM,tr,
2019,prefire,frenchmeadows,fm19-2,ag.ms.,cein,live,SH,SL,tr,
2019,prefire,frenchmeadows,fm19-7,ag.ms.,cein,live,SH,SL,tr,
2019,prefire,frenchmeadows,fm19-8,ag,cein,live,SH,SL,tr,
2019,prefire,frenchmeadows,fm19-8,ag,cein,live,SH,SM,tr,
2019,prefire,frenchmeadows,fm19-11,ag,cein,live,SH,SL,tr,
2019,prefire,frenchmeadows,fm19-11,ag,cein,live,SH,SM,tr,
2019,prefire,frenchmeadows,fm19-13,ms,cein,live,SH,SL,tr,
2019,prefire,frenchmeadows,fm10-1,ag,chimen,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-10,ag,chimen,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-11,ag,chimen,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-12,ms,chimen,live,FB,,2,
2019,prefire,frenchmeadows,fm10-14,ms,chimen,live,FB,,1,
2019,prefire,frenchmeadows,fm10-15,ms,chimen,live,FB,,1,
2019,prefire,frenchmeadows,fm10-2,ag,chimen,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-3,ag,chimen,live,FB,,tr,
2019,prefire,frenchmeadows,Fm10-4,ms,chimen,live,FB,,tr,
2019,prefire,frenchmeadows,Fm10-5,ms,chimen,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-7,ms,chimen,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-8,ag,chimen,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-9,ag,chimen,live,FB,,2,
2019,prefire,frenchmeadows,fm19-2,ag.ms.,chimen,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-7,ag.ms.,chimen,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-11,ag,chimen,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-13,ms,chimen,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-1,ag,chiumb,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-10,ag,chiumb,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-12,ms,chiumb,live,FB,,3,
2019,prefire,frenchmeadows,fm10-14,ms,chiumb,live,FB,,1,
2019,prefire,frenchmeadows,fm10-15,ms,chiumb,live,FB,,1,
2019,prefire,frenchmeadows,fm10-2,ag,chiumb,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-2,ag,chiumb,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-3,ag,chiumb,live,FB,,tr,
2019,prefire,frenchmeadows,Fm10-5,ms,chiumb,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-6,ms,chiumb,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-7,ms,chiumb,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-9,ag,chiumb,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-1,ag,chrsem,live,SH,SL,tr,
2019,prefire,frenchmeadows,fm10-2,ag,chrsem,live,SH,SL,1,
2019,prefire,frenchmeadows,fm10-2,ag,chrsem,live,SH,SM,0.5,
2019,prefire,frenchmeadows,fm10-3,ag,chrsem,live,SH,SL,tr,
2019,prefire,frenchmeadows,fm10-8,ag,chrsem,live,SH,SL,1,
2019,prefire,frenchmeadows,fm10-8,ag,chrsem,live,SH,SM,tr,
2019,prefire,frenchmeadows,fm10-14,ms,chrsem,live,SH,SL,1,
2019,prefire,frenchmeadows,fm10-14,ms,chrsem,live,SH,SM,2,
2019,prefire,frenchmeadows,fm10-15,ms,chrsem,live,SH,SL,1,
2019,prefire,frenchmeadows,fm10-15,ms,chrsem,live,SH,SM,1,
2019,prefire,frenchmeadows,fm19-7,ag.ms.,clalan,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-6,ag.ms.,coltin,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-6,ag.ms.,coltor,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-7,ag.ms.,coltor,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-8,ag,coltor,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-9,ag,coltor,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-11,ag,coltor,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-1,ag,conu,live,TR,TSE,tr,1.3
2019,prefire,frenchmeadows,fm10-10,ag,conu,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm10-11,ag,conu,live,TR,TSA,30,
2019,prefire,frenchmeadows,fm10-11,ag,conu,live,TR,TSE,5,
2019,prefire,frenchmeadows,fm10-12,ms,conu,live,TR,TSE,6,
2019,prefire,frenchmeadows,fm10-12,ms,conu,live,TR,TSA,8,
2019,prefire,frenchmeadows,fm10-14,ms,conu,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm10-15,ms,conu,live,TR,TSA,1,
2019,prefire,frenchmeadows,fm10-15,ms,conu,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm10-2,ag,conu,live,TR,TSA,1,
2019,prefire,frenchmeadows,fm10-2,ag,conu,live,TR,TSE,3,
2019,prefire,frenchmeadows,fm10-3,ag,conu,live,TR,TSA,0.5,
2019,prefire,frenchmeadows,fm10-3,ag,conu,live,TR,TSE,tr,
2019,prefire,frenchmeadows,Fm10-4,ms,conu,live,TR,TSA,2,
2019,prefire,frenchmeadows,Fm10-4,ms,conu,live,TR,TSE,tr,
2019,prefire,frenchmeadows,Fm10-5,ms,conu,live,TR,TSA,5,
2019,prefire,frenchmeadows,Fm10-5,ms,conu,live,TR,TSE,3,
2019,prefire,frenchmeadows,fm10-6,ms,conu,live,TR,TSA,3,
2019,prefire,frenchmeadows,fm10-6,ms,conu,live,TR,TSE,2,
2019,prefire,frenchmeadows,fm10-7,ms,conu,live,TR,TSA,7,
2019,prefire,frenchmeadows,fm10-7,ms,conu,live,TR,TSE,3,
2019,prefire,frenchmeadows,fm10-8,ag,conu,live,TR,TSE,5,
2019,prefire,frenchmeadows,fm10-8,ag,conu,live,TR,TSA,20,
2019,prefire,frenchmeadows,fm10-9,ag,conu,live,TR,TSA,30,
2019,prefire,frenchmeadows,fm10-9,ag,conu,live,TR,TSE,1,
2019,prefire,frenchmeadows,fm10-11,ag,crypantha,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-9,ag,cymter,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-6,ag.ms.,cyaocc,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-7,ag.ms.,cyaocc,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-7,ag.ms.,deldep,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-11,ag,deldep,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-12,ms,deldep,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-6,ag.ms.,delnut,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-1,ag,prohoo,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-10,ag,prohoo,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-11,ag,prohoo,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-12,ms,prohoo,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-14,ms,prohoo,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-14,ms,prohoo,dead,FB,,tr,
2019,prefire,frenchmeadows,fm10-15,ms,prohoo,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-2,ag,prohoo,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-3,ag,prohoo,live,FB,,tr,
2019,prefire,frenchmeadows,Fm10-4,ms,prohoo,live,FB,,tr,
2019,prefire,frenchmeadows,Fm10-5,ms,prohoo,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-8,ag,prohoo,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-12,ms,prohoo,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-1,ag,ELYGLA,live,GR,,tr,
2019,prefire,frenchmeadows,fm10-10,ag,ELYGLA,live,GR,,tr,
2019,prefire,frenchmeadows,fm10-11,ag,ELYGLA,live,GR,,tr,
2019,prefire,frenchmeadows,fm10-12,ms,ELYGLA,live,GR,,tr,
2019,prefire,frenchmeadows,fm10-13,ms,ELYGLA,live,GR,,tr,
2019,prefire,frenchmeadows,fm10-15,ms,ELYGLA,live,GR,,tr,
2019,prefire,frenchmeadows,fm10-2,ag,ELYGLA,live,GR,,tr,
2019,prefire,frenchmeadows,fm10-3,ag,ELYGLA,live,GR,,tr,
2019,prefire,frenchmeadows,Fm10-4,ms,ELYGLA,live,GR,,tr,
2019,prefire,frenchmeadows,Fm10-5,ms,ELYGLA,live,GR,,tr,
2019,prefire,frenchmeadows,fm10-6,ms,ELYGLA,live,GR,,tr,
2019,prefire,frenchmeadows,fm10-7,ms,ELYGLA,live,GR,,tr,
2019,prefire,frenchmeadows,fm10-9,ag,ELYGLA,live,GR,,tr,
2019,prefire,frenchmeadows,fm19-8,ag,ELYGLA,live,GR,,tr,
2019,prefire,frenchmeadows,fm19-10,ag,ELYGLA,live,GR,,tr,
2019,prefire,frenchmeadows,fm19-11,ag,ELYGLA,live,GR,,tr,
2019,prefire,frenchmeadows,fm19-12,ms,ELYGLA,live,GR,,tr,
2019,prefire,frenchmeadows,fm10-13,ms,elymuslike,live,GR,,tr,
2019,prefire,frenchmeadows,fm19-8,ag,elymuslike,live,GR,,tr,
2019,prefire,frenchmeadows,fm10-10,ag,elymuslike,live,GR,,tr,
2019,prefire,frenchmeadows,fm10-10,ag,elymuslike,live,GR,,tr,
2019,prefire,frenchmeadows,fm10-11,ag,elymuslike,live,GR,,0.5,
2019,prefire,frenchmeadows,fm10-6,ms,elymuslike,live,GR,,tr,
2019,prefire,frenchmeadows,fm10-8,ag,elymuslike,live,GR,,tr,
2019,prefire,frenchmeadows,fm10-9,ag,elymuslike,live,GR,,tr,
2019,prefire,frenchmeadows,fm19-9,ag,ELYSIE,live,GR,,tr,
2019,prefire,frenchmeadows,fm19-10,ag,ELYSIE,live,GR,,tr,
2019,prefire,frenchmeadows,fm19-11,ag,ELYSIE,live,GR,,tr,
2019,prefire,frenchmeadows,fm19-11,ag,ELYSIE,live,GR,,tr,
2019,prefire,frenchmeadows ,fm19-16,nr,epilobium,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-6,ag.ms.,erilan,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-13,ms,erilan,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-6,ag.ms.,erinud,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-7,ag.ms.,erinud,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-8,ag,erinud,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-9,ag,erinud,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-11,ag,erinud,live,FB,,tr,
2019,prefire,frenchmeadows ,fm19-14,nr,eriogonum,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-9,ag,eriurs,live,FB,,tr,
2019,prefire,frenchmeadows ,fm19-14,nr,eriurs,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-6,ag.ms.,eriwri,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-2,ag.ms.,erycap,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-6,ag.ms.,erycap,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-7,ag.ms.,erycap,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-10,ag,erycap,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-11,ag,erycap,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-12,ms,erycap,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-13,ms,erycap,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-13,ms,festuca,live,GR,,tr,
2019,prefire,frenchmeadows ,fm19-14,nr,festuca,live,GR,,tr,
2019,prefire,frenchmeadows ,fm19-15,nr,festuca,live,GR,,tr,
2019,prefire,frenchmeadows ,fm19-18,nr,festuca,live,GR,,tr,
2019,prefire,frenchmeadows ,fm19-16,nr,festuca,live,FB,,tr,
2019,prefire,frenchmeadows ,fm19-17,nr,festuca,live,GR,,tr,
2019,prefire,frenchmeadows ,fm19-21,nr,festuca,live,GR,,tr,
2019,prefire,frenchmeadows,fm10-11,ag,galapa,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-11,ag,galtrifcol,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-14,ms,galtrifcol,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-15,ms,galtrifcol,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-11,ag,gaydif,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-13,ms,gaydif,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-8,ag,gaydif,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-1,ag,goob,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-10,ag,goob,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-11,ag,goob,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-12,ms,goob,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-14,ms,goob,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-15,ms,goob,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-2,ag,goob,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-3,ag,goob,live,FB,,tr,
2019,prefire,frenchmeadows,Fm10-4,ms,goob,live,FB,,tr,
2019,prefire,frenchmeadows,Fm10-5,ms,goob,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-6,ms,goob,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-7,ms,goob,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-8,ag,goob,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-9,ag,goob,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-8,ag,goob,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-12,ms,goob,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-13,ms,goob,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-1,ms,grassspecies,live,GR,SM,tr,
2019,prefire,frenchmeadows,fm19-2,ag.ms.,grassspecies,live,GR,,tr,
2019,prefire,frenchmeadows,fm19-7,ag.ms.,hacvel,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-11,ag,hacvel,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-13,ms,hacvel,live,FB,,tr,
2019,prefire,frenchmeadows,Fm19-4,ms,helcal,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-6,ag.ms.,helcal,live,FB,,2,
2019,prefire,frenchmeadows,fm19-7,ag.ms.,helcal,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-8,ag,helcal,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-12,ms,helcal,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-13,ms,helcal,live,FB,,tr,
2019,prefire,frenchmeadows ,fm19-14,nr,helcal,live,FB,,0.5,
2019,prefire,frenchmeadows ,fm19-15,nr,helcal,live,FB,,1,
2019,prefire,frenchmeadows ,fm19-18,nr,helcal,live,FB,,tr,
2019,prefire,frenchmeadows ,fm19-21,nr,helcal,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-11,ag,helcal,live,FB,,tr,just the basal leaves not flowering yet
2019,prefire,frenchmeadows ,fm19-21,nr,hiealb,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-1,ag,hiealb,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-10,ag,hiealb,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-11,ag,hiealb,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-11,ag,hiealb,live,FB,,1,
2019,prefire,frenchmeadows,fm10-12,ms,hiealb,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-14,ms,hiealb,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-15,ms,hiealb,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-2,ag,hiealb,live,FB,,tr,
2019,prefire,frenchmeadows,Fm10-4,ms,hiealb,live,FB,,tr,
2019,prefire,frenchmeadows,Fm10-5,ms,hiealb,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-7,ms,hiealb,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-8,ag,hiealb,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-1,ms,hiealb,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-2,ag.ms.,hiealb,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-3,ms,hiealb,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-7,ag.ms.,hiealb,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-11,ag,hiealb,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-12,ms,hiealb,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-13,ms,hiealb,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-9,ag,hortri,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-9,ag,irha,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-11,ag,irha,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-1,ag,kelgal,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-10,ag,kelgal,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-11,ag,kelgal,live,FB,,1,
2019,prefire,frenchmeadows,fm10-13,ms,kelgal,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-15,ms,kelgal,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-3,ag,kelgal,live,FB,,tr,
2019,prefire,frenchmeadows,Fm10-4,ms,kelgal,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-9,ag,kelgal,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-2,ag.ms.,kelgal,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-5,ms,kelgal,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-6,ag.ms.,kelgal,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-7,ag.ms.,kelgal,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-8,ag,kelgal,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-9,ag,kelgal,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-10,ag,kelgal,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-11,ag,kelgal,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-12,ms,kelgal,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-13,ms,kelgal,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-6,ag.ms.,lepcil,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-8,ag,lepcil,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-9,ag,lepcil,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-11,ag,lepcil,live,FB,,tr,
2019,prefire,frenchmeadows ,fm19-14,nr,liapun,live,SH,SL,0.5,
2019,prefire,frenchmeadows,fm19-11,ag,liggra,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-7,ag.ms.,lomutr,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-13,ms,loninv,live,SH,SL,tr,
2019,prefire,frenchmeadows,fm10-13,ms,loninv,live,SH,SM,tr,
2019,prefire,frenchmeadows,fm10-13,ms,loninv,live,SH,ST,tr,
2019,prefire,frenchmeadows,Fm19-4,ms,luparb,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-9,ag,luplat,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-11,ag,luparb,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-1,ag,luplat,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-11,ag,luplat,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-2,ag,luplat,live,FB,,tr,
2019,prefire,frenchmeadows,Fm10-4,ms,luplat,live,FB,,tr,
2019,prefire,frenchmeadows,Fm10-5,ms,luplat,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-8,ag,luplat,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-9,ag,luplat,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-6,ag.ms.,luplat,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-7,ag.ms.,luplat,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-8,ag,luplat,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-9,ag,luplat,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-1,ag,luzcom,live,GR,,tr,
2019,prefire,frenchmeadows,fm10-10,ag,luzcom,live,GR,,tr,
2019,prefire,frenchmeadows,fm10-11,ag,luzcom,live,GR,,tr,
2019,prefire,frenchmeadows,fm10-12,ms,luzcom,live,GR,,tr,
2019,prefire,frenchmeadows,fm10-15,ms,luzcom,live,GR,,tr,
2019,prefire,frenchmeadows,fm10-2,ag,luzcom,live,GR,,tr,
2019,prefire,frenchmeadows,fm10-9,ag,luzcom,live,GR,,tr,
2019,prefire,frenchmeadows,fm19-8,ag,luzcom,live,GR,,tr,
2019,prefire,frenchmeadows,fm19-11,ag,madglo,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-1,ag,mairac,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-10,ag,mairac,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-15,ms,mairac,live,FB,,tr,
2019,prefire,frenchmeadows,Fm10-4,ms,mairac,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-5,ms,mairac,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-6,ag.ms.,mairac,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-7,ag.ms.,mairac,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-7,ag.ms.,mairac,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-10,ag,mairac,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-11,ag,mairac,live,FB,,1,
2019,prefire,frenchmeadows,fm19-12,ms,mairac,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-11,ag,mimmos,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-9,ag,mimmos,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-11,ag,mimmos,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-12,ms,mimmos,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-6,ag.ms.,mimtor,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-9,ag,monlan,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-1,ag,monodo,live,FB,,tr,
2019,prefire,frenchmeadows,Fm10-4,ms,monodo,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-2,ag.ms.,monodo,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-8,ag,monodo,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-9,ag,monodo,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-11,ag,monodo,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-13,ms,monodo,live,FB,,tr,
2019,prefire,frenchmeadows ,fm19-14,nr,monodo,live,FB,,tr,
