site,year,pre_post_fire,plotid,obs,species,status,lifeform,layer_code,percent,notes,
calaveras,2020,prefire,BigTrees36,ag,prohoo,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees27,km,prohoo,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees29,km,prohoo,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees01,km,prohoo,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees35,km,prohoo,live,FB,na,1.5,,
calaveras,2020,prefire,BigTrees32,km,prohoo,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees04,km,prohoo,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees25,km,PRUEMA,live,SH,na,0.5,,
calaveras,2020,prefire,BigTrees29,km,prunus,live,SH,na,tr,,
calaveras,2020,prefire,BigTrees22,"ag, lh",ptan,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees25,km,PTEAQU,live,FERN ,na,tr,,
calaveras,2020,prefire,BigTrees20,vs,PTEAQU,live,FERN,na,tr,,
calaveras,2020,prefire,BigTrees28,vs,PTEAQU,live,FERN,na,tr,L,
calaveras,2020,prefire,BigTrees28,vs,PTEAQU,live,FERN,na,3,M,
calaveras,2020,prefire,BigTrees19,vs,PTEAQU,live,FERN,na,1,M,
calaveras,2020,prefire,BigTrees15,vs,PTEAQU,live,FERN,na,3,L,
calaveras,2020,prefire,BigTrees15,vs,PTEAQU,live,FERN,na,10,M,
calaveras,2020,prefire,BigTrees15,vs,PTEAQU,dead,FERN,na,tr,L,
calaveras,2020,prefire,BigTrees15,vs,PTEAQU,dead,FERN,na,tr,M,
calaveras,2020,prefire,BigTrees24,ag,pyrpic,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees27,km,pyrpic,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees29,km,pyrpic,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees01,km,pyrpic,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees35,km,pyrpic,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees34,km,pyrpic,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees23,vs,pyrpic,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees19,vs,pyrpic,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees18,vs,pyrpic,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees17,vs,pyrpic,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees08,vs,pyrpic,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees30,vs,pyrpic,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees13,vs,pyrpic,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees10,vs,pyrpic,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees07,vs,pyrpic,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees15,vs,pyrpic,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees25,km,pyrpic,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees36,ag,QUKE,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees27,km,QUKE,live,TR,TSA,1,,
calaveras,2020,prefire,BigTrees27,km,QUKE,live,TR,TSE,1,,
calaveras,2020,prefire,BigTrees25,km,QUKE,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees25,km,QUKE,live,TR,TSA,0.5,,
calaveras,2020,prefire,BigTrees25,km,QUKE,live,TR,TOV,2,,
calaveras,2020,prefire,BigTrees01,km,QUKE,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees35,km,QUKE,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees06,km,QUKE,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees06,km,QUKE,live,TR,TOV,25,,
calaveras,2020,prefire,BigTrees32,km,QUKE,live,TR,TSE,0.25,,
calaveras,2020,prefire,BigTrees14,km,QUKE,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees14,km,QUKE,dead,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees04,km,QUKE,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees05,km,QUKE,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees23,vs,QUKE,live,TR,,tr,L,
calaveras,2020,prefire,BigTrees09,vs,QUKE,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees09,vs,QUKE,live,TR,TSA,tr,,
calaveras,2020,prefire,BigTrees08,vs,QUKE,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees08,vs,QUKE,live,TR,TSA,tr,,
calaveras,2020,prefire,BigTrees02,vs,QUKE,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees03,vs,QUKE,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees03,vs,QUKE,live,TR,TSA,tr,,
calaveras,2020,prefire,BigTrees03,vs,QUKE,live,TR,TOV,tr,,
calaveras,2020,prefire,BigTrees31,vs,QUKE,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees30,vs,QUKE,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees30,vs,QUKE,live,TR,TSA,tr,,
calaveras,2020,prefire,BigTrees13,vs,QUKE,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees11,vs,QUKE,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees11,vs,QUKE,live,TR,TOV,3,,
calaveras,2020,prefire,BigTrees12,vs,QUKE,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees12,vs,QUKE,live,TR,TSA,tr,,
calaveras,2020,prefire,BigTrees12,vs,QUKE,live,TR,J,2,,
calaveras,2020,prefire,BigTrees10,vs,QUKE,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees10,vs,QUKE,live,TR,TOV,6,,
calaveras,2020,prefire,BigTrees33,vs,QUKE,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees33,vs,QUKE,dead,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees33,vs,QUKE,live,TR,TOV,1,,
calaveras,2020,prefire,BigTrees32,km,rhru,live,SH,na,tr,pics in km phone,
calaveras,2020,prefire,BigTrees23,vs,ribes,live,SH,na,tr,,
calaveras,2020,prefire,BigTrees17,vs,ribes,live,SH,na,tr,,
calaveras,2020,prefire,BigTrees09,vs,ribes,live,SH,na,tr,,
calaveras,2020,prefire,BigTrees07,vs,ribes,live,SH,na,tr,,
calaveras,2020,prefire,BigTrees13,vs,ribes,live,SH,na,tr,L- 2spine,
calaveras,2020,prefire,BigTrees04,km,ribes,live,SH,na,0.5,"spines at nodes, glandular leaves",
calaveras,2020,prefire,BigTrees27,km,RIRO,live,SH,na,tr,,
calaveras,2020,prefire,BigTrees32,km,RIRO,live,SH,na,0.25,,
calaveras,2020,prefire,BigTrees04,km,ROSGYM,live,SH,na,tr,rosa gymnocarpa,
calaveras,2020,prefire,BigTrees25,km,ROSWOOULT,live,SH,na,tr,Rosa woodsii subsp. Ultramontana,
calaveras,2020,prefire,BigTrees21,vs,ROSWOOULT,live,SH,SH,tr,,
calaveras,2020,prefire,BigTrees19,vs,ROSWOOULT,live,SH,na,tr,L,
calaveras,2020,prefire,BigTrees08,vs,ROSWOOULT,live,SH,na,tr,,
calaveras,2020,prefire,BigTrees33,vs,ROSWOOULT,live,SH,na,tr,,
calaveras,2020,prefire,BigTrees36,ag,ROSWOOULT,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees35,km,RUBPAR,live,SH,na,tr,rubus parviflorus,
calaveras,2020,prefire,BigTrees20,vs,rue,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees28,vs,rue,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees18,vs,rue,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees17,vs,rue,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees09,vs,rue,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees31,vs,SANCRA,live,FB,na,tr,sanicula crassicaulis,
calaveras,2020,prefire,BigTrees24,ag,SEGI,live,TR,TOV,35,,
calaveras,2020,prefire,BigTrees23,vs,SEGI,live,TR,TSA,tr,,
calaveras,2020,prefire,BigTrees23,vs,SEGI,live,TR,TOV,16,,
calaveras,2020,prefire,BigTrees11,vs,senecio,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees10,vs,senecio,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees11,vs,sidgla,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees28,vs,ss,live,,na,tr,,
calaveras,2020,prefire,BigTrees18,vs,ss,live,,na,tr,,
calaveras,2020,prefire,BigTrees17,vs,ss,live,,na,tr,,
calaveras,2020,prefire,BigTrees30,vs,ss,live,,na,tr,,
calaveras,2020,prefire,BigTrees07,vs,ss,live,,na,tr,,
calaveras,2020,prefire,BigTrees31,vs,stipa,live,GR,na,1,,
calaveras,2020,prefire,BigTrees30,vs,stipa,live,GR,na,tr,,
calaveras,2020,prefire,BigTrees11,vs,stipa,live,GR,na,tr,,
calaveras,2020,prefire,BigTrees12,vs,stipa,live,GR,na,tr,,
calaveras,2020,prefire,BigTrees10,vs,stipa,live,GR,na,tr,,
calaveras,2020,prefire,BigTrees27,km,SYMO,live,SH,na,1,,
calaveras,2020,prefire,BigTrees04,km,SYMO ,live,SH,na,6,,
calaveras,2020,prefire,BigTrees28,vs,Symphoricarpos,live,SH,na,tr,L,
calaveras,2020,prefire,BigTrees09,vs,Symphoricarpos,live,SH,na,tr,,
calaveras,2020,prefire,BigTrees08,vs,Symphoricarpos,live,SH,na,tr,,
calaveras,2020,prefire,BigTrees36,ag,symrot,live,SH,na,0.25,,
calaveras,2020,prefire,BigTrees20,vs,TAXBRE,live,TR,na,tr,M,
calaveras,2020,prefire,BigTrees17,vs,TAXBRE,live,TR,na,tr,L,
calaveras,2020,prefire,BigTrees17,vs,TAXBRE,live,TR,na,tr,M,
calaveras,2020,prefire,BigTrees21,vs,tp,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees23,vs,tp,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees20,vs,tp,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees28,vs,tp,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees19,vs,tp,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees18,vs,tp,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees17,vs,tp,live,FB,na,6,,
calaveras,2020,prefire,BigTrees09,vs,tp,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees08,vs,tp,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees30,vs,tp,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees10,vs,tp,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees07,vs,tp,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees15,vs,tp,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees33,vs,tp,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees28,vs,trifolium,live,,na,tr,,
calaveras,2020,prefire,BigTrees08,vs,trifolium,live,,na,tr,,
calaveras,2020,prefire,BigTrees31,vs,trifolium,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees24,ag,LYSLAT,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees36,ag,LYSLAT,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees34,km,LYSLAT,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees20,vs,LYSLAT,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees02,vs,LYSLAT,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees30,vs,LYSLAT,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees11,vs,LYSLAT,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees10,vs,LYSLAT,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees07,vs,LYSLAT,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees36,ag,VIOLOB,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees27,km,VIOLOB,live,TR,na,tr,,
calaveras,2020,prefire,BigTrees25,km,VIOLOB,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees35,km,VIOLOB,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees04,km,VIOLOB,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees28,vs,VIOLOB,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees17,vs,VIOLOB,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees09,vs,VIOLOB,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees08,vs,VIOLOB,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees15,vs,VIOLOB,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees33,vs,VIOLOB,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees31,vs,VULMYO,live,GR,na,3,,
