site,plotid,year,pre_post_fire,azimuth,x1h_length_m,x10h_length_m,x100h_length_m,x1000h_length_m,count_x1h,count_x10h,count_x100h,duff1_cm,litter1_cm,fuel1_cm,duff2_cm,litter2_cm,fuel2_cm,fuel3_cm,notes,postTime,slope_percent,litter3_cm,duff3_cm,duff_depth_cm,litter_depth_cm,fuel_depth_cm,site_plotid_time_azimuth,sum_d2_1000r_cm2,sum_d2_1000s_cm2,plot_id_time
caples,22,2019,prefire,0,2,2,4,11.3,6,0,0,0,0,0,0,0,0,0,H,immediate,0,0,0,0,0,0,caples_22_2019_prefire_immediate_0,0,0,22 prefire immediate
caples,22,2019,prefire,180,2,2,4,11.3,11,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,caples_22_2019_prefire_NA_180,0,0,22 prefire NA
caples,22,2019,prefire,180,2,2,4,11.3,11,0,0,0,0,0,0,0,0,0,,immediate,0,0,0,0,0,0,caples_22_2019_prefire_immediate_180,0,0,22 prefire immediate
caples,22,2019,prefire,270,2,2,4,11.3,3,1,0,0,0,0,0,0,0,0,,,0,,,0,0,0,caples_22_2019_prefire_NA_270,0,0,22 prefire NA
caples,22,2019,prefire,270,2,2,4,11.3,3,1,0,0,0,0,0,0,0,0,,immediate,0,0,0,0,0,0,caples_22_2019_prefire_immediate_270,0,0,22 prefire immediate
caples,22,2020,postfire,90,2,2,4,11.3,1,0,0,0,2,0,0,0,0,0,,,0,,,0,1,0,caples_22_2020_postfire_NA_90,0,0,22 postfire NA
caples,22,2020,postfire,90,2,2,4,11.3,1,0,0,0,2,0,0,0,0,0,,1yr,0,0,0,0,0.666666666666667,0,caples_22_2020_postfire_1yr_90,0,0,22 postfire 1yr
caples,22,2020,postfire,0,2,2,4,11.3,2,0,0,0,2,0,0,0,0,0,,,0,,,0,1,0,caples_22_2020_postfire_NA_0,0,0,22 postfire NA
caples,22,2020,postfire,0,2,2,4,11.3,2,0,0,0,2,0,0,0,0,0,,1yr,0,0,0,0,0.666666666666667,0,caples_22_2020_postfire_1yr_0,0,0,22 postfire 1yr
caples,22,2020,postfire,180,2,2,4,11.3,0,1,0,0,0,0,0,0,0,0,,,0,,,0,0,0,caples_22_2020_postfire_NA_180,0,0,22 postfire NA
caples,22,2020,postfire,180,2,2,4,11.3,0,1,0,0,0,0,0,0,0,0,,1yr,0,0,0,0,0,0,caples_22_2020_postfire_1yr_180,0,0,22 postfire 1yr
caples,22,2020,postfire,270,2,2,4,11.3,2,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,caples_22_2020_postfire_NA_270,0,0,22 postfire NA
caples,22,2020,postfire,270,2,2,4,11.3,2,0,0,0,0,0,0,0,0,0,,1yr,0,0,0,0,0,0,caples_22_2020_postfire_1yr_270,0,0,22 postfire 1yr
caples,23,2013-2018,prefire,90,2,2,4,11.3,7,3,1,4,2,61,2,3,15,,,,0,,,3,2.5,38,caples_23_2013-2018_prefire_NA_90,0,208,23 prefire NA
caples,23,2013-2018,prefire,90,2,2,4,11.3,7,3,1,4,2,61,2,3,15,,,,0,,,3,2.5,38,caples_23_2013-2018_prefire_NA_90,0,208,23 prefire NA
caples,23,2013-2018,prefire,0,2,2,4,11.3,38,6,6,0,1,5,0,0,2,,,,0,,,0,0.5,3.5,caples_23_2013-2018_prefire_NA_0,0,0,23 prefire NA
caples,23,2013-2018,prefire,0,2,2,4,11.3,38,6,6,0,1,5,0,0,2,,,,0,,,0,0.5,3.5,caples_23_2013-2018_prefire_NA_0,0,0,23 prefire NA
caples,23,2013-2018,prefire,180,2,2,4,11.3,38,5,0,3,8,5,3,6,5,,,,0,,,3,7,5,caples_23_2013-2018_prefire_NA_180,0,0,23 prefire NA
caples,23,2013-2018,prefire,180,2,2,4,11.3,38,5,0,3,8,5,3,6,5,,,,0,,,3,7,5,caples_23_2013-2018_prefire_NA_180,0,0,23 prefire NA
caples,23,2013-2018,prefire,270,2,2,4,11.3,52,15,1,2,4,9,4,2,6,,,,0,,,3,3,7.5,caples_23_2013-2018_prefire_NA_270,0,484,23 prefire NA
caples,23,2013-2018,prefire,270,2,2,4,11.3,52,15,1,2,4,9,4,2,6,,,,0,,,3,3,7.5,caples_23_2013-2018_prefire_NA_270,0,484,23 prefire NA
caples,23,2019,prefire,90,2,2,4,11.3,9,2,0,0,0,0,0,0,0.5,6,Browns counts are fresh fallen,,0,,,0,0,2.16666666666667,caples_23_2019_prefire_NA_90,0,0,23 prefire NA
caples,23,2019,prefire,90,2,2,4,11.3,9,2,0,0,0,0,0,0,0.5,6,Browns counts are fresh fallen,immediate,0,6,4,1.33333333333333,2,2.16666666666667,caples_23_2019_prefire_immediate_90,0,0,23 prefire immediate
caples,23,2019,prefire,0,2,2,4,11.3,7,2,0,0,0,0,0,0,0,2,Brown's counts fallen since fire,,0,,,0,0,0.666666666666667,caples_23_2019_prefire_NA_0,0,0,23 prefire NA
caples,23,2019,prefire,0,2,2,4,11.3,7,2,0,0,0,0,0,0,0,2,Brown's counts fallen since fire,immediate,0,2,1,0.333333333333333,0.666666666666667,0.666666666666667,caples_23_2019_prefire_immediate_0,0,0,23 prefire immediate
caples,23,2019,prefire,180,2,2,4,11.3,11,0,0,0,0,0.5,0,0,0.1,0,"Litter duff mostly charred and gone,tricky to measure depths",,0,,,0,0,0.2,caples_23_2019_prefire_NA_180,0,0,23 prefire NA
caples,23,2019,prefire,180,2,2,4,11.3,11,0,0,0,0,0.5,0,0,0.1,0,"Litter duff mostly charred and gone,tricky to measure depths",immediate,0,0,0,0,0,0.2,caples_23_2019_prefire_immediate_180,0,0,23 prefire immediate
caples,23,2019,prefire,270,2,2,4,11.3,4,0,0,6,0,22,0,0,0.5,0,"STICKS ARE FALLEN SINCE FIRE, Stump at 3.8",,0,,,3,0,7.5,caples_23_2019_prefire_NA_270,0,0,23 prefire NA
caples,23,2019,prefire,270,2,2,4,11.3,4,0,0,6,0,22,0,0,0.5,0,"STICKS ARE FALLEN SINCE FIRE, Stump at 3.8",immediate,0,0,0,2,0,7.5,caples_23_2019_prefire_immediate_270,0,0,23 prefire immediate
caples,23,2020,postfire,90,2,2,4,11.3,9,3,0,0,0,0,0,1,8,0,,,0,,,0,0.5,2.66666666666667,caples_23_2020_postfire_NA_90,0,0,23 postfire NA
caples,23,2020,postfire,90,2,2,4,11.3,9,3,0,0,0,0,0,1,8,0,,1yr,0,0,0,0,0.333333333333333,2.66666666666667,caples_23_2020_postfire_1yr_90,0,0,23 postfire 1yr
caples,23,2020,postfire,0,2,2,4,11.3,11,2,0,0,0,6,0,0,0,0,,,0,,,0,0,2,caples_23_2020_postfire_NA_0,0,0,23 postfire NA
caples,23,2020,postfire,0,2,2,4,11.3,11,2,0,0,0,6,0,0,0,0,,1yr,0,0,0,0,0,2,caples_23_2020_postfire_1yr_0,0,0,23 postfire 1yr
caples,23,2020,postfire,180,2,2,4,11.3,21,2,0,0,0,1,0,1,2,1,,,0,,,0,0.5,1.33333333333333,caples_23_2020_postfire_NA_180,0,0,23 postfire NA
caples,23,2020,postfire,180,2,2,4,11.3,21,2,0,0,0,1,0,1,2,1,,1yr,0,1,0,0,0.666666666666667,1.33333333333333,caples_23_2020_postfire_1yr_180,0,0,23 postfire 1yr
caples,23,2020,postfire,270,2,2,4,11.3,11,3,0,0,5,3,0,1,0,2,,,0,,,0,3,1.66666666666667,caples_23_2020_postfire_NA_270,0,0,23 postfire NA
caples,23,2020,postfire,270,2,2,4,11.3,11,3,0,0,5,3,0,1,0,2,,1yr,0,1,0,0,2.33333333333333,1.66666666666667,caples_23_2020_postfire_1yr_270,0,0,23 postfire 1yr
caples,24,2013-2018,prefire,90,2,2,4,11.3,35,4,2,5,6,35,6,4,14,,,,0,,,5.5,5,24.5,caples_24_2013-2018_prefire_NA_90,4900,676,24 prefire NA
caples,24,2013-2018,prefire,90,2,2,4,11.3,35,4,2,5,6,35,6,4,14,,,,0,,,5.5,5,24.5,caples_24_2013-2018_prefire_NA_90,4900,676,24 prefire NA
caples,24,2013-2018,prefire,0,2,2,4,11.3,11,1,1,2,3,3,0,2,1,,,,0,,,1,2.5,2,caples_24_2013-2018_prefire_NA_0,0,0,24 prefire NA
caples,24,2013-2018,prefire,0,2,2,4,11.3,11,1,1,2,3,3,0,2,1,,,,0,,,1,2.5,2,caples_24_2013-2018_prefire_NA_0,0,0,24 prefire NA
caples,24,2013-2018,prefire,180,2,2,4,11.3,26,1,0,5,11,11,3,11,13,,,,0,,,4,11,12,caples_24_2013-2018_prefire_NA_180,0,853,24 prefire NA
caples,24,2013-2018,prefire,180,2,2,4,11.3,26,1,0,5,11,11,3,11,13,,,,0,,,4,11,12,caples_24_2013-2018_prefire_NA_180,0,853,24 prefire NA
caples,24,2013-2018,prefire,270,2,2,4,11.3,24,3,2,2,5,3,2,5,6,,,,0,,,2,5,4.5,caples_24_2013-2018_prefire_NA_270,0,676,24 prefire NA
caples,24,2013-2018,prefire,270,2,2,4,11.3,24,3,2,2,5,3,2,5,6,,,,0,,,2,5,4.5,caples_24_2013-2018_prefire_NA_270,0,676,24 prefire NA
caples,24,2019,prefire,90,2,2,4,11.3,1,1,0,0,0,0.5,0,0,0,0,,,0,,,0,0,0.166666666666667,caples_24_2019_prefire_NA_90,0,0,24 prefire NA
caples,24,2019,prefire,90,2,2,4,11.3,1,1,0,0,0,0.5,0,0,0,0,,immediate,0,0,0,0,0,0.166666666666667,caples_24_2019_prefire_immediate_90,1600,0,24 prefire immediate
caples,24,2019,prefire,0,2,2,4,11.3,0,0,0,0,0,0.1,0,0,0.1,0,"Litter was fresh fallen, no veg prefire",,0,,,0,0,0.0666666666666667,caples_24_2019_prefire_NA_0,0,0,24 prefire NA
caples,24,2019,prefire,0,2,2,4,11.3,0,0,0,0,0,0.1,0,0,0.1,0,"Litter was fresh fallen, no veg prefire",immediate,0,0,0,0,0,0.0666666666666667,caples_24_2019_prefire_immediate_0,0,0,24 prefire immediate
caples,24,2019,prefire,180,2,2,4,11.3,2,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,caples_24_2019_prefire_NA_180,0,0,24 prefire NA
caples,24,2019,prefire,180,2,2,4,11.3,2,0,0,0,0,0,0,0,0,0,,immediate,0,0,0,0,0,0,caples_24_2019_prefire_immediate_180,0,0,24 prefire immediate
caples,24,2019,prefire,270,2,2,4,11.3,1,0,1,0,0,0,0,0,0,0,"No transect rebar found, most fuels were fresh fallen with burn",,0,,,0,0,0,caples_24_2019_prefire_NA_270,0,0,24 prefire NA
caples,24,2019,prefire,270,2,2,4,11.3,1,0,1,0,0,0,0,0,0,0,"No transect rebar found, most fuels were fresh fallen with burn",immediate,0,0,0,0,0,0,caples_24_2019_prefire_immediate_270,0,0,24 prefire immediate
caples,24,2020,postfire,90,2,2,4,11.3,17,0,0,0,3,2.5,0,1,0,1,,,0,,,0,2,1.16666666666667,caples_24_2020_postfire_NA_90,0,0,24 postfire NA
caples,24,2020,postfire,90,2,2,4,11.3,17,0,0,0,3,2.5,0,1,0,1,,1yr,0,0,0,0,1.33333333333333,1.16666666666667,caples_24_2020_postfire_1yr_90,0,784,24 postfire 1yr
caples,24,2020,postfire,0,2,2,4,11.3,5,0,0,0,1,2.2,0,1,0,0,,,0,,,0,1,0.733333333333333,caples_24_2020_postfire_NA_0,0,0,24 postfire NA
caples,24,2020,postfire,0,2,2,4,11.3,5,0,0,0,1,2.2,0,1,0,0,,1yr,0,1,0,0,1,0.733333333333333,caples_24_2020_postfire_1yr_0,0,100,24 postfire 1yr
caples,24,2020,postfire,180,2,2,4,11.3,11,0,0,0,3,0,0,0,0,0,,,0,,,0,1.5,0,caples_24_2020_postfire_NA_180,0,0,24 postfire NA
caples,24,2020,postfire,180,2,2,4,11.3,11,0,0,0,3,0,0,0,0,0,,1yr,0,1,0,0,1.33333333333333,0,caples_24_2020_postfire_1yr_180,0,0,24 postfire 1yr
caples,24,2020,postfire,270,2,2,4,11.3,9,3,1,0,0,0,0,8,12.2,3,,,0,,,0,4,5.06666666666667,caples_24_2020_postfire_NA_270,0,0,24 postfire NA
caples,24,2020,postfire,270,2,2,4,11.3,9,3,1,0,0,0,0,8,12.2,3,,1yr,0,2,0,0,3.33333333333333,5.06666666666667,caples_24_2020_postfire_1yr_270,0,307.36,24 postfire 1yr
caples,25,2013-2018,prefire,90,2,2,4,11.3,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,caples_25_2013-2018_prefire_NA_90,0,0,25 prefire NA
caples,25,2013-2018,prefire,90,2,2,4,11.3,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,caples_25_2013-2018_prefire_NA_90,0,0,25 prefire NA
caples,25,2013-2018,prefire,0,2,2,4,11.3,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,caples_25_2013-2018_prefire_NA_0,0,0,25 prefire NA
caples,25,2013-2018,prefire,0,2,2,4,11.3,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,caples_25_2013-2018_prefire_NA_0,0,0,25 prefire NA
caples,25,2013-2018,prefire,180,2,2,4,11.3,31,2,0,0,3,60,0,0,59,,,,0,,,0,1.5,59.5,caples_25_2013-2018_prefire_NA_180,0,0,25 prefire NA
caples,25,2013-2018,prefire,180,2,2,4,11.3,31,2,0,0,3,60,0,0,59,,,,0,,,0,1.5,59.5,caples_25_2013-2018_prefire_NA_180,0,0,25 prefire NA
caples,25,2013-2018,prefire,270,2,2,4,11.3,22,0,0,0,0,0.5,3,3,70,,,,0,,,1.5,1.5,35.25,caples_25_2013-2018_prefire_NA_270,0,0,25 prefire NA
caples,25,2013-2018,prefire,270,2,2,4,11.3,22,0,0,0,0,0.5,3,3,70,,,,0,,,1.5,1.5,35.25,caples_25_2013-2018_prefire_NA_270,0,0,25 prefire NA
caples,25,2020,postfire,90,2,2,4,11.3,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,caples_25_2020_postfire_NA_90,0,0,25 postfire NA
caples,25,2020,postfire,90,2,2,4,11.3,0,0,0,0,0,0,0,0,0,0,,1yr,0,0,0,0,0,0,caples_25_2020_postfire_1yr_90,0,0,25 postfire 1yr
caples,25,2020,postfire,0,2,2,4,11.3,1,0,0,0,0,0,0,0,0,1,None present.,,0,,,0,0,0.333333333333333,caples_25_2020_postfire_NA_0,0,0,25 postfire NA
caples,25,2020,postfire,0,2,2,4,11.3,1,0,0,0,0,0,0,0,0,1,None present.,1yr,0,3,1,0.333333333333333,1,0.333333333333333,caples_25_2020_postfire_1yr_0,0,0,25 postfire 1yr
caples,25,2020,postfire,180,2,2,4,11.3,3,2,0,0,0,0.5,0,0,0,0,,,0,,,0,0,0.166666666666667,caples_25_2020_postfire_NA_180,0,0,25 postfire NA
caples,25,2020,postfire,180,2,2,4,11.3,3,2,0,0,0,0.5,0,0,0,0,,1yr,0,2,0,0,0.666666666666667,0.166666666666667,caples_25_2020_postfire_1yr_180,0,0,25 postfire 1yr
caples,25,2020,postfire,270,2,2,4,11.3,0,0,0,0,0,2.6,0,0,0,0,,,0,,,0,0,0.866666666666667,caples_25_2020_postfire_NA_270,0,0,25 postfire NA
caples,25,2020,postfire,270,2,2,4,11.3,0,0,0,0,0,2.6,0,0,0,0,,1yr,0,0,0,0,0,0.866666666666667,caples_25_2020_postfire_1yr_270,0,0,25 postfire 1yr
caples,26,2013-2018,prefire,90,2,2,4,11.3,0,0,0,0,0,25,0,0,0,,,,0,,,0,0,12.5,caples_26_2013-2018_prefire_NA_90,0,0,26 prefire NA
caples,26,2013-2018,prefire,90,2,2,4,11.3,0,0,0,0,0,25,0,0,0,,,,0,,,0,0,12.5,caples_26_2013-2018_prefire_NA_90,0,0,26 prefire NA
caples,26,2013-2018,prefire,0,2,2,4,11.3,53,4,3,1,1,105,3,3,95,,,,0,,,2,2,100,caples_26_2013-2018_prefire_NA_0,0,0,26 prefire NA
caples,26,2013-2018,prefire,0,2,2,4,11.3,53,4,3,1,1,105,3,3,95,,,,0,,,2,2,100,caples_26_2013-2018_prefire_NA_0,0,0,26 prefire NA
caples,26,2013-2018,prefire,180,2,2,4,11.3,9,1,0,0,1,39,0,1,25,,,,0,,,0,1,32,caples_26_2013-2018_prefire_NA_180,0,0,26 prefire NA
caples,26,2013-2018,prefire,180,2,2,4,11.3,9,1,0,0,1,39,0,1,25,,,,0,,,0,1,32,caples_26_2013-2018_prefire_NA_180,0,0,26 prefire NA
caples,26,2013-2018,prefire,270,2,2,4,11.3,16,1,0,0,0,27,1,1,55,,,,0,,,0.5,0.5,41,caples_26_2013-2018_prefire_NA_270,0,0,26 prefire NA
caples,26,2013-2018,prefire,270,2,2,4,11.3,16,1,0,0,0,27,1,1,55,,,,0,,,0.5,0.5,41,caples_26_2013-2018_prefire_NA_270,0,0,26 prefire NA
caples,26,2019,prefire,0,2,2,4,11.3,0,0,0,0,0,0,0,0,0,0,Unburned,,0,,,0,0,0,caples_26_2019_prefire_NA_0,0,0,26 prefire NA
caples,26,2019,prefire,0,2,2,4,11.3,0,0,0,0,0,0,0,0,0,0,Unburned,immediate,0,0,0,0,0,0,caples_26_2019_prefire_immediate_0,0,0,26 prefire immediate
caples,26,2019,prefire,180,2,2,4,11.3,12,0,0,0,0,0,0,0,0,2,Unburned,,0,,,0,0,0.666666666666667,caples_26_2019_prefire_NA_180,0,0,26 prefire NA
caples,26,2019,prefire,180,2,2,4,11.3,12,0,0,0,0,0,0,0,0,2,Unburned,immediate,0,2,2,0.666666666666667,0.666666666666667,0.666666666666667,caples_26_2019_prefire_immediate_180,0,0,26 prefire immediate
caples,26,2019,prefire,270,2,2,4,11.3,13,10,0,0,0,0,0,0,0,2,Burned patch to 5 m,,0,,,0,0,0.666666666666667,caples_26_2019_prefire_NA_270,0,0,26 prefire NA
caples,26,2019,prefire,270,2,2,4,11.3,13,10,0,0,0,0,0,0,0,2,Burned patch to 5 m,immediate,0,2,6,2,0.666666666666667,0.666666666666667,caples_26_2019_prefire_immediate_270,0,0,26 prefire immediate
caples,26,2020,postfire,90,2,2,4,11.3,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,caples_26_2020_postfire_NA_90,0,0,26 postfire NA
caples,26,2020,postfire,90,2,2,4,11.3,0,0,0,0,0,0,0,0,0,0,,1yr,0,0,0,0,0,0,caples_26_2020_postfire_1yr_90,0,0,26 postfire 1yr
caples,26,2020,postfire,0,2,2,4,11.3,1,2,0,4,9,4.8,0,4,0,0,,,0,,,2,6.5,1.6,caples_26_2020_postfire_NA_0,0,0,26 postfire NA
caples,26,2020,postfire,0,2,2,4,11.3,1,2,0,4,9,4.8,0,4,0,0,,1yr,0,4,0,1.33333333333333,5.66666666666667,1.6,caples_26_2020_postfire_1yr_0,0,0,26 postfire 1yr
caples,26,2020,postfire,180,2,2,4,11.3,3,0,0,1,5,4,0,0,3.7,0,,,0,,,0.5,2.5,2.56666666666667,caples_26_2020_postfire_NA_180,0,0,26 postfire NA
caples,26,2020,postfire,180,2,2,4,11.3,3,0,0,1,5,4,0,0,3.7,0,,1yr,0,2,0,0.333333333333333,2.33333333333333,2.56666666666667,caples_26_2020_postfire_1yr_180,0,0,26 postfire 1yr
caples,26,2020,postfire,270,2,2,4,11.3,7,4,0,0,0,0,0,0,6,1,,,0,,,0,0,2.33333333333333,caples_26_2020_postfire_NA_270,0,0,26 postfire NA
caples,26,2020,postfire,270,2,2,4,11.3,7,4,0,0,0,0,0,0,6,1,,1yr,0,0,0,0,0,2.33333333333333,caples_26_2020_postfire_1yr_270,0,0,26 postfire 1yr
caples,27,2013-2018,prefire,90,2,2,4,11.3,24,1,0,4,6,130,4,5,50,,,,0,,,4,5.5,90,caples_27_2013-2018_prefire_NA_90,0,0,27 prefire NA
caples,27,2013-2018,prefire,90,2,2,4,11.3,24,1,0,4,6,130,4,5,50,,,,0,,,4,5.5,90,caples_27_2013-2018_prefire_NA_90,0,0,27 prefire NA
caples,27,2013-2018,prefire,0,2,2,4,11.3,9,0,0,0,2,15,0,3,50,,,,0,,,0,2.5,32.5,caples_27_2013-2018_prefire_NA_0,0,0,27 prefire NA
caples,27,2013-2018,prefire,0,2,2,4,11.3,9,0,0,0,2,15,0,3,50,,,,0,,,0,2.5,32.5,caples_27_2013-2018_prefire_NA_0,0,0,27 prefire NA
caples,27,2013-2018,prefire,180,2,2,4,11.3,4,0,0,0,0,0,1,3,6,,,,0,,,0.5,1.5,3,caples_27_2013-2018_prefire_NA_180,0,0,27 prefire NA
caples,27,2013-2018,prefire,180,2,2,4,11.3,4,0,0,0,0,0,1,3,6,,,,0,,,0.5,1.5,3,caples_27_2013-2018_prefire_NA_180,0,0,27 prefire NA
caples,27,2013-2018,prefire,270,2,2,4,11.3,2,1,0,0,1,30,0,0,0.5,,,,0,,,0,0.5,15.25,caples_27_2013-2018_prefire_NA_270,0,0,27 prefire NA
caples,27,2013-2018,prefire,270,2,2,4,11.3,2,1,0,0,1,30,0,0,0.5,,,,0,,,0,0.5,15.25,caples_27_2013-2018_prefire_NA_270,0,0,27 prefire NA
caples,27,2020,postfire,90,2,2,4,11.3,0,1,3,0,1,4,0,0,14,0,,,0,,,0,0.5,6,caples_27_2020_postfire_NA_90,0,0,27 postfire NA
caples,27,2020,postfire,90,2,2,4,11.3,0,1,3,0,1,4,0,0,14,0,,1yr,0,0,0,0,0.333333333333333,6,caples_27_2020_postfire_1yr_90,0,0,27 postfire 1yr
caples,27,2020,postfire,0,2,2,4,11.3,1,0,0,0,1,0,0,0,23,0,,,0,,,0,0.5,7.66666666666667,caples_27_2020_postfire_NA_0,0,0,27 postfire NA
caples,27,2020,postfire,0,2,2,4,11.3,1,0,0,0,1,0,0,0,23,0,,1yr,0,2,1,0.333333333333333,1,7.66666666666667,caples_27_2020_postfire_1yr_0,0,0,27 postfire 1yr
caples,27,2020,postfire,180,2,2,4,11.3,0,0,0,0,0,0,0,0,90,0,,,0,,,0,0,30,caples_27_2020_postfire_NA_180,0,0,27 postfire NA
caples,27,2020,postfire,180,2,2,4,11.3,0,0,0,0,0,0,0,0,90,0,,1yr,0,0,0,0,0,30,caples_27_2020_postfire_1yr_180,0,0,27 postfire 1yr
caples,27,2020,postfire,270,2,2,4,11.3,0,0,0,0,0,0,0,4,1,11,,,0,,,0,2,4,caples_27_2020_postfire_NA_270,0,0,27 postfire NA
caples,27,2020,postfire,270,2,2,4,11.3,0,0,0,0,0,0,0,4,1,11,,1yr,0,2,0,0,2,4,caples_27_2020_postfire_1yr_270,0,0,27 postfire 1yr
caples,28,2013-2018,prefire,90,2,2,4,11.3,12,4,1,3,5,3,5,5,5,,,,0,,,4,5,4,caples_28_2013-2018_prefire_NA_90,0,0,28 prefire NA
caples,28,2013-2018,prefire,90,2,2,4,11.3,12,4,1,3,5,3,5,5,5,,,,0,,,4,5,4,caples_28_2013-2018_prefire_NA_90,0,0,28 prefire NA
caples,28,2013-2018,prefire,0,2,2,4,11.3,20,6,1,3,5,5,3,5,5,,,,0,,,3,5,5,caples_28_2013-2018_prefire_NA_0,0,500,28 prefire NA
caples,28,2013-2018,prefire,0,2,2,4,11.3,20,6,1,3,5,5,3,5,5,,,,0,,,3,5,5,caples_28_2013-2018_prefire_NA_0,0,500,28 prefire NA
caples,28,2013-2018,prefire,180,2,2,4,11.3,33,11,4,4,5,25,1,2,2,,,,0,,,2.5,3.5,13.5,caples_28_2013-2018_prefire_NA_180,0,922,28 prefire NA
caples,28,2013-2018,prefire,180,2,2,4,11.3,33,11,4,4,5,25,1,2,2,,,,0,,,2.5,3.5,13.5,caples_28_2013-2018_prefire_NA_180,0,922,28 prefire NA
caples,28,2013-2018,prefire,270,2,2,4,11.3,24,2,1,2,3,3,2,2,3,,,,0,,,2,2.5,3,caples_28_2013-2018_prefire_NA_270,0,0,28 prefire NA
caples,28,2013-2018,prefire,270,2,2,4,11.3,24,2,1,2,3,3,2,2,3,,,,0,,,2,2.5,3,caples_28_2013-2018_prefire_NA_270,0,0,28 prefire NA
caples,28,2019,prefire,90,2,2,4,11.3,1,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,caples_28_2019_prefire_NA_90,0,0,28 prefire NA
caples,28,2019,prefire,90,2,2,4,11.3,1,0,0,0,0,0,0,0,0,0,,immediate,0,0,0,0,0,0,caples_28_2019_prefire_immediate_90,0,0,28 prefire immediate
caples,28,2019,prefire,0,2,2,4,11.3,2,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,caples_28_2019_prefire_NA_0,0,0,28 prefire NA
caples,28,2019,prefire,0,2,2,4,11.3,2,0,0,0,0,0,0,0,0,0,,immediate,0,0,0,0,0,0,caples_28_2019_prefire_immediate_0,0,110.25,28 prefire immediate
caples,28,2019,prefire,180,2,2,4,11.3,1,1,0,0,0,0,0,0,0,0,,,0,,,0,0,0,caples_28_2019_prefire_NA_180,0,0,28 prefire NA
caples,28,2019,prefire,180,2,2,4,11.3,1,1,0,0,0,0,0,0,0,0,,immediate,0,0,0,0,0,0,caples_28_2019_prefire_immediate_180,0,0,28 prefire immediate
caples,28,2019,prefire,270,2,2,4,11.3,0,0,0,0,0,0.5,0,0,0.5,0,,,0,,,0,0,0.333333333333333,caples_28_2019_prefire_NA_270,0,0,28 prefire NA
caples,28,2019,prefire,270,2,2,4,11.3,0,0,0,0,0,0.5,0,0,0.5,0,,immediate,0,0,0,0,0,0.333333333333333,caples_28_2019_prefire_immediate_270,0,0,28 prefire immediate
caples,28,2020,postfire,90,2,2,4,11.3,1,1,0,0,0,0,0,1,0,0,,,0,,,0,0.5,0,caples_28_2020_postfire_NA_90,0,0,28 postfire NA
caples,28,2020,postfire,90,2,2,4,11.3,1,1,0,0,0,0,0,1,0,0,,1yr,0,0,0,0,0.333333333333333,0,caples_28_2020_postfire_1yr_90,0,0,28 postfire 1yr
caples,28,2020,postfire,0,2,2,4,11.3,1,1,0,0,1,0,0,0,0,0,,,0,,,0,0.5,0,caples_28_2020_postfire_NA_0,0,0,28 postfire NA
caples,28,2020,postfire,0,2,2,4,11.3,1,1,0,0,1,0,0,0,0,0,,1yr,0,0,0,0,0.333333333333333,0,caples_28_2020_postfire_1yr_0,0,0,28 postfire 1yr
caples,28,2020,postfire,180,2,2,4,11.3,0,0,0,0,1,0,0,0,0,0,,,0,,,0,0.5,0,caples_28_2020_postfire_NA_180,0,0,28 postfire NA
caples,28,2020,postfire,180,2,2,4,11.3,0,0,0,0,1,0,0,0,0,0,,1yr,0,1,0,0,0.666666666666667,0,caples_28_2020_postfire_1yr_180,0,0,28 postfire 1yr
caples,28,2020,postfire,270,2,2,4,11.3,3,1,0,0,0,0,0,0,0,0,,,0,,,0,0,0,caples_28_2020_postfire_NA_270,0,0,28 postfire NA
caples,28,2020,postfire,270,2,2,4,11.3,3,1,0,0,0,0,0,0,0,0,,1yr,0,1,0,0,0.333333333333333,0,caples_28_2020_postfire_1yr_270,0,0,28 postfire 1yr
caples,29,2013-2018,prefire,90,2,2,4,11.3,7,5,1,3,6,6,3,4,50,,,,0,,,3,5,28,caples_29_2013-2018_prefire_NA_90,0,1024,29 prefire NA
caples,29,2013-2018,prefire,90,2,2,4,11.3,7,5,1,3,6,6,3,4,50,,,,0,,,3,5,28,caples_29_2013-2018_prefire_NA_90,0,1024,29 prefire NA
caples,29,2013-2018,prefire,0,2,2,4,11.3,21,3,4,0,2,14,1,2,40,,,,0,,,0.5,2,27,caples_29_2013-2018_prefire_NA_0,529,256,29 prefire NA
caples,29,2013-2018,prefire,0,2,2,4,11.3,21,3,4,0,2,14,1,2,40,,,,0,,,0.5,2,27,caples_29_2013-2018_prefire_NA_0,529,256,29 prefire NA
caples,29,2013-2018,prefire,180,2,2,4,11.3,8,2,1,3,4,23,4,5,5,,,,0,,,3.5,4.5,14,caples_29_2013-2018_prefire_NA_180,0,0,29 prefire NA
